Country or Area,Year,co2_gigagrams,hfc_gigagrams,methane_gigagrams,pfc_gigagrams,sf6_gigagrams,n2o_gigagrams
Romania,1998,103798.0038,21.76222564,26709.336,1753.331012,1.19790146,14489.14605
Romania,1997,118467.6152,9.475823755,28701.24451,1786.374554,1.1100833,15471.62074
Romania,1996,129618.1431,4.354216798,30151.05302,1768.86122,1.19718924,16284.75869
Romania,1995,126316.3974,2.374666951,30596.35566,1773.5284,0.76560304,16575.16198
Romania,1994,121128.3093,1.158208007,30463.47709,1490.9748,0.58185984,15965.3236
Romania,1993,123243.6914,0.688395374,30439.55269,1409.42529,0.41838384,17211.98894
Romania,1992,132039.8517,0.405395199,31764.84214,1352.132502,0.39161584,17266.52504
Romania,1991,146153.087,0.26062558,35825.89179,1942.089282,0.41742784,18095.05815
Romania,1990,178134.3941,0.164720847,42945.27154,2115.834518,0.38301184,24467.46738
Russian Federation,2012,1656774.188,11337.58016,502547.0055,2468.290789,5968.813695,115949.497
Russian Federation,2011,1648128.622,9405.736752,506759.6133,2544.152068,509.4171714,116945.2789
Russian Federation,2010,1602425.645,10960.01078,491210.3487,2677.572603,667.5167995,113400.9127
Russian Federation,2009,1535213.84,10198.50305,464711.1181,2524.583623,790.629698,116882.6814
Russian Federation,2008,1617602.737,14462.32788,492913.0531,3720.570933,830.8822285,116321.7639
Russian Federation,2007,1586085.567,13541.52251,489768.87,3798.357068,1391.46278,111513.9231
Russian Federation,2006,1589089.097,13989.28257,484703.5141,4184.010853,1361.107024,108166.6756
Russian Federation,2005,1531657.81,15422.6429,473501.7588,4722.138625,1340.036763,108753.7741
Russian Federation,2004,1530685.035,14354.96296,490241.4589,5007.424326,1236.019675,111068.1088
Russian Federation,2003,1528179.084,11391.37925,460943.4859,5014.567479,1101.152114,112085.908
Russian Federation,2002,1498141.502,15154.51283,445840.2773,5524.471342,940.0395513,114816.5465
Russian Federation,2001,1496965.436,19883.95482,439255.1106,6625.623325,867.0031685,114537.3761
Russian Federation,2000,1476998.19,21022.35574,434601.62,7298.601768,696.5155315,112703.6981
Russian Federation,1999,1476214.375,17937.21596,424989.1276,7049.848178,681.3881428,109894.6075
Russian Federation,1998,1439497.909,17272.39003,424752.7377,7182.290824,845.334494,113971.4535
Russian Federation,1997,1465093.465,14245.05011,424180.951,7465.750514,1052.864161,127443.4084
Russian Federation,1996,1541299.633,10763.91163,448956.0172,8785.605077,1054.614312,134138.7208
Russian Federation,1995,1580147.482,12214.23948,461158.7246,10019.2744,416.2697225,143719.8596
Russian Federation,1994,1630795.832,12231.34946,479759.9259,10486.30595,101.851582,158568.8195
Russian Federation,1993,1843895.479,14451.17714,514489.7117,10797.22699,169.6911265,177322.7553
Russian Federation,1992,1942249.829,22287.47257,530133.9846,11102.03214,353.8891307,192593.7777
Russian Federation,1991,2358579.325,27059.93435,577017.1275,12421.07728,1092.468547,210544.7618
Russian Federation,1990,2505380.064,28409.78095,593398.2463,11680.24049,1202.494699,223271.6168
Slovakia,2012,35237.87777,452.0319402,4181.212912,21.713,21.40262947,2795.958943
Slovakia,2011,37233.46464,439.8665188,4124.944023,17.001,20.7439328,2861.871689
Slovakia,2010,37430.60761,420.1582234,4088.973342,21.1535,19.9023503,3401.664961
Slovakia,2009,36521.21101,380.0835382,4222.741813,17.76098688,19.38855687,3528.982172
Slovakia,2008,40366.47296,335.1662828,4402.530451,36.16174471,18.51131502,3842.200912
Slovakia,2007,39724.10195,284.4364133,4384.365532,24.88443619,17.43811618,3960.097493
Slovakia,2006,41523.00679,248.1449353,4464.835982,35.82238359,16.81203958,4028.978406
Slovakia,2005,41900.46005,205.9646774,4361.727407,20.251536,16.27185917,3759.066721
Slovakia,2004,42304.5936,181.3427595,4608.569462,19.90994777,15.52609007,3803.153089
Slovakia,2003,41961.68324,154.2190575,4741.223046,21.65071373,15.02651421,3776.728011
Slovakia,2002,41114.37597,130.1235586,4919.055884,13.74737444,14.41711839,3727.621226
Slovakia,2001,43306.07757,102.3011062,4290.0268,15.59334444,13.4778307,3751.484223
Slovakia,2000,41032.69436,77.00828444,4243.408683,11.64657444,13.11448455,3569.488105
Slovakia,1999,42882.22874,58.18072714,4545.031887,13.601692,12.68421772,3298.117202
Slovakia,1998,43652.23555,40.41945787,4339.316735,25.40424,12.23970679,3789.767084
Slovakia,1997,44190.2868,32.60426756,4088.996685,34.616627,11.33636444,4202.929828
Slovakia,1996,44953.61704,24.05968873,4347.622692,34.51172,10.75560044,4287.830721
Slovakia,1995,44574.60274,11.64687874,4375.562233,114.32494,9.90944994,4145.622472
Slovakia,1994,43578.43943,0.173096,4169.624988,132.06264,9.268645394,3912.156597
Slovakia,1993,46344.17447,,4166.526033,155.41518,0.065650903,3548.190589
Slovakia,1992,48902.82629,,4424.348701,248.42271,0.038551417,4204.735123
Slovakia,1991,53368.92174,,4669.520011,266.94369,0.0333883,5090.121743
Slovakia,1990,61805.49453,,4811.09493,271.37262,0.03107,6338.779108
Slovenia,2012,15674.75864,218.6342356,1868.293401,25.70446396,17.06176188,1106.529819
Slovenia,2011,16177.90608,216.934501,1915.793786,28.61082706,16.50517868,1106.807061
Slovenia,2010,16136.40625,214.9652533,1920.8543,13.68244181,16.54249733,1108.92808
Slovenia,2009,16061.09746,195.5515926,1953.645061,7.432548934,15.91886866,1139.504628
Slovenia,2008,18003.00882,188.0485033,2016.710489,20.91479058,16.67816604,1139.01175
Slovenia,2007,17034.29628,177.3516142,2141.962214,90.8697897,17.54341309,1209.771337
Slovenia,2006,16897.22465,154.3639588,2125.916024,124.7003785,18.26256238,1205.713538
Slovenia,2005,16693.70153,133.0186313,2144.270008,132.7313533,18.86467033,1191.127498
Slovenia,2004,16392.46191,111.2903053,2153.683459,120.008,18.31218,1184.365024
Slovenia,2003,16034.75409,92.69512773,2171.350375,118.99,17.91544,1236.439816
Slovenia,2002,16276.18978,65.50501352,2217.014948,116.444,17.33467,1284.893547
Slovenia,2001,16124.96056,51.52807337,2124.040652,105.612,16.1086,1397.491979
Slovenia,2000,15213.49437,40.87100654,2151.632988,105.612,15.73815,1426.010644
Slovenia,1999,15104.35752,29.46263436,2052.016338,105.352,16.10621,1386.550977
Slovenia,1998,15730.74268,30.74192135,2072.944039,102.032,13.38639,1395.274762
Slovenia,1997,15990.93456,35.16059256,2034.831516,104.87,13.89307,1405.905418
Slovenia,1996,15678.1433,30.0165918,2026.075126,101.745,13.49872,1374.898701
Slovenia,1995,15011.06705,31.7614765,2061.846035,106.484,12.71719,1324.715456
Slovenia,1994,14188.79651,,2064.770143,105.2982634,11.35967,1270.656457
Slovenia,1993,14054.39652,,2068.281364,105.8737954,11.04897,1210.784847
Slovenia,1992,13690.97488,,2124.796817,106.7497862,10.1336,1276.107642
Slovenia,1991,13780.28722,,2043.706336,302.58018,10.1097,1184.014382
Slovenia,1990,14791.97746,,2119.43879,257.44432,10.30329,1265.256818
Spain,2012,276636.6401,7574.169655,32318.0186,41.17049433,219.8110659,24018.78299
Spain,2011,280922.73,7790.094899,32305.90434,64.7789328,246.816761,24556.82408
Spain,2010,280377.6282,8203.190431,32337.27006,72.71438377,241.1484728,25949.05144
Spain,2009,293732.2852,7519.759252,33284.39873,84.16876988,241.8750442,24796.66439
Spain,2008,333181.7247,7327.345831,32486.0406,120.6630397,264.2514281,25064.12721
Spain,2007,363744.0119,6897.328729,33137.73116,125.7187152,262.5770984,27944.26971
Spain,2006,356712.1388,6558.713611,32769.62912,136.2173753,254.9313436,27357.14475
Spain,2005,365478.3747,5958.542781,32667.04564,145.0139144,224.7507301,26918.93058
Spain,2004,350071.2626,5438.432637,32756.20306,184.564564,219.3365136,28524.80614
Spain,2003,333168.0112,5839.491533,33041.73308,191.7031416,187.8948221,29991.32596
Spain,2002,328878.6555,4441.601466,32905.19552,200.2383739,193.9185642,28285.62282
Spain,2001,308786.4413,5724.530881,32626.38108,187.7694118,174.0950976,29464.1307
Spain,2000,308026.4214,8448.151668,31840.86698,371.4443814,198.349865,31118.94578
Spain,1999,294901.8265,7372.412573,31007.17779,675.3572503,172.4981129,29872.22214
Spain,1998,271515.0382,6020.816369,30883.06234,750.5722124,139.0911943,28713.4643
Spain,1997,263303.6962,6357.375566,30113.70103,809.4994554,129.8942484,27474.72175
Spain,1996,250543.2262,5442.583559,29482.1789,792.8434711,114.7795445,28466.30289
Spain,1995,262860.0326,4880.328265,28129.53943,832.3403675,108.3387,25297.61472
Spain,1994,249451.6672,3593.928116,27788.705,818.8768362,89.3382,25730.6484
Spain,1993,237253.308,2320.102977,27396.35056,830.7875335,80.2801,23237.32682
Spain,1992,245814.281,2802.921377,27204.22046,789.9144368,75.8825,25022.53497
Spain,1991,237179.9702,2218.426686,26688.38969,827.4250131,72.895,26177.68581
Spain,1990,227508.0282,2441.161761,26218.1293,882.9165518,66.92,26632.06908
Sweden,2012,45713.25184,774.5426272,4807.239425,68.91990872,55.08778147,6191.406682
Sweden,2011,48482.51608,820.0956641,4944.187198,183.4301264,60.2481569,6270.552173
Sweden,2010,52283.35983,848.4352061,5047.129051,158.3421093,72.39904312,6669.82279
Sweden,2009,46519.84195,869.9124526,5146.516598,35.3334346,80.91374327,6450.962646
Sweden,2008,49980.2927,868.3608778,5249.778938,225.05163,83.86874106,6611.950143
Sweden,2007,52027.15524,839.720608,5465.814095,247.6047874,151.4920288,6507.232137
Sweden,2006,53157.942,819.2806409,5696.274926,245.3208963,111.3075998,6754.092086
Sweden,2005,53191.74963,790.8803511,5779.831666,257.1491885,142.4848867,6756.424706
Sweden,2004,55773.17789,769.1656234,5914.422395,253.9947951,81.20824162,6912.293363
Sweden,2003,56612.14494,710.0616616,5885.451866,258.3026669,68.87710095,6940.828122
Sweden,2002,55997.3488,665.9321797,6045.085725,260.9096799,103.8533961,6999.97095
Sweden,2001,55066.40939,614.7065092,6234.091266,235.6051551,111.4878639,7087.162389
Sweden,2000,54133.61209,567.9256713,6269.676348,240.5165564,93.59478241,7263.615234
Sweden,1999,55291.12945,494.5636995,6452.800955,291.2865162,101.6506681,7424.582864
Sweden,1998,58251.81314,391.7897655,6620.524041,271.8603714,99.37857599,7775.437447
Sweden,1997,57631.36714,318.4998098,6790.264711,279.6944906,153.0980569,7777.877368
Sweden,1996,62730.3351,210.562454,6845.156219,302.9109936,108.4028342,7841.932093
Sweden,1995,58969.5922,132.0979163,6885.03712,343.429008,126.681384,7717.715778
Sweden,1994,59564.71401,76.9411634,6980.027527,311.7308977,100.2042173,7884.028544
Sweden,1993,57108.27332,33.85421661,7054.616137,290.970182,96.65757584,7875.894593
Sweden,1992,57214.76972,10.71955775,7060.319003,252.4202771,108.3996314,7785.303055
Sweden,1991,57440.25309,8.479556701,6981.964945,380.2457061,108.5101361,7978.639223
Sweden,1990,57142.52243,4.183951356,6985.435685,376.8188878,107.4867606,8114.072349
Switzerland,2012,43250.85632,1245.040428,3718.010804,33.07713867,223.9850142,3021.692793
Switzerland,2011,41847.64587,1195.497816,3752.575985,39.98359589,164.3666968,3028.029023
Switzerland,2010,45923.41564,1138.164519,3800.505164,37.14337803,154.7685432,3093.859084
Switzerland,2009,44279.91619,1083.1025,3813.48827,35.53806567,187.1223899,3018.639064
Switzerland,2008,45447.34249,1041.981221,3878.49327,39.3907861,244.7165353,3053.896745
Switzerland,2007,43930.58945,976.4271598,3826.387035,29.28737039,185.7479769,3014.503324
Switzerland,2006,45910.68617,936.2318855,3837.616686,32.84467879,200.871786,2986.63158
Switzerland,2005,46289.99156,905.2014752,3835.509209,33.38686612,212.9934688,2991.480183
Switzerland,2004,45649.91584,820.4993965,3840.773649,53.00406886,189.8402595,3007.034159
Switzerland,2003,45025.36643,709.8819144,3871.034502,57.23995525,174.0626556,3054.554058
Switzerland,2002,43844.11643,635.4428324,3962.260313,40.43707531,168.2702635,3113.799375
Switzerland,2001,44904.29277,596.9631851,4010.163997,45.20856317,157.0914368,3142.772381
Switzerland,2000,43952.15846,501.3886298,4017.474729,69.08323672,157.785969,3123.375171
Switzerland,1999,44893.71273,420.9829491,4088.966884,35.88325435,146.895293,3134.252145
Switzerland,1998,44811.87638,357.7779689,4171.289726,22.83268061,160.1832246,3170.50802
Switzerland,1997,43514.01573,301.3034448,4228.355297,20.04757463,130.6077243,3181.328563
Switzerland,1996,44340.4477,228.039723,4334.523911,17.19932619,94.41778301,3300.874949
Switzerland,1995,43683.45211,181.661131,4394.511019,14.68774004,97.73239952,3304.201003
Switzerland,1994,42981.09555,34.00863897,4413.10905,17.66391895,112.0434874,3315.959321
Switzerland,1993,43717.71478,14.67214376,4469.728954,29.68768099,126.3501189,3356.695972
Switzerland,1992,46258.49651,6.572374587,4565.36226,69.25538846,148.2141122,3444.42333
Switzerland,1991,46368.57942,0.248268231,4652.018915,84.69895025,145.9223905,3475.408017
Switzerland,1990,44639.31399,0.022528355,4638.163316,100.2134153,143.6161988,3478.256666
Turkey,2012,357498.1609,4681.3,61623.23022,312.7529519,971.1303038,14787.15023
Turkey,2011,345734.2582,5308.29,58049.10246,320.7581075,950.2253462,13728.31346
Turkey,2010,326848.5032,4009.304,57303.03718,308.0078916,875.7837292,14150.06064
Turkey,2009,299671.211,2839.2481,53754.8955,170.5631535,803.4713112,13909.95788
Turkey,2008,297849.9587,2669.4317,54026.28118,347.9752383,843.0968638,12997.67708
Turkey,2007,308648.5858,3174.295111,55591.17435,360.9392094,952.1092676,13651.29493
Turkey,2006,277260.9209,2729.7478,53526.35387,404.6197341,911.109347,16048.39384
Turkey,2005,259790.9996,2379,52553.43771,487.7580521,858.727,14670.41592
Turkey,2004,243594.4239,2228.733,49542.69309,523.3060199,704.572,16477.29216
Turkey,2003,232804.283,1806.714,51774.01502,518.5621577,479.434,16154.07696
Turkey,2002,218193.9031,1418.937,50645.85642,519.0763528,476.7572,15797.51217
Turkey,2001,209154.5121,871.481,53028.8097,515.8370413,308.4534,15195.80169
Turkey,2000,225608.5683,818.428,53683.12128,515.1230733,322.889,17142.7395
Turkey,1999,203847.007,,53552.28201,514.8487855,516.8136,17474.61894
Turkey,1998,204502.5476,,52322.61704,517.2903315,659.64,17191.24288
Turkey,1997,205366.3746,,51135.50933,516.816088,611.0991,15542.65896
Turkey,1996,192199.4671,,49850.0223,520.2616497,373.8438,16995.41065
Turkey,1995,174087.0913,,47393.296,516.4290669,,16823.46604
Turkey,1994,161013.8875,,44275.15853,604.2051895,,12636.79136
Turkey,1993,162756.6783,,43903.10989,685.1540883,,15735.27493
Turkey,1992,154174.5739,,41640.99165,681.0891564,,15232.6913
Turkey,1991,148545.6872,,38189.66178,744.3475662,,13174.29966
Turkey,1990,141560.0458,,34053.55544,603.4341983,,12217.1962
Ukraine,2012,302748.889,726.202165,66165.90931,,11.5198,31366.938
Ukraine,2011,305464.4911,717.4209835,70388.21712,,8.8191,31869.15299
Ukraine,2010,289664.4227,658.0464571,66483.42885,22.98158174,10.17901,28762.01074
Ukraine,2009,274587.6833,586.0316804,66734.11009,46.4930597,9.8101135,26846.6139
Ukraine,2008,324496.8969,571.5773791,72995.37226,150.1584473,9.787767,29376.54649
Ukraine,2007,340458.3477,498.6373101,76504.36227,133.3287689,5.449678,27069.55575
Ukraine,2006,337315.5584,355.978068,77245.55752,95.79554898,4.4811305,26422.13647
Ukraine,2005,320559.4334,253.7640215,80114.88827,122.660141,4.6756765,25764.78598
Ukraine,2004,319131.0059,167.7916809,84706.47292,80.4362518,3.225066,25992.22113
Ukraine,2003,317828.9585,94.57242848,92852.45375,66.48920345,2.085036,25694.14138
Ukraine,2002,302067.2906,57.4701058,89736.58857,85.01993527,1.1229415,27169.51018
Ukraine,2001,298844.6296,25.96145114,91118.95492,96.58915436,0.4872015,26528.81612
Ukraine,2000,293508.9464,14.1170925,92732.94849,99.74138662,0.4420305,26139.7734
Ukraine,1999,302418.8196,12.0739,101255.558,87.73964014,0.321933,27715.63015
Ukraine,1998,308369.3771,11.35095,101129.9916,103.9692968,0.20315,29404.6375
Ukraine,1997,309671.7405,5.82855,103656.2612,126.6768567,0.1337205,32593.74208
Ukraine,1996,324368.1338,,109531.0584,123.4450701,0.0734925,33580.72618
Ukraine,1995,360324.6982,,115222.2767,153.4499109,0.0706245,38724.74512
Ukraine,1994,402933.0234,,127189.2345,138.939149,0.0677565,41669.81381
Ukraine,1993,464778.7294,,138185.7766,123.7236933,0.0622595,46541.92345
Ukraine,1992,542167.7493,,147584.3928,122.6765949,0.0323845,50623.57402
Ukraine,1991,618164.9464,,156750.829,162.1878703,0.020315,54711.82142
Ukraine,1990,718894.3044,,162351.6669,203.2266673,0.008126,58725.6912
United Kingdom,2012,483423.635,13988.6716,52784.10753,207.9772243,542.1605219,35410.57744
United Kingdom,2011,464036.0707,13825.23926,54817.73087,325.3471711,559.3276425,35709.48144
United Kingdom,2010,504997.5217,13564.86893,56698.02314,220.6220671,647.7722006,37089.08373
United Kingdom,2009,487442.4424,13182.74377,59409.09277,145.031793,561.3112095,36189.29693
United Kingdom,2008,536733.7454,12777.2801,62805.29901,203.9253261,584.9028198,38353.27004
United Kingdom,2007,554251.6056,12213.45252,67006.24053,219.0983367,746.2210206,39361.92407
United Kingdom,2006,561128.4487,11933.04563,70002.26099,301.7357767,739.2755441,40085.69642
United Kingdom,2005,561101.5082,11253.58357,72400.5226,297.8694124,986.0001038,42225.34918
United Kingdom,2004,563962.1233,10433.06916,76167.66932,340.2543589,1045.785369,43135.44637
United Kingdom,2003,562296.7901,11236.79683,79837.35718,275.8908206,1260.580712,42532.677
United Kingdom,2002,551553.0934,10121.20462,83971.38812,318.6476015,1443.555607,43056.19386
United Kingdom,2001,567904.2987,9735.335192,85577.57845,384.6756869,1400.54581,44860.07696
United Kingdom,2000,556667.1608,8863.129884,89117.94592,460.5521811,1787.151242,47539.38928
United Kingdom,1999,548047.9725,9884.000116,93609.11592,366.3682694,1449.998393,48493.32926
United Kingdom,1998,555499.5327,16675.09625,97960.28038,387.2419519,1271.451588,59006.49136
United Kingdom,1997,550525.2063,18958.31486,100572.2359,397.5799182,1219.305838,59191.04381
United Kingdom,1996,575026.9517,16562.88991,102484.0052,479.6437854,1245.13066,58759.03092
United Kingdom,1995,553701.8592,15326.1575,103221.1157,461.8097172,1200.934108,58804.92173
United Kingdom,1994,562061.108,13935.56002,102058.6173,485.8972058,1157.290224,60347.75579
United Kingdom,1993,568100.2773,13018.53069,107841.8661,489.5971049,1114.153723,59873.30241
United Kingdom,1992,581828.0588,12345.48253,109315.8741,573.3640808,1071.483883,64492.52599
United Kingdom,1991,598323.3174,11860.4387,109691.8931,1170.865747,1029.244024,69320.43655
United Kingdom,1990,591499.3178,11384.05035,109058.778,1401.596677,987.4010398,69081.1598
United States of America,2012,5375002.913,,552010.2677,,,
United States of America,2011,5583379.329,,564340.4732,,,
United States of America,2010,5712756.635,,580803.3231,,,
United States of America,2009,5497803.177,,590755.5082,,,
United States of America,2008,5927315.45,,597260.1107,,,
United States of America,2007,6116441.395,,586479.1805,,,
United States of America,2006,6026493.941,,579083.8774,,,
United States of America,2005,6103293.899,,577647.0097,,,
United States of America,2004,6074040.787,,576395.9864,,,
United States of America,2003,5955611.361,,583379.4731,,,
United States of America,2002,5906906.916,,577688.7755,,,
United States of America,2001,5866460.17,,583122.1838,,,
United States of America,2000,5963063.288,,588610.6035,,,
United States of America,1999,5789224.942,,592468.7892,,,
United States of America,1998,5716139.989,,602900.9621,,,
United States of America,1997,5678074.726,,613953.8358,,,
United States of America,1996,5604991.49,,625423.2204,,,
United States of America,1995,5416607.62,,629952.8911,,,
United States of America,1994,5354403.58,,637199.5526,,,
United States of America,1993,5267710.945,,629469.5802,,,
United States of America,1992,5156781.296,,637785.8627,,,
United States of America,1991,5050477.632,,635457.4711,,,
United States of America,1990,5100605.925,,633201.8015,,,
