Country or Area,Year,co2_gigagrams,hfc_gigagrams,methane_gigagrams,pfc_gigagrams,sf6_gigagrams,n2o_gigagrams
Ireland,2011,37716.33767,992.276693,11692.04708,13.1984,47.6649375,7288.432991
Ireland,2010,41292.13166,973.3669497,11720.6237,37.0224,34.7353314,7837.023678
Ireland,2009,41749.64514,957.1247346,11947.66274,65.57002,41.16915783,7551.086291
Ireland,2008,47005.71849,973.0586231,12237.96614,106.19716,57.49637767,7640.051705
Ireland,2007,47213.61858,850.8921864,12364.10943,130.579,66.17955188,7745.361634
Ireland,2006,47227.18624,844.6346194,12890.69594,148.32,63.39699911,7991.515828
Ireland,2005,47626.85446,813.4637397,12821.09633,168.3399,101.9803919,8123.928216
Ireland,2004,45805.48441,635.4394577,13152.64977,182.4274,68.83022224,8339.635381
Ireland,2003,45151.22968,514.9922413,13937.32665,228.7945,115.4343128,8519.35454
Ireland,2002,45676.12244,381.9748456,13395.08469,212.4033,67.73545359,8604.383017
Ireland,2001,47098.32731,313.6503177,13457.48004,295.9841,67.84049011,8974.219856
Ireland,2000,44689.18208,270.8211902,13411.77124,305.4059,54.34971953,9484.81335
Ireland,1999,41907.02937,215.6003195,13953.97391,195.93295,67.38091102,9941.973198
Ireland,1998,40270.72853,206.9876179,14417.34547,61.87,93.09016849,10267.44981
Ireland,1997,38255.67929,161.8278906,14191.26988,130.8232,132.2020313,9638.569717
Ireland,1996,36839.94883,94.57064963,14176.00117,103.085,102.1653158,9685.455923
Ireland,1995,35232.5419,37.12570053,13919.99062,75.382,82.93121524,9555.237364
Ireland,1994,34422.3206,13.26133654,13902.26034,45.26644,64.93972785,9304.332469
Ireland,1993,33206.81092,3.999200657,13974.79452,30.20866,55.4564517,9051.438813
Ireland,1992,33074.16024,1.459020763,13963.26443,15.15088,45.97298489,8906.300573
Ireland,1991,33206.32153,0.60372,13846.82598,7.62199,40.74352547,8915.3675
Ireland,1990,32423.98902,0.468,13674.086,0.0931,35.51387152,9112.118365
Italy,2012,386666.7273,9246.260023,34746.84332,1314.038412,355.7153849,27753.86744
Italy,2011,413379.399,8804.23097,35722.24469,1454.540813,351.3813276,26889.33706
Italy,2010,424993.1948,8298.753668,37233.39366,1330.834081,373.2729488,27129.15492
Italy,2009,414809.7727,7768.66635,37947.30381,1062.810972,398.0177587,28126.24132
Italy,2008,463695.6045,7161.582891,38141.40518,1500.588597,435.5346761,29685.77947
Italy,2007,475436.3632,6545.6189,39269.53056,1652.09526,427.5516855,31746.73952
Italy,2006,483533.584,5833.947036,39543.54722,1713.614163,405.8741892,32342.85003
Italy,2005,488078.0427,5147.948788,41101.77114,1714.999893,465.3858352,37753.61522
Italy,2004,489367.0111,4408.803204,41390.01851,1733.213678,502.1360796,39441.89865
Italy,2003,486559.6753,3697.315823,42792.78656,1676.711095,467.557377,38410.44664
Italy,2002,470530.8572,3005.852434,43766.75476,1333.923917,739.7218198,38924.57999
Italy,2001,468283.9699,2382.573947,44702.08536,1342.038729,795.3381626,39637.85856
Italy,2000,462277.6909,1837.713168,45850.09396,1217.434704,493.4326124,39560.69403
Italy,1999,458824.817,1715.256506,45688.01002,1110.76544,404.5064006,40575.55452
Italy,1998,453524.0831,1299.053234,45465.01334,1103.895055,604.8073141,39860.82638
Italy,1997,442371.7014,840.5624123,45540.17601,1066.246208,728.6354856,39916.44157
Italy,1996,438303.3628,489.3220051,45004.84921,1038.261586,682.5557426,38519.43848
Italy,1995,444943.6781,679.8114756,44342.34876,1266.379484,601.4546986,38498.9026
Italy,1994,419903.9779,481.8964798,43851.5674,1233.11417,415.6618908,37665.42039
Italy,1993,427170.1771,355.4171307,43464.1814,1444.453696,370.3969177,38462.02104
Italy,1992,433867.5701,358.7800711,43669.52487,1567.239116,358.2648173,37961.34933
Italy,1991,434156.4146,355.4339556,45078.35297,2149.92741,356.3882136,38509.49686
Italy,1990,434656.3016,351,43766.38321,2486.74041,332.9232919,37461.54889
Japan,2012,1275610.697,22925.68468,20006.76838,2758.268018,1585.088595,20231.21426
Japan,2011,1240631.907,20451.53438,20286.65341,3016.350972,1637.851537,20493.62805
Japan,2010,1191067.253,18291.38395,20694.85349,3408.706359,1862.424622,20770.06929
Japan,2009,1141462.927,16546.60108,21100.32242,3265.253025,1851.272998,21446.26334
Japan,2008,1213831.687,15298.882,21674.17771,4615.065963,3761.215952,21722.28969
Japan,2007,1296154.649,13279.24488,22165.86624,6400.590613,4407.451682,21849.88714
Japan,2006,1262970.732,11742.21704,22573.71708,7311.265827,4910.855228,23023.84282
Japan,2005,1282128.445,10518.21703,22917.34115,6990.729204,4807.942865,22958.68719
Japan,2004,1277883.644,10552.4865,23263.26723,7478.42557,5095.885454,23366.26545
Japan,2003,1278505.002,13761.6823,23687.08837,7178.70282,5253.913203,23277.35065
Japan,2002,1273396.599,13693.02613,24178.0722,7433.601351,5579.50194,23543.00825
Japan,2001,1236320.518,16168.05578,25096.54466,7953.563367,5962.417551,24172.22956
Japan,2000,1251460.72,18800.43338,25998.72914,9583.347253,7188.494628,27490.82733
Japan,1999,1230797.265,19934.45536,26562.39658,10428.81711,9309.932442,24863.13013
Japan,1998,1195870.149,19415.96117,27177.82577,13401.73084,13624.10892,31257.26664
Japan,1997,1231477.53,19905.11197,27974.45936,16187.60865,14998.11515,32765.36281
Japan,1996,1236581.836,19906.1954,28811.01463,14772.08981,17535.34959,32062.30174
Japan,1995,1223687.326,20260.16585,29693.34347,14271.14125,16961.45242,31014.84253
Japan,1994,1210660.444,16849.22948,30452.68713,10891.01658,15425.30763,30558.83703
Japan,1993,1150877.148,14428.85544,31093.2859,8862.409248,16194.22306,29312.59337
Japan,1992,1158544.413,14058.48448,31676.73471,6163.469093,16188.5928,29480.05698
Japan,1991,1150071.465,13715.5724,32020.01301,6066.170371,14677.85945,29272.2081
Japan,1990,1141137.735,12595.24819,32414.87325,5276.710758,13167.84871,29727.70119
Latvia,2012,7433.175153,83.64979965,1631.100966,,13.68796498,1816.309038
Latvia,2011,7750.725456,75.0113593,1566.624868,,12.45429,1734.936658
Latvia,2010,8500.377028,72.1819035,1654.841476,,13.12858548,1747.770777
Latvia,2009,7418.269198,74.3677373,1659.272277,,13.52927376,1684.107221
Latvia,2008,8106.229067,72.84500924,1658.17341,,10.0764312,1648.773508
Latvia,2007,8542.685065,98.55756795,1662.471952,,8.59631376,1666.618667
Latvia,2006,8226.346867,62.56671521,1617.463894,,7.12390168,1608.842417
Latvia,2005,7744.850367,28.3620428,1659.615535,,7.53018256,1615.973727
Latvia,2004,7655.415968,18.06206612,1622.890929,,5.369613,1550.318765
Latvia,2003,7622.69955,15.70224279,1637.194331,,4.41345048,1576.059216
Latvia,2002,7411.330414,9.853635038,1688.680038,,3.38191692,1491.303856
Latvia,2001,7394.849995,7.576425755,1696.674164,,1.97680724,1524.699027
Latvia,2000,6968.127409,5.112179144,1609.020664,,1.275065,1410.039099
Latvia,1999,7611.219655,3.270709451,1629.966632,,0.97724232,1390.250096
Latvia,1998,8210.88742,2.855968298,1750.60378,,0.70969616,1472.029386
Latvia,1997,8595.211823,1.924210798,1833.588691,,0.508114,1529.764627
Latvia,1996,9123.751269,0.833069855,1863.408518,,0.28733536,1529.006393
Latvia,1995,9035.358298,0.637962387,1919.082371,,0.25117944,1547.249289
Latvia,1994,10227.58181,,1939.466331,,,1726.431716
Latvia,1993,11737.20514,,2113.128228,,,1967.671716
Latvia,1992,14003.21638,,2806.402968,,,2759.183608
Latvia,1991,17478.41101,,3266.121408,,,3554.1415
Latvia,1990,19052.31068,,3344.394715,,,3816.203518
Liechtenstein,2012,188.5601576,8.328212366,15.754368,0.048000554,0.000478,12.70760619
Liechtenstein,2011,179.9947156,7.976138543,15.42637723,0.055306179,0.014101,12.74014393
Liechtenstein,2010,194.1218745,7.872622272,15.05842318,0.061721182,0.024617,12.56530607
Liechtenstein,2009,209.0134336,7.43144639,15.47464279,0.063512382,0.142444,12.61284809
Liechtenstein,2008,223.3452367,7.191166332,15.74308394,0.065803574,0.36328,12.79183634
Liechtenstein,2007,204.5877097,6.583754884,15.47672557,0.060758319,0.1195,12.75970167
Liechtenstein,2006,234.9809361,6.233869409,15.12558788,0.050829332,0.059033,12.60138836
Liechtenstein,2005,233.4598188,5.915665316,14.57101986,0.037154385,0.267441,12.45101047
Liechtenstein,2004,233.9581903,5.26968469,14.04033217,0.027159961,0.275567,12.3173461
Liechtenstein,2003,234.124317,4.528076915,13.96103687,0.013536673,0.260032,12.53800483
Liechtenstein,2002,225.0376616,4.011697628,13.81066103,0.010651296,0.255252,12.53730999
Liechtenstein,2001,220.2277854,3.75396676,13.55114956,0.008131562,0.173275,12.57736649
Liechtenstein,2000,222.6692504,2.947920601,12.94954395,0.004239434,0.091537,12.30713728
Liechtenstein,1999,229.3690313,2.389318474,13.01336173,0.001733006,0.00478,12.51404081
Liechtenstein,1998,230.5823529,1.922781177,13.44969231,0.000224231,0.000239,12.67630354
Liechtenstein,1997,219.7107108,1.567651595,13.51120066,0.000106545,0.000239,12.80268441
Liechtenstein,1996,207.2947121,1.131800381,13.7507382,5.61E-05,0.000239,12.92582524
Liechtenstein,1995,205.6451985,0.842760389,13.33449168,2.52E-05,,12.8819114
Liechtenstein,1994,202.6225373,0.180951735,13.44037499,9.50E-06,,12.89324995
Liechtenstein,1993,216.6144878,0.074257177,13.31298479,2.87E-06,,12.93614398
Liechtenstein,1992,208.5626825,0.028967776,13.94195851,5.33E-07,,13.28536843
Liechtenstein,1991,208.0252645,0.00131263,14.21887624,1.61E-08,,13.36165533
Liechtenstein,1990,200.8129063,9.49E-05,14.33407271,,,12.98616735
Lithuania,2012,14182.00379,240.6626984,3051.316335,,4.1850573,4144.117532
Lithuania,2011,14029.17931,219.5103981,3071.443793,,8.1173243,4351.72552
Lithuania,2010,13691.8559,192.4833834,3207.960796,,5.8530383,4020.430921
Lithuania,2009,12893.28118,167.755595,3259.24737,,2.7682653,4108.578149
Lithuania,2008,15079.12255,152.8090616,3359.559282,,3.2123273,6337.553825
Lithuania,2007,15721.29206,122.8169369,3390.066695,,0.8775363,6884.023301
Lithuania,2006,14358.67913,92.66110886,3415.352771,,1.1798713,5839.875285
Lithuania,2005,13984.61447,68.49033719,3383.188862,,1.3502783,5880.850891
Lithuania,2004,13225.73013,50.25305114,3371.242977,,0.7785903,5583.128444
Lithuania,2003,12650.60218,33.94319177,3419.341042,,2.0345353,5341.791157
Lithuania,2002,12653.58699,24.27617097,3362.699061,,0.3507803,5190.952947
Lithuania,2001,12555.58758,18.16553662,3289.879858,,0.2575703,4852.261252
Lithuania,2000,11833.53129,13.66186453,3164.395803,,0.3280753,4620.472754
Lithuania,1999,13450.41695,10.65596132,3360.673478,,0.1356803,4433.850458
Lithuania,1998,15928.1236,8.170701826,3506.300214,,0.10038,4370.501713
Lithuania,1997,15117.53372,5.436139543,3729.684011,,0.08126,4202.310912
Lithuania,1996,15712.66219,3.679793549,3620.495796,,0.0478,4021.726007
Lithuania,1995,15062.26267,2.756973298,3625.71624,,0.0478,3381.478302
Lithuania,1994,15750.47451,0.26853786,3718.694857,,,3392.310574
Lithuania,1993,16356.91151,0.1015926,4011.623666,,,3932.672662
Lithuania,1992,21212.57049,,4456.346006,,,4537.531188
Lithuania,1991,37890.55656,,5530.05437,,,6684.432194
Lithuania,1990,35784.99067,,5749.548622,,,7186.23129
Luxembourg,2012,10870.10845,67.26222241,422.671343,0.164147156,8.142752206,470.8922229
Luxembourg,2011,11138.34086,67.01348829,429.7610745,0.179785379,7.75360717,481.8793212
Luxembourg,2010,11255.13854,66.47059001,446.6878425,0.197542698,7.390401343,473.6747166
Luxembourg,2009,10703.31517,65.46613159,440.0337089,0.218099577,6.999323684,467.8141191
Luxembourg,2008,11207.20247,63.45960956,442.5686657,0.242314596,6.571113256,468.3580053
Luxembourg,2007,11381.62499,61.1076451,442.8242654,0.207784389,6.154832237,468.800402
Luxembourg,2006,11968.34969,56.91362136,442.0381848,0.167799366,5.706559731,473.1601696
Luxembourg,2005,12106.6676,53.00942147,449.0469343,0.149706278,5.043204603,481.2811237
Luxembourg,2004,11853.43541,49.18112657,452.745836,0.107039575,4.595840561,502.0911115
Luxembourg,2003,10416.19221,46.76189067,457.775515,0.024960075,4.08697372,456.9164972
Luxembourg,2002,10057.10073,41.85961459,467.4106241,0.0077,3.369283763,466.7583075
Luxembourg,2001,9295.785759,34.14590352,466.7372391,0.0077,2.819159461,458.7558212
Luxembourg,2000,8779.826041,28.62253951,470.0227263,0.0077,2.151374884,481.3664965
Luxembourg,1999,8077.077146,23.96463762,475.1761403,,2.047084223,484.1034734
Luxembourg,1998,7672.56918,19.9865123,467.2420679,,1.965003146,482.6865051
Luxembourg,1997,8561.097588,17.17217762,468.3325537,,1.874470425,485.9743844
Luxembourg,1996,9258.849013,15.90875177,473.2453233,,1.714348184,488.8757581
Luxembourg,1995,9210.076573,15.58785204,469.5915961,,1.554473338,480.6808417
Luxembourg,1994,11550.1894,13.6812159,460.9936474,,1.462067975,478.7732181
Luxembourg,1993,12363.89717,12.92713769,466.722796,,1.374957529,488.9599699
Luxembourg,1992,12242.18544,12.21404301,462.6817466,,1.290148514,503.3547062
Luxembourg,1991,12471.95998,12.00898926,471.9481337,,1.207664175,489.6439907
Luxembourg,1990,11950.2917,12.00898926,461.5130088,,1.127527994,476.1091512
Malta,2012,2806.661599,171.1090632,104.2530386,3.90E-05,0.47328931,57.65654597
Malta,2011,2667.875589,131.5119022,165.9910747,3.99E-05,4.806363588,56.81753305
Malta,2010,2640.361516,121.1184904,173.9937413,3.99E-05,1.776560588,57.21740612
Malta,2009,2642.611655,120.0074179,166.6380841,3.99E-05,1.569108588,62.33097031
Malta,2008,2715.623067,116.5491219,157.7809907,3.99E-05,1.833442588,64.89180333
Malta,2007,2756.889766,105.993372,158.935951,3.99E-05,1.659152675,67.93385354
Malta,2006,2671.006306,87.33315294,149.24922,3.90E-05,1.650629457,69.21334942
Malta,2005,2704.026779,64.3191175,139.9808394,3.90E-05,1.640048927,67.46080544
Malta,2004,2618.591187,60.21874709,132.1643201,3.90E-05,1.618287594,65.60485989
Malta,2003,2663.683443,39.9127358,126.8292336,3.90E-05,2.161020362,63.64747275
Malta,2002,2484.79722,28.61867998,126.9370466,3.90E-05,1.56776058,66.63373961
Malta,2001,2464.840824,15.33155548,125.4988814,3.90E-05,1.561534224,67.31129988
Malta,2000,2345.189107,8.287350095,125.4691343,3.90E-05,1.5400204,70.5239998
Malta,1999,2348.083131,73.87016,110.7086801,,1.5359574,77.95556333
Malta,1998,2258.630322,73.87016,106.0578169,,1.5359574,80.6166053
Malta,1997,2255.267834,73.87016,122.5507112,,1.5170764,88.79828494
Malta,1996,2265.199071,,114.238175,,1.5170764,83.6489085
Malta,1995,2213.027224,,114.3468205,,1.5056044,89.42487263
Malta,1994,2254.110985,,106.6862976,,1.5004659,71.18877534
Malta,1993,2142.667073,,97.77327441,,1.4958054,65.97727618
Malta,1992,2146.70822,,88.08543734,,1.4958054,61.04820675
Malta,1991,2042.255715,,79.49022759,,0.0111374,56.04724927
Malta,1990,1866.75763,,73.25859358,,0.0111374,51.80895229
Monaco,2012,83.21670036,6.392104587,0.767155975,,0.1635955,2.930434608
Monaco,2011,79.19871116,6.987986767,0.736065954,,0.1628546,2.73070308
Monaco,2010,82.43100543,6.260915603,0.739619588,,0.160847,2.754108766
Monaco,2009,85.40192068,6.138366951,0.760479775,0.01575,0.16281158,2.937647826
Monaco,2008,90.07004277,6.103146927,0.804143981,0.015876,0.16224754,3.050190491
Monaco,2007,92.13441528,6.189137857,0.855563093,0.06405,0.1627112,3.163002901
Monaco,2006,89.33571992,4.482454212,0.775240101,0.071358,0.16243635,2.888025956
Monaco,2005,98.71385803,5.241780446,0.878078918,0.063336,0.1580507,3.169086457
Monaco,2004,100.0433206,4.923032762,0.869789789,0.03843,0.1216988,3.260657388
Monaco,2003,106.5269476,4.173413916,0.919038195,0.031668,0.200521,3.342936508
Monaco,2002,111.8207546,3.714375711,0.994750447,0.05733,0.1930642,3.483793777
Monaco,2001,113.880505,2.776819228,1.043292946,0.07098,0.1912478,3.533325788
Monaco,2000,112.8133541,4.724886019,1.064990121,,0.1908654,3.436410287
Monaco,1999,114.8149983,1.993726208,1.091209706,,0.1905786,3.368076061
Monaco,1998,114.0771742,1.79387204,1.094647946,,0.1902918,3.241965393
Monaco,1997,116.2889441,1.148563249,1.134791019,,0.189527,3.210574613
Monaco,1996,116.1089851,1.193865727,1.102817999,,0.1892402,2.998014025
Monaco,1995,111.85176,0.532795298,1.077748336,,0.18826508,2.771943732
Monaco,1994,114.7761568,0.390499804,1.225684695,,0.18687888,2.656571609
Monaco,1993,112.8725187,0.344342596,1.421480333,,0.18644868,2.424300879
Monaco,1992,112.9349452,0.340374902,1.638561978,,0.18558828,2.156805851
Monaco,1991,106.3738999,0.297383365,1.739722284,,0.1770273,2.039019551
Monaco,1990,105.474357,0.289646699,1.842539645,,0.17550726,1.775676025
Netherlands,2012,165261.7199,2054.521625,14944.64795,150.95226,196.0517,9060.80485
Netherlands,2011,168058.3377,2132.155499,15262.33223,182.8539,146.6265,9281.207531
Netherlands,2010,181350.8401,2256.808521,15940.14989,208.8558,184.1017,9345.673907
Netherlands,2009,169902.7792,2070.062845,16022.78013,167.9741,170.3831,9453.121041
Netherlands,2008,175171.7447,1928.99628,16075.71168,251.0705,183.791,9702.211391
Netherlands,2007,172406.6581,1862.019449,15840.9176,318.5181,187.8779,13583.50261
Netherlands,2006,172303.5563,1743.301841,15731.27054,253.7604,199.0153,15328.01682
Netherlands,2005,175911.9371,1511.171665,16059.89802,265.3358,240.0038,15459.89579
Netherlands,2004,180985.4275,1641.079412,16606.42783,284.7274,253.4595,15742.96504
Netherlands,2003,179582.9128,1489.42478,17096.56937,619.5,225.1141,15290.14371
Netherlands,2002,175991.0264,1655.34464,17960.26666,2185.5515,248.8468,15503.34569
Netherlands,2001,175691.9642,1561.80039,19095.89006,1488.6119,307.9515,16348.20981
Netherlands,2000,169920.8451,3890.77046,19923.62505,1580.601535,295.3323,17411.94136
Netherlands,1999,167802.8014,4892.69445,20770.24427,1470.52902,295.3323,18084.8444
Netherlands,1998,173381.1414,9331.4851,21841.3118,1829.236775,304.6294,18806.24738
Netherlands,1997,171546.1861,8291.39475,22569.42311,2343.91385,324.6576,19530.03482
Netherlands,1996,177695.8591,7675.8816,23677.38071,2155.330752,295.0694,19827.63308
Netherlands,1995,170737.942,6018.69091,24288.65764,1937.817057,286.7761,19891.43942
Netherlands,1994,166672.9717,6479.47162,24572.96848,1989.6678,191.2,20027.40513
Netherlands,1993,166712.4654,4998.0444,25331.87357,2068.4683,149.9008,20719.13683
Netherlands,1992,162316.0893,4447.32854,25690.94454,2042.8526,143.0893,20458.6605
Netherlands,1991,164238.9552,3451.5585,26053.26503,2244.8752,133.9117,20262.59391
Netherlands,1990,159235.8868,4432.0302,25706.79176,2264.4754,218.2787,19992.12527
New Zealand,2012,34258.19742,1804.6858,29038.45267,40.751131,20.1955,10885.69888
New Zealand,2011,33258.5173,1817.357764,28625.56869,30.18089015,17.61978266,10644.20152
New Zealand,2010,33450.61257,1077.693587,28516.47265,40.80906,20.46231482,10385.27777
New Zealand,2009,33513.18309,872.4081019,28558.47654,46.14,19.78597685,10091.16962
New Zealand,2008,36473.35193,807.2593278,28159.75695,38.844,15.12631478,10269.36426
New Zealand,2007,35647.56746,927.6576899,29068.99146,41.472,14.69750576,10521.12794
New Zealand,2006,36343.17166,666.4071382,30137.24363,90.987,15.47111769,10932.51698
New Zealand,2005,36401.29091,712.1606683,30041.86083,59.57,19.0283588,11052.7126
New Zealand,2004,34928.11155,452.0663931,29767.79352,84.533,22.31117676,10951.79711
New Zealand,2003,35354.17949,664.654223,29790.18497,107.834,17.59999203,10873.19417
New Zealand,2002,33591.6702,504.6353869,29606.54943,71.909,14.92299127,10541.3057
New Zealand,2001,33408.14166,336.0373968,29638.57337,60.637,10.91310185,10164.75473
New Zealand,2000,31310.94935,252.9937118,29479.36185,58.059,10.56838737,9786.962682
New Zealand,1999,30545.10326,264.4551925,28673.33334,58.958,16.0608,9421.399851
New Zealand,1998,29032.61999,257.5167744,28304.67704,125.335,16.8973,9276.720339
New Zealand,1997,30522.38449,61.96336526,28963.70095,172.52,18.17298825,9399.310205
New Zealand,1996,28582.23283,198.0061864,28355.69738,236.774,17.65414686,9228.491283
New Zealand,1995,27306.60571,122.8081209,27761.09147,131.158,17.87701436,9125.297018
New Zealand,1994,27176.90922,57.57412023,27471.62198,159.868,17.29134486,8851.382573
New Zealand,1993,27046.90118,2.5968605,26893.04022,180.454,16.92999549,8504.49917
New Zealand,1992,27478.97433,1.29861316,26794.08755,396.61,16.48856249,8299.37779
New Zealand,1991,25564.72792,,27052.3893,625.05,15.77318769,8357.191098
New Zealand,1990,24915.8943,,26834.68185,629.87,15.20406894,8245.787636
Norway,2012,44101.23345,972.3358746,4226.900965,172.389,60.32687671,3200.056438
Norway,2011,44571.68677,950.2116035,4283.039986,225.7263,60.71556992,3202.645989
Norway,2010,45537.27213,914.444028,4420.453436,205.0757,75.38242754,3194.327196
Norway,2009,42898.8465,736.4693771,4401.502816,376.7168,61.45526141,3333.954821
Norway,2008,44476.12888,691.9540567,4481.239812,772.7470397,65.39537416,3937.04375
Norway,2007,45463.8514,612.1092894,4619.812074,820.9384677,76.23712039,4413.343589
Norway,2006,43627.16423,579.4562133,4537.274762,742.5052122,212.0875731,4589.510402
Norway,2005,43233.30468,524.0524547,4643.693801,828.7107848,312.0320601,4927.221375
Norway,2004,44066.94224,507.5626273,4859.418906,880.0624818,276.0488304,4848.445586
Norway,2003,43654.91277,475.1450054,4913.706434,909.2476105,227.8551704,4705.486994
Norway,2002,42289.20222,491.7878431,4831.858263,1437.763243,238.303949,4851.108002
Norway,2001,43143.27947,403.0673557,4968.501884,1328.812237,791.2042583,4641.195233
Norway,2000,41800.2795,327.3207013,4951.850887,1318.112414,934.4209175,4726.501766
Norway,1999,42120.88157,270.7809426,4911.031869,1388.695003,873.9578969,4964.013957
Norway,1998,41375.73302,209.7819692,4985.973163,1485.797593,726.7389221,4718.001151
Norway,1997,41146.45571,164.8091333,5138.882636,1633.246478,579.8619136,4666.550622
Norway,1996,41044.85053,112.2235703,5139.15054,1829.455614,574.099068,4677.969195
Norway,1995,37788.89961,80.33835239,5112.678195,2007.957379,607.7908673,4644.221869
Norway,1994,37726.31551,44.19964761,5174.314834,2032.473362,877.980102,4592.126728
Norway,1993,35809.76289,28.45412311,5101.80457,2297.722937,737.7148179,4516.434565
Norway,1992,34178.6461,18.12358846,5049.534372,2286.91933,705.0325401,4335.131844
Norway,1991,33376.6179,9.012675929,4969.477264,2992.915357,2079.151103,4893.678324
Norway,1990,34836.22095,0.049562536,4959.501237,3370.400605,2199.78203,5043.395652
Poland,2012,320861.6671,7700.220238,41032.631,41.80565975,42.06109673,29589.58457
Poland,2011,327722.7581,7394.471608,40502.61812,49.88225794,40.9032736,30030.80702
Poland,2010,329622.4898,6755.802218,41287.29631,56.12688722,37.07495007,29715.86101
Poland,2009,310278.9749,6468.372106,40714.64216,59.23694686,39.4171281,30139.76919
Poland,2008,324146.0295,6019.533624,41832.91956,139.8476791,34.45636315,33908.27462
Poland,2007,331556.5635,6522.367469,42657.0091,158.4062681,32.66202463,34522.42974
Poland,2006,331306.0251,5741.015769,43275.92454,166.0767626,34.80393868,33624.55139
Poland,2005,318387.0332,5100.460387,42845.428,160.6481799,28.09421762,32305.37227
Poland,2004,319291.9426,4256.054132,42441.34736,175.86283,23.43535439,31855.3358
Poland,2003,315455.194,3375.579832,42694.80573,172.3085435,21.71545126,31687.44179
Poland,2002,303506.4052,2734.234528,42305.09536,177.6143752,24.4087001,31605.74629
Poland,2001,314937.7049,2084.353028,43249.96149,168.7376981,23.96050118,32421.49845
Poland,2000,318749.1321,1352.230066,43489.56494,151.8804522,24.17955758,32336.65853
Poland,1999,328870.8798,848.8761729,43859.16251,145.2663943,24.63638073,32747.67591
Poland,1998,338295.7952,591.1796842,44002.42666,150.871309,25.09320388,33811.88824
Poland,1997,365459.5374,467.5115636,45938.53513,149.5584156,24.01564703,33769.07592
Poland,1996,374430.7686,307.8329175,45650.92231,139.4540596,24.94569018,33552.48708
Poland,1995,360975.6255,197.0297068,45753.23001,148.9553712,30.52681818,33997.35551
Poland,1994,359432.5524,10.4,45801.99894,132.3326061,13.90545455,33022.98524
Poland,1993,363798.1534,,45549.7964,125.4712718,,32599.15752
Poland,1992,363232.7793,,45906.91004,116.6132812,,32753.79215
Poland,1991,372751.8359,,48176.24113,122.4001097,,35153.29397
Poland,1990,374812.0353,,49651.04345,122.8839046,,41785.99667
Portugal,2012,50310.48904,1667.323895,12249.67692,,45.23164214,4479.172182
Portugal,2011,51154.63455,1492.897565,12112.85965,,43.64096168,4512.516634
Portugal,2010,52491.89325,1367.80628,11922.77802,0.000852791,43.56664409,4808.146465
Portugal,2009,57018.9801,1236.720633,11808.02894,0.010183462,40.89334668,4749.337689
Portugal,2008,59792.82434,1115.199875,12022.97743,0.146507225,35.63120159,5065.07602
Portugal,2007,61898.84436,968.2926894,12083.09939,0.092878039,36.97338316,5282.086864
Portugal,2006,64623.05571,836.4461504,12139.82854,0.106326765,26.24378136,5021.456023
Portugal,2005,69233.59209,736.0530295,12458.11163,0.161872732,25.69899515,5232.37061
Portugal,2004,66716.39,648.5767806,12443.0358,0.15116858,25.69322218,5464.840481
Portugal,2003,64071.25869,542.0076241,12444.4432,0.154724719,16.3282424,5253.592988
Portugal,2002,69236.48907,416.346667,12530.08863,0.168116381,10.00084755,5844.525651
Portugal,2001,65449.19645,317.9149343,12303.68367,0.206261723,11.24486725,5790.202335
Portugal,2000,65745.79992,242.5804811,12069.28998,0.09883848,9.703282818,6032.938791
Portugal,1999,66877.1097,157.4515329,12203.05117,0.190661333,10.04069582,5975.675911
Portugal,1998,59131.16293,85.81673668,11994.5354,0.103029095,9.186098806,5886.348672
Portugal,1997,54579.24119,60.63339898,11561.8088,0.022479572,8.642934218,5948.971051
Portugal,1996,51719.90128,41.96926355,11356.72073,,7.046336656,5970.585744
Portugal,1995,54345.88963,26.53765835,11356.01056,,6.827521767,5663.612974
Portugal,1994,50320.0695,,11041.93657,,,5527.541981
Portugal,1993,49660.14653,,10667.58383,,,5493.329471
Portugal,1992,50960.54981,,10622.23746,,,5522.442173
Portugal,1991,46688.37012,,10451.07762,,,5543.768169
Portugal,1990,45012.57868,,10202.76954,,,5551.461824
Romania,2012,83860.59338,1033.333671,22237.2377,6.38,40.78847127,11585.81644
Romania,2011,85604.52738,945.5920627,22231.37073,10.924,38.43302671,12682.66366
Romania,2010,79879.80626,855.4999913,22590.40593,7.841596,47.52592158,12417.88853
Romania,2009,82810.67045,803.874758,24070.59548,7.004144,36.90815272,12188.04246
Romania,2008,99417.73922,826.2645783,25113.22278,15.34322838,26.68447244,14412.5134
Romania,2007,103234.9785,579.4069522,24983.62799,24.19899328,23.43011891,13957.87288
Romania,2006,103978.9415,423.3311015,26036.05671,55.00605473,19.09532947,14264.1284
Romania,2005,99286.38485,323.1781697,26367.73082,81.81424006,12.67434387,15242.03979
Romania,2004,99910.29303,258.0443753,26428.81983,132.1157827,11.08921929,14480.30005
Romania,2003,102229.4008,200.9015488,27330.28095,261.5008317,8.350996531,14188.87226
Romania,2002,98331.40616,148.2796588,27231.49003,717.8621093,9.44130772,13259.1471
Romania,2001,97850.78138,100.2590233,26436.53668,1044.195319,10.98857563,13579.18793
Romania,2000,92856.94722,63.52426789,26414.60427,1292.099174,6.629356439,13439.88203
Romania,1999,88268.83748,36.16536242,25873.19136,1603.345229,1.348129303,13925.01709
