Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
australia,05/21/1978,57.5,48.7,52.7,,,0,,17,,28,65,78.83,Partially cloudy
australia,05/22/1978,59.2,41.1,50.5,,,0,,7.8,,34.2,68.7,82.5,Partially cloudy
australia,05/23/1978,59.4,39.8,49,,,0,,7.8,,18.9,62.4,85.34,Partially cloudy
australia,05/24/1978,57.3,44.7,49,40.3,,0,,13,,30,29.7,74.25,Partially cloudy
australia,05/25/1978,51.9,38.2,44.9,34.8,,0,,13.6,,31.1,58.7,78.9,Partially cloudy
australia,05/26/1978,59.1,45.4,50.6,41.2,,0,,14.1,,23,40.2,83.91,Partially cloudy
australia,05/27/1978,59.1,36.4,44.5,44.8,,0,,13,,11.7,34,88.78,Partially cloudy
australia,05/28/1978,60.9,32.1,46.6,46.9,,0,,18.3,,22,44,80.24,Partially cloudy
australia,05/29/1978,59,38.9,49.4,,,0,,14.5,,22.8,69.5,90.96,Partially cloudy
australia,05/30/1978,58.6,53.5,55.1,,,0,,10.1,,15.1,93.8,90.9,Overcast
australia,05/31/1978,51.9,46.8,49.5,41.4,,0,,15,,23.8,97.5,82.83,Overcast
australia,06/01/1978,52.1,44.9,48.1,36.8,,0,,20.3,,24.9,88.2,79.49,Overcast
australia,06/02/1978,55.5,46.5,51.3,40.8,,0,,19.4,,21.7,90.5,82.22,Overcast
australia,06/03/1978,53.8,46.5,50.4,43.2,,0,,6.5,,21.2,88.2,91.35,Overcast
australia,06/04/1978,50.4,42.9,46.8,37.4,,0,,16.8,,28,79.2,79.43,Overcast
australia,06/05/1978,53.3,44.3,46.6,42.2,,0,,11,,27.5,86,84.77,Overcast
australia,06/06/1978,53.4,42.9,47.1,41.6,,0,,10.9,,21.3,82.7,88.42,Overcast
australia,06/07/1978,53.3,41.1,46.2,36.2,,0,,15.7,,24.9,38.3,80.9,Partially cloudy
australia,06/08/1978,53.5,39.3,44.5,35.9,,0,,16.8,,33.1,21.8,84.55,Clear
australia,06/09/1978,53.2,42.8,47.3,37.6,,0,,17.5,,29.8,71.2,77.55,Partially cloudy
australia,06/10/1978,49.7,40.7,45,35.9,,0,,13.9,,31.1,82.6,79.41,Overcast
australia,06/11/1978,44.7,35.7,40.2,,,0,,1.8,,18.6,97.8,88.61,Overcast
australia,06/12/1978,48.2,30.9,39.9,37,,0,,13.4,,16.8,50.3,90.15,Partially cloudy
australia,06/13/1978,46.5,32.1,40,32.6,,0,,16.6,,21.9,57.3,84.11,Partially cloudy
australia,06/14/1978,46.5,35.7,40.9,33.8,,0,,14.3,,22.7,92.7,90.79,Overcast
australia,06/15/1978,53.7,42.9,47.8,34.4,,0,,25.3,,28.6,60,76.04,Partially cloudy
australia,06/16/1978,53.7,40.7,48,38.4,,0,,13.9,,39.4,26.6,71.63,Partially cloudy
australia,06/17/1978,46.6,29.9,37.9,28.9,,0,,11,,20.7,43.7,87.84,Partially cloudy
australia,06/18/1978,46.5,32.1,41.2,29.8,,0,,8.7,,21.5,77.5,91.35,Overcast
australia,06/19/1978,53.4,43.5,46.6,37.8,,0,,19.2,,31.1,68.5,82.77,Partially cloudy
australia,06/20/1978,53.4,34.2,42.5,34.4,,0,,10.5,,36.2,47.1,82.67,Partially cloudy
australia,06/21/1978,51.9,29.2,37.4,,,0,,1.8,,28,2.7,82.76,Clear
australia,06/22/1978,43.2,25,33.5,,,0,,0.7,,21.2,53.5,89.92,Partially cloudy
australia,06/23/1978,50.3,27,36.2,,,0,,7.6,,8.6,31.5,90.74,Partially cloudy
australia,06/24/1978,53.3,35.7,46.5,29.3,,0,,25,,24.9,73.2,82.42,Partially cloudy
australia,06/25/1978,50.1,37.5,43.4,32.4,,0,,19.5,,37.3,19.3,71.14,Clear
australia,06/26/1978,48.3,35.7,41.5,26,,0,,17.5,,33.1,47.4,72.6,Partially cloudy
australia,06/27/1978,50.2,38.5,44,33.7,,0,,10.1,,26.1,91.3,82.74,Overcast
australia,06/28/1978,48.4,43.2,45.5,41.5,,0,,7.4,,18.6,96.7,89.41,Overcast
australia,06/29/1978,50.1,42.9,45.3,40.1,,0,,9.6,,31.1,94.6,79.87,Overcast
australia,06/30/1978,53.7,38.5,44.5,35.9,,0,,10.1,,35.4,71.5,82.03,Partially cloudy
australia,07/01/1978,56.9,32.7,44.4,37.6,,0,,4.9,,32.1,47.3,85.13,Partially cloudy
australia,07/02/1978,48.8,44.7,46.8,43,,0,,6.9,,12.3,98.5,92.8,Overcast
australia,07/03/1978,48.2,41.4,45.2,33.1,,0,,23.5,,17.8,89.7,87.36,Overcast
australia,07/04/1978,46.5,41.1,43.6,33.7,,0,,18.5,,26.1,70.3,75.63,Partially cloudy
australia,07/05/1978,46.1,41.1,42.8,32.2,,0,,31.3,,21,70.2,75.72,Partially cloudy
australia,07/06/1978,41.1,37.5,39.1,26.8,,0,,30,,18,65.2,79.08,Partially cloudy
australia,07/07/1978,46.2,31.7,37.5,24.5,,0,,13.9,,30,22.5,73.64,Clear
australia,07/08/1978,42.5,23.8,31.5,30.2,,0,,10.5,,11.6,73.8,85.68,Partially cloudy
australia,07/09/1978,44.9,31.7,37.5,24.5,,0,,14.8,,25.9,35.8,78.43,Partially cloudy
australia,07/10/1978,46.5,23.8,33.3,26.3,,0,,13.4,,31.1,1.9,81.2,Clear
australia,07/11/1978,44.7,24.8,34.7,20,,0,,19,,28,26.7,77.57,Partially cloudy
australia,07/12/1978,48,34.2,40.5,27.2,,0,,20.1,,20.5,50,77.35,Partially cloudy
australia,07/13/1978,49.8,28.1,38.2,25.5,,0,,13,,24.9,25.3,80.23,Partially cloudy
australia,07/14/1978,46.4,25.2,35.5,29,,0,,12.7,,31.1,8.8,75.05,Clear
australia,07/15/1978,46.5,19.8,32.1,34.2,,0,,3.8,,32.6,16.5,80.48,Clear
australia,07/16/1978,49.8,23.8,34.5,31.8,,0,,8.5,,29,37.1,83.66,Partially cloudy
australia,07/17/1978,46.5,25.2,36.8,36.4,,0,,17.2,,19.3,71.8,78.83,Partially cloudy
australia,07/18/1978,53.7,42.9,47.2,34.9,,0,,17.2,,24.9,70.2,79.05,Partially cloudy
australia,07/19/1978,59,37.8,48,40.4,,0,,9.1,,17.2,60.5,80.91,Partially cloudy
australia,07/20/1978,48.3,35.7,42.7,39.7,,0,,8.5,,15.2,68.7,90.85,Partially cloudy
australia,07/21/1978,57.4,42.9,48.8,37.6,,0,,16.1,,24.9,18.2,67.97,Clear
australia,07/22/1978,53.8,44.3,48.7,37.9,,0,,17.9,,15.7,79.3,81.49,Overcast
australia,07/23/1978,53.7,41.4,45.8,33.8,,0,,34.4,,21.7,53.8,71.35,Partially cloudy
australia,07/24/1978,47.9,35.5,40.9,30.3,,0,,15.7,,22.8,40.5,81.94,Partially cloudy
australia,07/25/1978,51.9,32.4,40.2,29.9,,0,,11.4,,30.6,6.4,79.64,Clear
australia,07/26/1978,50.1,25.3,35.5,43.4,,0,,12.1,,17.8,19.2,82.99,Clear
australia,07/27/1978,46.5,27,35.4,33.6,,0,,12.7,,26.1,57.7,85.27,Partially cloudy
australia,07/28/1978,51.5,28.5,39.6,30.7,,0,,17.5,,27.1,19,79.66,Clear
australia,07/29/1978,41,28.1,34.6,37.4,,0,,3.4,,3.6,66.4,94.53,Partially cloudy
australia,07/30/1978,48.3,32.2,38.4,28.1,,0,,4.2,,8.2,54.6,89.51,Partially cloudy
australia,07/31/1978,55.6,25.2,36.6,44.2,,0,,11,,13.6,8.1,80.98,Clear
australia,08/01/1978,55.5,30.3,41.8,42.3,,0,,19.2,,18.6,39.2,82.18,Partially cloudy
australia,08/02/1978,53.7,37.8,44.6,37.4,,0,,16.6,,22.4,43.7,79.32,Partially cloudy
australia,08/03/1978,55.8,27.4,40.9,33.8,,0,,6.5,,25.9,7.1,77.2,Clear
australia,08/04/1978,57.3,27.4,40.3,,,0,,3.4,,17.8,1.3,81.37,Clear
australia,08/05/1978,57.1,27.1,42.1,47.3,,0,,17.4,,16.2,53,79.09,Partially cloudy
australia,08/06/1978,59.1,42.5,49.5,45.2,,0,,12.1,,23.6,88.7,79.11,Overcast
australia,08/07/1978,60.6,41.8,49.5,,,0,,16.1,,15.9,73,86.02,Partially cloudy
australia,08/08/1978,50.1,39.3,44.9,31.4,,0,,18.8,,19.9,75.3,84.73,Overcast
australia,08/09/1978,42.7,37.5,39.9,28.6,,0,,21.2,,20.7,72.2,76.69,Partially cloudy
australia,08/10/1978,51.5,37.5,43.2,27,,0,,20.8,,25.9,38.1,73.42,Partially cloudy
australia,08/11/1978,50.2,36.8,42.3,30,,0,,15.4,,32.1,18.1,63.51,Clear
australia,08/12/1978,46.8,32.1,41.1,24.9,,0,,26.6,,25.4,62.8,78.02,Partially cloudy
australia,08/13/1978,46.8,26.7,37.2,22.6,,0,,12.8,,32.1,16.1,69.58,Clear
australia,08/14/1978,51.7,24.9,37.3,38.7,,0,,10.5,,28,11.6,75.84,Clear
australia,08/15/1978,51.6,30.3,38.7,31.1,,0,,18.5,,12.8,58.2,81.91,Partially cloudy
australia,08/16/1978,51.8,39.3,44.3,29.9,,0,,18.5,,23.8,47.1,71.37,Partially cloudy
australia,08/17/1978,51.9,37.7,42.9,31.4,,0,,13.4,,21.2,78.5,78.37,Overcast
australia,08/18/1978,48.3,37.5,42.8,42.8,,0,,8.1,,20.7,95.5,81.7,Overcast
australia,08/19/1978,51.9,39.3,44.7,45.2,,0,,10.1,,24.9,97.8,79.18,Overcast
australia,08/20/1978,53.7,32.8,43.3,32.5,,0,,15.2,,31.1,57.6,76.08,Partially cloudy
australia,08/21/1978,55.3,29.5,43.8,37.1,,0,,13.4,,17.7,15.8,78.68,Clear
australia,08/22/1978,53.3,37.7,45.3,29.7,,0,,18.1,,21.7,56.9,75.43,Partially cloudy
australia,08/23/1978,51.6,32.1,40.5,23.2,,0,,20.3,,28.6,8.7,55.06,Clear
australia,08/24/1978,53.1,28.1,39,42.6,,0,,6.9,,25.4,8.6,67.51,Clear
australia,08/25/1978,51.9,24.1,37,35.6,,0,,17,,23.1,46.4,71.94,Partially cloudy
australia,08/26/1978,53.3,35.3,43.2,28.2,,0,,21.2,,28,37.7,56.45,Partially cloudy
australia,08/27/1978,53.7,28.1,39.5,36.3,,0,,11,,35.2,3.8,60.61,Clear
australia,08/28/1978,55.5,24.1,38.8,,,0,,5.1,,31.1,0.2,69.2,Clear
australia,08/29/1978,57.4,29.2,42.7,,,0,,12.1,,14.7,10.5,72.92,Clear
australia,08/30/1978,59,27.7,42.6,26.4,,0,,12.1,,14.6,49.8,76.73,Partially cloudy
australia,08/31/1978,56.9,38.2,46.2,,,0,,13.9,,18.6,84.7,81.27,Overcast
australia,09/01/1978,58.9,41.8,48.9,,,0,,3.8,,22.4,80,78.08,Overcast
australia,09/02/1978,61.1,32.1,45.1,,,0,,8.5,,15.7,13.5,76.3,Clear
australia,09/03/1978,55.1,34.7,45.2,,,0,,12.1,,17.6,75.8,85.66,Overcast
australia,09/04/1978,53.7,46.8,50.6,,,0,,10.5,,7.7,98.8,92.7,Overcast
australia,09/05/1978,55.1,44,48.9,39.3,,0,,19.2,,23.6,69.3,75.66,Partially cloudy
australia,09/06/1978,59.3,35.7,48,38.4,,0,,4.7,,24.9,49.5,71.6,Partially cloudy
australia,09/07/1978,49.9,45.1,47.7,43.1,,0,,6.9,,10.7,97.5,89.56,Overcast
australia,09/08/1978,53.6,42.5,46.9,36.5,,0,,17.2,,19.7,86,80.06,Overcast
australia,09/09/1978,55.1,37.5,44.8,40.5,,0,,13.4,,19.3,74.4,78.41,Partially cloudy
australia,09/10/1978,57,35.9,46.4,37.6,,0,,13.4,,22.2,61.7,75.52,Partially cloudy
australia,09/11/1978,62.5,32.5,48.8,40.1,,0,,17.7,,20.8,24.8,74.56,Clear
australia,09/12/1978,60.5,48.3,53.6,42,,0,,20.8,,18.8,71.2,78.6,Partially cloudy
australia,09/13/1978,45.4,35.8,40.5,28.3,,0,,25,,10.9,81.5,78.87,Overcast
australia,09/14/1978,48,32.8,39.8,22.9,,0,,20.8,,29.8,49.3,59.84,Partially cloudy
australia,09/15/1978,66.3,41.1,49,32,,0,,28.9,,31.1,35.6,59.49,Partially cloudy
australia,09/16/1978,57.1,28.9,42.3,42.4,,0,,12.1,,23,39.4,75.15,Partially cloudy
australia,09/17/1978,59.1,35.3,47,36,,0,,19.4,,38.3,43,68,Partially cloudy
australia,09/18/1978,52,39.6,44.8,33.4,,0,,16.9,,19.7,88,81.82,Overcast
australia,09/19/1978,53.7,39.6,45.9,34.4,,0,,16.1,,19.7,84.8,77.58,Overcast
australia,09/20/1978,56.2,45,49.2,40.5,,0,,14.8,,23.6,71.2,70.96,Partially cloudy
australia,09/21/1978,57.3,33,45.6,42.5,,0,,7.4,,24.9,42.2,69.39,Partially cloudy
australia,09/22/1978,51,42,47,41.9,,0,,5.1,,17.3,91.7,86.92,Overcast
australia,09/23/1978,57.5,42.9,49.3,,,0,,14.8,,24.9,65.3,74.28,Partially cloudy
australia,09/24/1978,59.4,32.7,45.1,,,0,,5.6,,32.8,12.4,72.54,Clear
australia,09/25/1978,59.1,38.2,49.9,46.4,,0,,7.7,,19.2,35.5,67.38,Partially cloudy
australia,09/26/1978,61.1,41.9,51.7,,,0,,10.3,,14,84.8,83.21,Overcast
australia,09/27/1978,62.6,50.3,55.4,,,0,,24.8,,21.2,86,78.77,Overcast
australia,09/28/1978,61.2,46.5,53.1,45.4,,0,,16.4,,24.9,78.9,77.73,Overcast
australia,09/29/1978,59.2,46.5,51,45.8,,0,,7.8,,21.1,86.2,79.33,Overcast
australia,09/30/1978,62.7,37.9,50.5,39.7,,0,,6,,28,18.7,69.61,Clear
australia,10/01/1978,64.7,38.3,50.6,,,0,,13,,15.6,42.6,78.98,Partially cloudy
australia,10/02/1978,64.9,46.5,57,42.9,,0,,20.8,,24.9,61.9,67.32,Partially cloudy
australia,10/03/1978,70.2,53,61.7,,,0,,17.7,,24.9,30.9,59.52,Partially cloudy
australia,10/04/1978,60.9,45.4,52.9,45.7,,0,,18.3,,21.7,46,69.93,Partially cloudy
australia,10/05/1978,59.5,35.9,48,40.8,,0,,15.2,,24.9,39.5,71.78,Partially cloudy
australia,10/06/1978,53.7,41.4,46.8,39.1,,0,,10.9,,22.8,78,77.97,Overcast
australia,10/07/1978,59.4,36.4,46.6,46.2,,0,,9.4,,28,22,72.61,Clear
australia,10/08/1978,60.9,32.7,47.5,44.8,,0,,7.6,,28,19,70.75,Clear
australia,10/09/1978,64.5,38.3,50.7,,,0,,9.6,,23.6,24,71.87,Clear
australia,10/10/1978,68.4,36.1,53.6,,,0,,13.2,,28,18.5,70.26,Clear
australia,10/11/1978,71.6,49,58.8,,,0,,15.7,,27.3,48.5,67,Partially cloudy
australia,10/12/1978,73.5,43.2,59.4,,,0,,21.2,,24.9,41.6,66.76,Partially cloudy
australia,10/13/1978,66.3,43.3,57.6,38.6,,0,,23.1,,23.8,62.5,60.7,Partially cloudy
australia,10/14/1978,57.1,34.2,47,28,,0,,13,,35.2,46.8,60.51,Partially cloudy
australia,10/15/1978,51.7,41.8,46.5,39.3,,0,,13.8,,17.5,98.5,80.4,Overcast
australia,10/16/1978,60.7,39.3,48.3,44.4,,0,,21.5,,20.1,64.6,73.26,Partially cloudy
australia,10/17/1978,60.6,43.2,51.2,41.7,,0,,17.6,,21.7,64,64.36,Partially cloudy
australia,10/18/1978,50.2,36,43.6,30.7,,0,,17.5,,23.3,68,69.78,Partially cloudy
australia,10/19/1978,61,36.4,46,28.3,,0,,16.1,,31.1,5,60.1,Clear
australia,10/20/1978,66.3,29.5,48.3,,,0,,12.1,,25.9,3,64.19,Clear
australia,10/21/1978,68.3,35.3,52.3,,,0,,12.3,,31.1,26.7,62.46,Partially cloudy
australia,10/22/1978,73.3,43.3,55.7,,,0,,11.8,,29.5,71.3,66.08,Partially cloudy
australia,10/23/1978,72,40.7,54.9,,,0,,9.2,,24.9,13.8,67.22,Clear
australia,10/24/1978,73.7,43.1,59.4,,,0,,7.8,,24.9,61.3,60.19,Partially cloudy
australia,10/25/1978,76.8,45.4,59.6,,,0,,11.2,,22.8,37.1,63.8,Partially cloudy
australia,10/26/1978,77.3,46.5,60.1,,,0,,15.2,,28,44.3,62.46,Partially cloudy
australia,10/27/1978,71.3,46.8,58.5,,,0,,17.3,,29,79.5,68.59,Overcast
australia,10/28/1978,68.1,48.6,55.9,45.6,,0,,23,,20.7,86.4,81.98,Overcast
australia,10/29/1978,64.5,48.3,54.1,,,0,,11.4,,16.6,86.4,80.19,Overcast
australia,10/30/1978,68.1,49.2,58.6,,,0,,10.3,,18.1,88.6,78.71,Overcast
australia,10/31/1978,62.7,57.3,59.3,,,0,,15.7,,5.7,100,88.16,Overcast
australia,11/01/1978,57.3,50.1,53.4,,,0,,16.1,,22.8,92.4,77.78,Overcast
australia,11/02/1978,60.9,44.9,53.6,43.5,,0,,13.9,,29,72.8,69.64,Partially cloudy
australia,11/03/1978,66.5,48.3,55.8,45.2,,0,,13,,34.8,45.2,64.72,Partially cloudy
australia,11/04/1978,59.9,42.9,50.7,38.7,,0,,15,,24.9,64.6,63.56,Partially cloudy
australia,11/05/1978,62.7,41.2,54.4,47.4,,0,,11.8,,24.9,77.9,68.85,Overcast
australia,11/06/1978,67.6,51.9,58,,,0,,16.1,,22.4,93.8,72.89,Overcast
australia,11/07/1978,69.9,57.3,62.3,,,0,,18.3,,22.8,83.4,70.3,Overcast
australia,11/08/1978,71.7,50.1,61.9,,,0,,21.9,,17.6,48.6,70.66,Partially cloudy
australia,11/09/1978,65.9,47.3,58.1,,,0,,17.2,,24.9,79.1,66.22,Overcast
australia,11/10/1978,57.3,46.5,52.4,42,,0,,9.2,,20.5,97.1,76.22,Overcast
australia,11/11/1978,53.7,41.1,46.4,36.5,,0,,19.7,,15.6,94,78.93,Overcast
australia,11/12/1978,59.1,34.9,48.2,34.3,,0,,13.9,,25.7,54.5,58.78,Partially cloudy
australia,11/13/1978,57.3,41.1,48.3,43.3,,0,,9.9,,24.9,78.3,73.45,Overcast
australia,11/14/1978,66.3,35.7,51,,,0,,10.8,,24.9,21.7,70.85,Clear
australia,11/15/1978,72.3,42.9,58.5,,,0,,11.4,,28,16.7,66.23,Clear
australia,11/16/1978,77.1,49.9,62.7,,,0,,16.1,,29,47.7,65.03,Partially cloudy
australia,11/17/1978,78.9,46.5,63.6,,,0,,15,,28.6,26.1,63.53,Partially cloudy
australia,11/18/1978,80.7,50.4,69.4,,79.9,0,,23,,34.8,53,55.09,Partially cloudy
australia,11/19/1978,68.1,46.5,59,39.6,,0,,19.7,,20.6,93.7,68.36,Overcast
australia,11/20/1978,66.3,41.1,53.6,35.4,,0,,23,,34.2,13.9,61.09,Clear
australia,11/21/1978,70.5,46.5,58.4,42.7,,0,,18.3,,36.2,38.7,61.03,Partially cloudy
australia,11/22/1978,75.3,54.4,63.8,,,0,,20.8,,31.1,27.4,49.12,Partially cloudy
australia,11/23/1978,73.5,44.7,59.7,,,0,,11.4,,34.7,13.1,63.32,Clear
australia,11/24/1978,77.6,51.9,63.9,,,0,,13.9,,19.7,40.1,67.72,Partially cloudy
australia,11/25/1978,82.3,55.5,66.4,,81.1,0,,15.7,,17.1,41.5,66.32,Partially cloudy
australia,11/26/1978,85,53.7,69.7,,83.5,0,,20.8,,27.2,17.7,60.46,Clear
australia,11/27/1978,86.4,55.5,71.5,,84.3,0,,13.9,,29,67.9,57.37,Partially cloudy
australia,11/28/1978,87.9,57.3,74,,86.7,0,,12.1,,27.3,20,55.51,Clear
australia,11/29/1978,84.3,59.1,69.5,,84,0,,25.5,,18.8,73.4,69.01,Partially cloudy
australia,11/30/1978,67.2,51.9,58.9,,,0,,20.8,,28,27.5,56.63,Partially cloudy
australia,12/01/1978,65.1,50.1,57.4,,,0,,11.4,,22.4,78.9,68.9,Overcast
australia,12/02/1978,73.5,55.5,62.8,,,0,,19.7,,21.7,65.8,62.8,Partially cloudy
australia,12/03/1978,75.3,51.9,62.6,,,0,,13.9,,20.9,86.4,74.62,Overcast
australia,12/04/1978,68.1,56.5,60.8,,,0,,19.7,,16.1,72,75.2,Partially cloudy
australia,12/05/1978,60.9,44.7,53.9,40.8,,0,,20.8,,31.1,47.2,50.7,Partially cloudy
australia,12/06/1978,69.9,49.8,59.7,45.7,,0,,23,,35.2,16.6,51.94,Clear
australia,12/07/1978,76.7,41.1,57.9,,,0,,17.2,,29,13.3,65.27,Clear
australia,12/08/1978,75.3,51.9,62.6,,,0,,13.9,,23.1,43.3,59.46,Partially cloudy
australia,12/09/1978,75.6,55.5,62.7,,,0,,11.4,,24.9,88.2,64.87,Overcast
australia,12/10/1978,70.5,57,61.3,,,0,,12.5,,25.9,87.8,69.93,Overcast
australia,12/11/1978,80.7,55.5,65.8,,79.8,0,,13.9,,22.4,61.9,61.7,Partially cloudy
australia,12/12/1978,78.9,59.1,66.3,,,0,,15.2,,23.1,87.9,67.22,Overcast
australia,12/13/1978,66.3,48.3,56.9,45.7,,0,,17.2,,31.1,43.5,62.56,Partially cloudy
australia,12/14/1978,59.1,50.1,54.1,,,0,,16.1,,19.1,75.7,77.74,Overcast
australia,12/15/1978,70.2,48.3,58.2,44.2,,0,,15,,33.7,29.2,65.87,Partially cloudy
australia,12/16/1978,77.1,51.9,64,,,0,,11.4,,28,61.3,56.7,Partially cloudy
australia,12/17/1978,68.1,51.9,57.9,,,0,,18.3,,21.7,85.4,77.66,Overcast
australia,12/18/1978,71.7,46.5,59.4,,,0,,19.7,,32.1,55.6,64.93,Partially cloudy
australia,12/19/1978,69.9,45.6,58.1,44.6,,0,,26.4,,34.8,34.3,51.43,Partially cloudy
australia,12/20/1978,71,44.7,55,38.5,,0,,16.1,,31.1,13.6,59.04,Clear
australia,12/21/1978,78.5,46.5,61.7,,,0,,13.9,,34.2,49.9,58.66,Partially cloudy
australia,12/22/1978,84.6,46.5,66.5,,81.7,0,,18.3,,29.8,64.9,48.1,Partially cloudy
australia,12/23/1978,75.3,59.1,66.1,,,0,,11.4,,22.1,75.4,69.86,Overcast
australia,12/24/1978,82.5,57.1,68.9,,81.2,0,,12.8,,25.7,76.4,65.8,Overcast
australia,12/25/1978,73.1,62.7,68.1,,,0,,6.9,,18.6,91.8,72.79,Overcast
australia,12/26/1978,73.5,62.7,66.6,,,0,,12.8,,14.2,95.2,83.71,Overcast
australia,12/27/1978,82.5,56.2,68,,80.7,0,,11.4,,34.2,53.3,61.04,Partially cloudy
australia,12/28/1978,77.1,57.3,66.9,,,0,,10.5,,32.3,70.5,63.19,Partially cloudy
australia,12/29/1978,77.1,51.9,65.8,,,0,,11.4,,30.2,39,65.63,Partially cloudy
australia,12/30/1978,78.9,55.5,66,,,0,,11.4,,28,68.1,59.88,Partially cloudy
australia,12/31/1978,84.3,51.9,67.7,,82.1,0,,8.1,,34.8,33.7,61.11,Partially cloudy
australia,01/01/1979,91.8,52.4,74,,87.9,0,,17.2,,33.6,2.5,48.01,Clear
australia,01/02/1979,91.6,60.6,73.3,,87.7,0,,13.9,,30.2,35.4,53.72,Partially cloudy
australia,01/03/1979,73.6,57.3,63.4,,,0,,13.9,,29.3,53.2,64.76,Partially cloudy
australia,01/04/1979,87.9,55.5,68.9,,84.8,0,,6.9,,24.9,39.3,56.06,Partially cloudy
australia,01/05/1979,96.5,57.3,78,,95.5,0,,15,,27.5,1.9,60.05,Clear
australia,01/06/1979,98.7,67.6,84.2,,96.3,0,,18.3,,31.1,21.3,44.41,Clear
australia,01/07/1979,100.5,66.3,83.3,,99.2,0,,20.8,,27.1,30.5,47.56,Partially cloudy
australia,01/08/1979,99,66.3,80,,94.8,0.2,,11.4,,28.4,48.1,52.3,"Rain, Partially cloudy"
australia,01/09/1979,100.1,66.1,86.1,,96.1,0,,23,,29.8,8.3,42.34,Clear
australia,01/10/1979,97.3,65.6,83.1,,93.4,0,,23,,30,17.6,35,Clear
australia,01/11/1979,93,57.3,71.3,,89.5,0,,15.4,,6.7,19.2,59.9,Clear
australia,01/12/1979,89.7,53.7,69.9,,85.7,0,,13,,12.3,20.9,58.25,Clear
australia,01/13/1979,77.1,59.1,67.1,,,0,,8.7,,21.7,71.1,66.81,Partially cloudy
australia,01/14/1979,93.3,51.9,75.7,,90.6,0,,17.2,,14.4,42.7,52.14,Partially cloudy
australia,01/15/1979,86.4,59.1,77.3,,84.6,0,,18.3,,23.3,25,45.66,Clear
australia,01/16/1979,86.8,57.3,70.2,,84.4,0,,16.1,,21.7,74.7,59.23,Partially cloudy
australia,01/17/1979,77.8,64.5,70.5,,,0,,16.1,,17.4,99.3,70.78,Overcast
australia,01/18/1979,79,62.7,66.8,,,0.04,,13.2,,23.6,72.3,71.82,"Rain, Partially cloudy"
australia,01/19/1979,84.6,53.7,67.8,,82.3,0,,10.3,,26.9,16.4,57.42,Clear
australia,01/20/1979,88.2,50.1,69.3,,84.9,0,,10.3,,29.3,18.9,56.05,Clear
australia,01/21/1979,75.3,60.9,67.8,,,0,,14.3,,25.9,74.7,68.12,Partially cloudy
australia,01/22/1979,77.3,55.5,65.3,,,0,,17.5,,28,51.1,55.96,Partially cloudy
australia,01/23/1979,75.4,51.9,63.9,,,0,,11.8,,28,51.9,62.45,Partially cloudy
australia,01/24/1979,83.5,62.7,71.7,,82.4,0,,12.5,,24,61,61.9,Partially cloudy
australia,01/25/1979,90.2,59.1,74.9,,88,0,,18.3,,24.9,38.5,60.3,Partially cloudy
australia,01/26/1979,91.5,60.9,74.3,,87.2,0.01,,18.3,,24.9,17.1,57.49,Rain
australia,01/27/1979,77.1,55.5,64.6,,,0,,16.1,,25.3,44.7,65.11,Partially cloudy
australia,01/28/1979,73.5,53.7,62.5,,,0,,14.8,,29,42.5,57.88,Partially cloudy
australia,01/29/1979,84.6,51.9,66.1,,81.8,0,,11.4,,33.1,39.1,53.69,Partially cloudy
australia,01/30/1979,90,51.9,71.2,,86,0,,4.2,,29.3,9.4,50.19,Clear
australia,01/31/1979,91.5,55.5,73.1,,87.5,0,,11.4,,27.3,25.5,47.79,Partially cloudy
australia,02/01/1979,88.3,57.3,73.1,,85.3,0,,11.4,,22.8,34.4,59.91,Partially cloudy
australia,02/02/1979,91.6,57.3,75.1,,88.8,0,,6.5,,22.8,20,53.17,Clear
australia,02/03/1979,91.5,57.3,75.5,,88.2,0,,16.1,,23.8,21.5,50.04,Clear
australia,02/04/1979,77.4,62.7,68.5,,,0,,14.1,,27.2,62.1,49.19,Partially cloudy
australia,02/05/1979,78.4,48.3,62.3,46.4,,0.02,,12.5,,28.6,11.7,61.28,Rain
australia,02/06/1979,81,48.3,64.9,,79.6,0,,10.5,,32.3,8,59.76,Clear
australia,02/07/1979,85.1,50.1,67.7,,82.5,0,,12.8,,30.2,10.3,62.58,Clear
australia,02/08/1979,86.1,53.7,68.1,,83.7,0,,9.2,,29,16.4,60.91,Clear
australia,02/09/1979,81.9,55.5,68.9,,80.9,0,,11.4,,31.1,25.9,63.46,Partially cloudy
australia,02/10/1979,86.8,55.5,70.7,,84.3,0,,13.4,,29.8,71.4,62.1,Partially cloudy
australia,02/11/1979,95.4,57.3,75.1,,91.1,0,,16.1,,39.9,21.3,42.88,Clear
australia,02/12/1979,97.5,51.9,73.9,,92.9,0,,20.8,,38.3,2,41.62,Clear
australia,02/13/1979,97.3,55.5,74.8,,92.3,0,,21.9,,16.7,67.7,56.62,Partially cloudy
australia,02/14/1979,77.1,57.3,69.7,,,0,,12.8,,18.6,94.6,46.98,Overcast
australia,02/15/1979,75.3,55.5,64.3,,,0,,20.8,,28,66.9,64.03,Partially cloudy
