Entity,Code,Year,Fossil Fuels (TWh)
Malaysia,MYS,1983,156.9765942
Malaysia,MYS,1984,164.4076946
Malaysia,MYS,1985,163.5007314
Malaysia,MYS,1986,183.5969244
Malaysia,MYS,1987,187.3611416
Malaysia,MYS,1988,197.5962134
Malaysia,MYS,1989,223.7153995
Malaysia,MYS,1990,246.1852478
Malaysia,MYS,1991,299.2939769
Malaysia,MYS,1992,324.9988758
Malaysia,MYS,1993,337.8800253
Malaysia,MYS,1994,365.5357877
Malaysia,MYS,1995,382.5130949
Malaysia,MYS,1996,431.9063005
Malaysia,MYS,1997,507.7053487
Malaysia,MYS,1998,470.4111677
Malaysia,MYS,1999,525.6228152
Malaysia,MYS,2000,588.768398
Malaysia,MYS,2001,595.6984882
Malaysia,MYS,2002,640.7290595
Malaysia,MYS,2003,699.1756624
Malaysia,MYS,2004,744.6673477
Malaysia,MYS,2005,794.4598353
Malaysia,MYS,2006,825.3216822
Malaysia,MYS,2007,882.0369659
Malaysia,MYS,2008,909.0550603
Malaysia,MYS,2009,881.415554
Malaysia,MYS,2010,910.8410412
Malaysia,MYS,2011,938.526468
Malaysia,MYS,2012,1006.503749
Malaysia,MYS,2013,1048.004088
Malaysia,MYS,2014,1054.518762
Malaysia,MYS,2015,1067.692456
Malaysia,MYS,2016,1111.392576
Malaysia,MYS,2017,1112.612643
Malaysia,MYS,2018,1095.304719
Malaysia,MYS,2019,1108.252563
Mexico,MEX,1965,267.117634
Mexico,MEX,1966,280.6645534
Mexico,MEX,1967,283.9725238
Mexico,MEX,1968,307.3826217
Mexico,MEX,1969,338.7861974
Mexico,MEX,1970,359.6625297
Mexico,MEX,1971,381.7401973
Mexico,MEX,1972,423.6547714
Mexico,MEX,1973,457.6044025
Mexico,MEX,1974,506.9621275
Mexico,MEX,1975,549.2202058
Mexico,MEX,1976,581.216725
Mexico,MEX,1977,610.2722274
Mexico,MEX,1978,702.8600376
Mexico,MEX,1979,775.9006413
Mexico,MEX,1980,853.7252691
Mexico,MEX,1981,926.5517507
Mexico,MEX,1982,972.8516602
Mexico,MEX,1983,967.5007309
Mexico,MEX,1984,1006.992581
Mexico,MEX,1985,1045.681397
Mexico,MEX,1986,1028.068199
Mexico,MEX,1987,1067.337902
Mexico,MEX,1988,1067.750291
Mexico,MEX,1989,1120.537321
Mexico,MEX,1990,1177.418189
Mexico,MEX,1991,1226.220889
Mexico,MEX,1992,1236.799556
Mexico,MEX,1993,1240.875306
Mexico,MEX,1994,1338.829787
Mexico,MEX,1995,1283.752957
Mexico,MEX,1996,1319.730068
Mexico,MEX,1997,1352.034756
Mexico,MEX,1998,1425.046434
Mexico,MEX,1999,1420.000308
Mexico,MEX,2000,1495.733546
Mexico,MEX,2001,1488.389545
Mexico,MEX,2002,1548.021458
Mexico,MEX,2003,1571.816282
Mexico,MEX,2004,1650.928502
Mexico,MEX,2005,1751.339085
Mexico,MEX,2006,1805.725322
Mexico,MEX,2007,1823.535715
Mexico,MEX,2008,1836.305721
Mexico,MEX,2009,1852.330682
Mexico,MEX,2010,1894.152211
Mexico,MEX,2011,1983.096254
Mexico,MEX,2012,2007.304641
Mexico,MEX,2013,2016.593511
Mexico,MEX,2014,1977.481331
Mexico,MEX,2015,1984.575211
Mexico,MEX,2016,2011.498603
Mexico,MEX,2017,2035.17365
Mexico,MEX,2018,2001.131791
Mexico,MEX,2019,1961.967106
Morocco,MAR,1965,14.14596798
Morocco,MAR,1966,20.24033814
Morocco,MAR,1967,21.8556761
Morocco,MAR,1968,23.29565475
Morocco,MAR,1969,24.93569689
Morocco,MAR,1970,26.36682693
Morocco,MAR,1971,27.78536667
Morocco,MAR,1972,30.17067775
Morocco,MAR,1973,35.23149624
Morocco,MAR,1974,37.47718193
Morocco,MAR,1975,39.10585656
Morocco,MAR,1976,42.68822721
Morocco,MAR,1977,47.15426633
Morocco,MAR,1978,50.1501879
Morocco,MAR,1979,55.92490307
Morocco,MAR,1980,56.2957192
Morocco,MAR,1981,55.92234668
Morocco,MAR,1982,59.05813002
Morocco,MAR,1983,60.9488807
Morocco,MAR,1984,62.12172136
Morocco,MAR,1985,63.86572665
Morocco,MAR,1986,65.6338564
Morocco,MAR,1987,67.12559537
Morocco,MAR,1988,70.71915491
Morocco,MAR,1989,77.42589083
Morocco,MAR,1990,79.14829776
Morocco,MAR,1991,80.17860442
Morocco,MAR,1992,90.92884997
Morocco,MAR,1993,93.4560231
Morocco,MAR,1994,101.9706369
Morocco,MAR,1995,100.6451944
Morocco,MAR,1996,101.3268169
Morocco,MAR,1997,105.1944675
Morocco,MAR,1998,108.9572141
Morocco,MAR,1999,116.0525956
Morocco,MAR,2000,115.1510985
Morocco,MAR,2001,123.7676971
Morocco,MAR,2002,127.0375322
Morocco,MAR,2003,125.6513261
Morocco,MAR,2004,143.3664527
Morocco,MAR,2005,157.7343212
Morocco,MAR,2006,161.0419816
Morocco,MAR,2007,159.4660298
Morocco,MAR,2008,176.2781977
Morocco,MAR,2009,167.0501778
Morocco,MAR,2010,183.0091439
Morocco,MAR,2011,196.6936224
Morocco,MAR,2012,201.1689223
Morocco,MAR,2013,202.3138757
Morocco,MAR,2014,206.6340028
Morocco,MAR,2015,208.2199827
Morocco,MAR,2016,210.0166052
Morocco,MAR,2017,220.6361126
Morocco,MAR,2018,223.8831341
Morocco,MAR,2019,244.9382379
Netherlands,NLD,1965,413.9604248
Netherlands,NLD,1966,443.3777886
Netherlands,NLD,1967,468.8004031
Netherlands,NLD,1968,524.3140942
Netherlands,NLD,1969,583.8934027
Netherlands,NLD,1970,658.7540737
Netherlands,NLD,1971,694.6231143
Netherlands,NLD,1972,807.2137891
Netherlands,NLD,1973,856.5384544
Netherlands,NLD,1974,806.6594284
Netherlands,NLD,1975,810.8196795
Netherlands,NLD,1976,883.6535858
Netherlands,NLD,1977,868.0201266
Netherlands,NLD,1978,883.7952573
Netherlands,NLD,1979,915.4425437
Netherlands,NLD,1980,857.0094834
Netherlands,NLD,1981,813.2574834
Netherlands,NLD,1982,752.512752
Netherlands,NLD,1983,757.1462127
Netherlands,NLD,1984,786.785288
Netherlands,NLD,1985,810.3687455
Netherlands,NLD,1986,849.9008213
Netherlands,NLD,1987,869.094985
Netherlands,NLD,1988,871.2244503
Netherlands,NLD,1989,874.0041748
Netherlands,NLD,1990,898.2427483
Netherlands,NLD,1991,915.6560459
Netherlands,NLD,1992,925.1425843
Netherlands,NLD,1993,932.2200122
Netherlands,NLD,1994,921.556165
Netherlands,NLD,1995,959.114464
Netherlands,NLD,1996,999.5717802
Netherlands,NLD,1997,985.6658696
Netherlands,NLD,1998,987.8231503
Netherlands,NLD,1999,975.0165525
Netherlands,NLD,2000,986.3777097
Netherlands,NLD,2001,1024.024985
Netherlands,NLD,2002,1022.690575
Netherlands,NLD,2003,1029.64255
Netherlands,NLD,2004,1061.8112
Netherlands,NLD,2005,1078.145992
Netherlands,NLD,2006,1054.878976
Netherlands,NLD,2007,1069.354335
Netherlands,NLD,2008,1051.26623
Netherlands,NLD,2009,1030.884202
Netherlands,NLD,2010,1095.291455
Netherlands,NLD,2011,1042.318903
Netherlands,NLD,2012,1006.844643
Netherlands,NLD,2013,979.3213471
Netherlands,NLD,2014,920.4205688
Netherlands,NLD,2015,928.0856525
Netherlands,NLD,2016,944.0850728
Netherlands,NLD,2017,923.9503355
Netherlands,NLD,2018,916.5244177
Netherlands,NLD,2019,901.8590398
New Zealand,NZL,1965,51.76756975
New Zealand,NZL,1966,54.74152435
New Zealand,NZL,1967,54.94328229
New Zealand,NZL,1968,54.98726649
New Zealand,NZL,1969,56.90345413
New Zealand,NZL,1970,64.73024651
New Zealand,NZL,1971,64.67459118
New Zealand,NZL,1972,69.53458785
New Zealand,NZL,1973,74.80852762
New Zealand,NZL,1974,74.04433646
New Zealand,NZL,1975,71.58325643
New Zealand,NZL,1976,79.11433968
New Zealand,NZL,1977,84.05758808
New Zealand,NZL,1978,79.74455018
New Zealand,NZL,1979,73.76625151
New Zealand,NZL,1980,71.29113009
New Zealand,NZL,1981,70.5960437
New Zealand,NZL,1982,78.85991225
New Zealand,NZL,1983,80.07180822
New Zealand,NZL,1984,85.58215152
New Zealand,NZL,1985,89.57312749
New Zealand,NZL,1986,95.17778059
New Zealand,NZL,1987,98.84325269
New Zealand,NZL,1988,102.5316842
New Zealand,NZL,1989,85.24721403
New Zealand,NZL,1990,110.4989206
New Zealand,NZL,1991,114.63768
New Zealand,NZL,1992,120.0356419
New Zealand,NZL,1993,118.7563019
New Zealand,NZL,1994,122.8691083
New Zealand,NZL,1995,126.1010881
New Zealand,NZL,1996,133.1980621
New Zealand,NZL,1997,141.3625317
New Zealand,NZL,1998,134.7378683
New Zealand,NZL,1999,142.8397234
New Zealand,NZL,2000,147.2550967
New Zealand,NZL,2001,154.1127922
New Zealand,NZL,2002,153.8014928
New Zealand,NZL,2003,151.1368242
New Zealand,NZL,2004,148.1182954
New Zealand,NZL,2005,149.9449477
New Zealand,NZL,2006,150.9669749
New Zealand,NZL,2007,149.4919471
New Zealand,NZL,2008,151.9212015
New Zealand,NZL,2009,143.9501443
New Zealand,NZL,2010,145.0971002
New Zealand,NZL,2011,143.933626
New Zealand,NZL,2012,150.9706038
New Zealand,NZL,2013,151.438255
New Zealand,NZL,2014,157.0807846
New Zealand,NZL,2015,157.5403902
New Zealand,NZL,2016,156.0474998
New Zealand,NZL,2017,162.2220267
New Zealand,NZL,2018,157.9552266
New Zealand,NZL,2019,164.4218938
North America,,1965,15271.12891
North America,,1966,16145.21043
North America,,1967,16661.12303
North America,,1968,17722.69791
North America,,1969,18631.78147
North America,,1970,19337.88482
North America,,1971,19678.19215
North America,,1972,20696.22703
North America,,1973,21536.13567
North America,,1974,20920.87748
North America,,1975,20296.95523
North America,,1976,21467.37845
North America,,1977,22129.73078
North America,,1978,22049.47081
North America,,1979,22472.53863
North America,,1980,21816.58736
North America,,1981,21180.81816
North America,,1982,20164.4456
North America,,1983,19899.89401
North America,,1984,20971.59451
North America,,1985,20921.24219
North America,,1986,20860.85005
North America,,1987,21631.88714
North America,,1988,22583.18358
North America,,1989,23082.03287
North America,,1990,22907.01042
North America,,1991,22762.2329
North America,,1992,23239.01656
North America,,1993,23666.4731
North America,,1994,24220.22585
North America,,1995,24516.24416
North America,,1996,25312.00122
North America,,1997,25705.60293
North America,,1998,25935.6712
North America,,1999,26289.84173
North America,,2000,27060.51987
North America,,2001,26551.21366
North America,,2002,26875.68288
North America,,2003,27059.94494
North America,,2004,27598.51656
North America,,2005,27689.61521
North America,,2006,27379.12431
North America,,2007,27893.13764
North America,,2008,27077.67862
North America,,2009,25532.77866
North America,,2010,26470.47831
North America,,2011,26224.91519
North America,,2012,25646.86792
North America,,2013,26255.63092
North America,,2014,26486.46865
North America,,2015,26197.9438
North America,,2016,25953.52541
North America,,2017,25911.57532
North America,,2018,26836.05947
North America,,2019,26461.34951
Norway,NOR,1965,69.19399897
Norway,NOR,1966,76.25825406
Norway,NOR,1967,79.07164159
Norway,NOR,1968,87.14110944
Norway,NOR,1969,95.92114729
Norway,NOR,1970,106.9641136
Norway,NOR,1971,105.3489168
Norway,NOR,1972,110.7021241
Norway,NOR,1973,113.0780894
Norway,NOR,1974,105.0551104
Norway,NOR,1975,107.7349548
Norway,NOR,1976,117.5388699
Norway,NOR,1977,118.4040367
Norway,NOR,1978,133.203206
Norway,NOR,1979,135.9301935
Norway,NOR,1980,131.6591253
Norway,NOR,1981,125.6624508
Norway,NOR,1982,121.9589501
Norway,NOR,1983,122.2458334
Norway,NOR,1984,127.0628097
Norway,NOR,1985,132.6837667
Norway,NOR,1986,140.2946803
Norway,NOR,1987,140.9065438
Norway,NOR,1988,138.1219497
Norway,NOR,1989,139.9877845
Norway,NOR,1990,136.4934006
Norway,NOR,1991,130.4596024
Norway,NOR,1992,135.3448688
Norway,NOR,1993,143.0845806
Norway,NOR,1994,148.4864671
Norway,NOR,1995,148.5053096
Norway,NOR,1996,158.6245944
Norway,NOR,1997,165.2786994
Norway,NOR,1998,167.2715508
Norway,NOR,1999,163.7522721
Norway,NOR,2000,160.232959
Norway,NOR,2001,170.19266
Norway,NOR,2002,167.6175644
Norway,NOR,2003,174.4185354
Norway,NOR,2004,175.5701732
Norway,NOR,2005,169.7134469
Norway,NOR,2006,170.5503631
Norway,NOR,2007,169.2423829
Norway,NOR,2008,168.9890052
Norway,NOR,2009,166.5522607
Norway,NOR,2010,173.6296992
Norway,NOR,2011,170.5036303
Norway,NOR,2012,168.8170023
Norway,NOR,2013,170.2499223
Norway,NOR,2014,166.9342288
Norway,NOR,2015,170.0930461
Norway,NOR,2016,163.6564684
Norway,NOR,2017,165.1352974
Norway,NOR,2018,168.6242988
Norway,NOR,2019,161.6129835
Oman,OMN,1965,5.2919434
Oman,OMN,1966,5.520282472
Oman,OMN,1967,5.759786274
Oman,OMN,1968,6.022887318
Oman,OMN,1969,6.273938352
Oman,OMN,1970,6.561519971
Oman,OMN,1971,15.47151515
Oman,OMN,1972,17.67723081
Oman,OMN,1973,15.37592619
Oman,OMN,1974,14.12789464
Oman,OMN,1975,12.90470755
Oman,OMN,1976,14.85640911
Oman,OMN,1977,14.31218034
Oman,OMN,1978,16.6423897
Oman,OMN,1979,19.17324228
Oman,OMN,1980,17.05839142
Oman,OMN,1981,18.02801192
Oman,OMN,1982,23.88196855
Oman,OMN,1983,22.35010427
Oman,OMN,1984,32.49362072
Oman,OMN,1985,33.57104797
Oman,OMN,1986,31.45959378
Oman,OMN,1987,35.43526335
Oman,OMN,1988,34.38910418
Oman,OMN,1989,39.01989372
Oman,OMN,1990,48.86403076
Oman,OMN,1991,64.86829856
Oman,OMN,1992,62.4909486
Oman,OMN,1993,59.83805593
Oman,OMN,1994,56.84059672
Oman,OMN,1995,65.89970675
Oman,OMN,1996,67.78358982
Oman,OMN,1997,69.71269672
Oman,OMN,1998,71.64718614
Oman,OMN,1999,82.48161994
Oman,OMN,2000,114.5269492
Oman,OMN,2001,126.4858441
Oman,OMN,2002,137.6461153
Oman,OMN,2003,142.5800902
Oman,OMN,2004,132.4427778
Oman,OMN,2005,159.3265622
Oman,OMN,2006,174.0663476
Oman,OMN,2007,173.5449426
Oman,OMN,2008,203.7826177
Oman,OMN,2009,204.1610056
Oman,OMN,2010,239.8753683
Oman,OMN,2011,262.0527077
Oman,OMN,2012,284.8850568
Oman,OMN,2013,318.3356094
Oman,OMN,2014,316.9191613
Oman,OMN,2015,334.8003681
Oman,OMN,2016,336.0579522
Oman,OMN,2017,373.0093565
Oman,OMN,2018,412.8871314
Oman,OMN,2019,420.5398014
Pakistan,PAK,1965,75.72966197
Pakistan,PAK,1966,76.34592358
Pakistan,PAK,1967,84.02250888
Pakistan,PAK,1968,94.87888618
Pakistan,PAK,1969,94.86997923
Pakistan,PAK,1970,94.31358323
Pakistan,PAK,1971,88.74862517
Pakistan,PAK,1972,75.99079468
Pakistan,PAK,1973,80.73916542
Pakistan,PAK,1974,86.7799872
Pakistan,PAK,1975,92.56951294
Pakistan,PAK,1976,93.27763907
Pakistan,PAK,1977,99.94893024
Pakistan,PAK,1978,104.3492199
Pakistan,PAK,1979,114.3291506
Pakistan,PAK,1980,128.2430645
Pakistan,PAK,1981,138.4596755
Pakistan,PAK,1982,152.034198
Pakistan,PAK,1983,159.6078885
Pakistan,PAK,1984,169.5753745
Pakistan,PAK,1985,178.5486573
Pakistan,PAK,1986,192.9217166
Pakistan,PAK,1987,210.1040553
Pakistan,PAK,1988,224.2527627
Pakistan,PAK,1989,240.3265837
Pakistan,PAK,1990,253.7854989
Pakistan,PAK,1991,268.4467759
Pakistan,PAK,1992,279.4848803
Pakistan,PAK,1993,310.3030891
Pakistan,PAK,1994,324.059529
Pakistan,PAK,1995,341.9384694
Pakistan,PAK,1996,363.1736075
Pakistan,PAK,1997,367.0594098
Pakistan,PAK,1998,381.4465257
Pakistan,PAK,1999,409.907216
Pakistan,PAK,2000,426.1932115
Pakistan,PAK,2001,432.7483645
Pakistan,PAK,2002,446.1366564
Pakistan,PAK,2003,479.6086715
Pakistan,PAK,2004,537.0702174
Pakistan,PAK,2005,551.3035058
Pakistan,PAK,2006,588.2857937
Pakistan,PAK,2007,628.4839911
Pakistan,PAK,2008,646.4441813
Pakistan,PAK,2009,650.4753895
Pakistan,PAK,2010,651.1952948
Pakistan,PAK,2011,645.3288507
Pakistan,PAK,2012,650.9533005
Pakistan,PAK,2013,653.9444001
Pakistan,PAK,2014,674.5866786
Pakistan,PAK,2015,713.4023349
Pakistan,PAK,2016,777.4743748
Pakistan,PAK,2017,830.0070334
Pakistan,PAK,2018,856.4629502
Pakistan,PAK,2019,860.2476465
Peru,PER,1965,48.72929926
Peru,PER,1966,60.31265269
Peru,PER,1967,60.57138207
Peru,PER,1968,61.19277145
Peru,PER,1969,60.85715146
Peru,PER,1970,63.59028976
Peru,PER,1971,64.1722655
Peru,PER,1972,55.74868404
Peru,PER,1973,65.02407507
Peru,PER,1974,76.22314126
Peru,PER,1975,78.24854593
Peru,PER,1976,78.90057145
Peru,PER,1977,78.84159224
Peru,PER,1978,77.96083681
Peru,PER,1979,80.57035418
Peru,PER,1980,86.75530413
Peru,PER,1981,89.3561551
Peru,PER,1982,87.93562229
Peru,PER,1983,75.78939924
Peru,PER,1984,79.4907122
Peru,PER,1985,76.65065438
Peru,PER,1986,82.05414148
Peru,PER,1987,88.06824601
Peru,PER,1988,86.4843103
Peru,PER,1989,76.75785557
Peru,PER,1990,75.73782503
Peru,PER,1991,71.96637396
Peru,PER,1992,74.51452044
Peru,PER,1993,77.71652301
Peru,PER,1994,84.82798758
Peru,PER,1995,95.17059336
Peru,PER,1996,98.59508054
Peru,PER,1997,100.03424
Peru,PER,1998,98.93713693
Peru,PER,1999,100.8549224
Peru,PER,2000,100.4155395
Peru,PER,2001,94.86421006
Peru,PER,2002,97.21145582
Peru,PER,2003,94.02079049
Peru,PER,2004,106.7777921
Peru,PER,2005,112.4687297
Peru,PER,2006,108.8540151
Peru,PER,2007,124.8366279
Peru,PER,2008,140.2626936
Peru,PER,2009,142.467139
Peru,PER,2010,166.5318366
Peru,PER,2011,191.4986696
Peru,PER,2012,192.1006345
Peru,PER,2013,196.4278633
Peru,PER,2014,201.5159401
Peru,PER,2015,215.0254742
Peru,PER,2016,232.2225211
Peru,PER,2017,218.7881034
Peru,PER,2018,227.2731488
Peru,PER,2019,229.7378246
Philippines,PHL,1965,50.20244766
Philippines,PHL,1966,54.69539709
Philippines,PHL,1967,61.51365699
Philippines,PHL,1968,69.98929349
Philippines,PHL,1969,75.05035893
Philippines,PHL,1970,85.30474713
Philippines,PHL,1971,98.95901528
Philippines,PHL,1972,97.11940908
Philippines,PHL,1973,113.9342934
Philippines,PHL,1974,106.6231217
Philippines,PHL,1975,115.2632936
Philippines,PHL,1976,118.5226157
Philippines,PHL,1977,130.4008157
Philippines,PHL,1978,134.2848738
Philippines,PHL,1979,138.3219345
Philippines,PHL,1980,130.0724174
Philippines,PHL,1981,123.5613397
Philippines,PHL,1982,119.3365191
Philippines,PHL,1983,127.2551387
Philippines,PHL,1984,108.6552597
Philippines,PHL,1985,101.4266009
Philippines,PHL,1986,103.2129809
Philippines,PHL,1987,118.8387334
Philippines,PHL,1988,130.1609491
Philippines,PHL,1989,141.510954
Philippines,PHL,1990,148.9834853
Philippines,PHL,1991,146.260694
Philippines,PHL,1992,176.7198747
Philippines,PHL,1993,182.1698627
Philippines,PHL,1994,191.1789496
Philippines,PHL,1995,216.3148203
Philippines,PHL,1996,231.8508663
Philippines,PHL,1997,253.1449139
Philippines,PHL,1998,255.7446563
Philippines,PHL,1999,248.8550427
Philippines,PHL,2000,245.3740441
Philippines,PHL,2001,246.5035578
Philippines,PHL,2002,245.634006
Philippines,PHL,2003,255.2332436
Philippines,PHL,2004,262.4363877
Philippines,PHL,2005,262.9608184
Philippines,PHL,2006,248.0831068
Philippines,PHL,2007,264.6236784
Philippines,PHL,2008,270.3644946
Philippines,PHL,2009,273.5372619
Philippines,PHL,2010,290.1094015
Philippines,PHL,2011,291.66441
Philippines,PHL,2012,299.94871
Philippines,PHL,2013,327.5670004
Philippines,PHL,2014,347.6374167
Philippines,PHL,2015,383.1466812
Philippines,PHL,2016,421.0346179
Philippines,PHL,2017,464.7939435
Philippines,PHL,2018,479.4195571
Philippines,PHL,2019,496.6129328
Poland,POL,1965,773.321407
Poland,POL,1966,788.4080485
Poland,POL,1967,811.3302357
Poland,POL,1968,873.2456392
Poland,POL,1969,933.4035345
Poland,POL,1970,982.4967832
Poland,POL,1971,1014.182412
Poland,POL,1972,1069.884713
Poland,POL,1973,1090.047553
Poland,POL,1974,1124.232354
Poland,POL,1975,1213.7124
Poland,POL,1976,1280.074365
Poland,POL,1977,1333.783731
Poland,POL,1978,1400.758059
Poland,POL,1979,1422.144275
Poland,POL,1980,1487.893686
Poland,POL,1981,1341.295866
Poland,POL,1982,1367.638105
Poland,POL,1983,1373.266694
Poland,POL,1984,1428.653259
Poland,POL,1985,1459.699857
Poland,POL,1986,1502.006117
Poland,POL,1987,1551.108137
Poland,POL,1988,1521.304516
Poland,POL,1989,1464.43791
Poland,POL,1990,1205.965098
Poland,POL,1991,1179.686249
Poland,POL,1992,1127.587005
Poland,POL,1993,1127.25371
Poland,POL,1994,1077.893607
Poland,POL,1995,1102.926761
Poland,POL,1996,1157.816314
Poland,POL,1997,1146.197517
Poland,POL,1998,1096.658526
Poland,POL,1999,1075.722417
Poland,POL,2000,1010.577668
Poland,POL,2001,1002.16839
Poland,POL,2002,991.3869045
Poland,POL,2003,1027.22175
Poland,POL,2004,1031.939673
Poland,POL,2005,1052.260936
Poland,POL,2006,1103.035695
Poland,POL,2007,1096.414552
Poland,POL,2008,1108.293701
Poland,POL,2009,1060.089113
Poland,POL,2010,1125.899887
Poland,POL,2011,1125.514536
Poland,POL,2012,1079.676778
Poland,POL,2013,1082.904517
Poland,POL,2014,1034.271893
Poland,POL,2015,1039.3308
Poland,POL,2016,1090.461056
Poland,POL,2017,1131.244358
Poland,POL,2018,1148.214216
Poland,POL,2019,1107.962534
Portugal,PRT,1965,37.41450326
Portugal,PRT,1966,38.31708399
Portugal,PRT,1967,41.51376516
Portugal,PRT,1968,43.32869216
Portugal,PRT,1969,44.7999539
Portugal,PRT,1970,59.12636008
Portugal,PRT,1971,65.95002054
Portugal,PRT,1972,70.71322074
Portugal,PRT,1973,79.42522382
Portugal,PRT,1974,82.76038204
Portugal,PRT,1975,86.11952973
Portugal,PRT,1976,89.84100826
Portugal,PRT,1977,88.50652914
Portugal,PRT,1978,92.32933636
Portugal,PRT,1979,98.62821974
Portugal,PRT,1980,104.0833649
Portugal,PRT,1981,110.6282727
Portugal,PRT,1982,115.267448
Portugal,PRT,1983,116.6910711
Portugal,PRT,1984,117.5619938
Portugal,PRT,1985,117.2670238
Portugal,PRT,1986,132.3258059
Portugal,PRT,1987,134.1372848
Portugal,PRT,1988,142.7843776
Portugal,PRT,1989,176.1493529
Portugal,PRT,1990,169.1735948
Portugal,PRT,1991,176.6164507
Portugal,PRT,1992,191.5429399
Portugal,PRT,1993,186.0032402
Portugal,PRT,1994,187.2764109
Portugal,PRT,1995,215.2166033
Portugal,PRT,1996,203.8764803
Portugal,PRT,1997,212.0833252
Portugal,PRT,1998,235.4298564
Portugal,PRT,1999,257.9914019
Portugal,PRT,2000,254.9753479
Portugal,PRT,2001,251.0896898
Portugal,PRT,2002,266.6144205
Portugal,PRT,2003,251.6205227
Portugal,PRT,2004,261.5552126
Portugal,PRT,2005,272.8580552
Portugal,PRT,2006,248.8817791
Portugal,PRT,2007,249.1108035
Portugal,PRT,2008,243.3152613
Portugal,PRT,2009,234.7095842
Portugal,PRT,2010,221.514658
Portugal,PRT,2011,219.6992044
Portugal,PRT,2012,208.100707
Portugal,PRT,2013,206.8650658
Portugal,PRT,2014,203.8693278
Portugal,PRT,2015,220.0256952
Portugal,PRT,2016,216.4081301
Portugal,PRT,2017,238.9643237
Portugal,PRT,2018,222.7996691
Portugal,PRT,2019,218.8455129
Qatar,QAT,1965,1.411084184
Qatar,QAT,1966,1.420698914
Qatar,QAT,1967,2.035378851
Qatar,QAT,1968,6.439569318
Qatar,QAT,1969,10.11864809
Qatar,QAT,1970,11.52569644
Qatar,QAT,1971,11.48125641
Qatar,QAT,1972,12.70094599
Qatar,QAT,1973,18.02103025
Qatar,QAT,1974,15.71219201
Qatar,QAT,1975,23.44536653
Qatar,QAT,1976,15.06015233
Qatar,QAT,1977,20.9832254
Qatar,QAT,1978,20.12847666
Qatar,QAT,1979,50.3661064
Qatar,QAT,1980,57.59349913
Qatar,QAT,1981,54.04648129
Qatar,QAT,1982,65.34622172
Qatar,QAT,1983,68.47770645
Qatar,QAT,1984,77.44823196
Qatar,QAT,1985,78.76565968
Qatar,QAT,1986,86.18331728
Qatar,QAT,1987,85.93530486
Qatar,QAT,1988,79.16839833
Qatar,QAT,1989,84.59318406
Qatar,QAT,1990,86.29598154
Qatar,QAT,1991,97.28912589
Qatar,QAT,1992,149.6850514
Qatar,QAT,1993,159.1088315
Qatar,QAT,1994,160.4071561
Qatar,QAT,1995,161.3973986
Qatar,QAT,1996,120.0090066
Qatar,QAT,1997,128.0750988
Qatar,QAT,1998,136.9991957
Qatar,QAT,1999,153.0243558
Qatar,QAT,2000,134.4079536
Qatar,QAT,2001,130.9941976
Qatar,QAT,2002,147.973867
Qatar,QAT,2003,166.3240336
Qatar,QAT,2004,194.970094
Qatar,QAT,2005,224.3897026
Qatar,QAT,2006,236.4025338
Qatar,QAT,2007,258.5170374
Qatar,QAT,2008,285.8872215
Qatar,QAT,2009,288.8416269
Qatar,QAT,2010,336.0176683
Qatar,QAT,2011,388.5694631
Qatar,QAT,2012,441.0458584
Qatar,QAT,2013,474.3620584
Qatar,QAT,2014,509.6300635
Qatar,QAT,2015,568.4050864
Qatar,QAT,2016,553.9755393
Qatar,QAT,2017,533.7191273
Qatar,QAT,2018,552.7638369
Qatar,QAT,2019,561.6150185
Romania,ROU,1965,275.7493528
Romania,ROU,1966,294.209627
Romania,ROU,1967,327.3692497
Romania,ROU,1968,348.361214
Romania,ROU,1969,399.2565269
Romania,ROU,1970,423.8114282
Romania,ROU,1971,445.274189
Romania,ROU,1972,461.5630423
Romania,ROU,1973,503.5077731
Romania,ROU,1974,504.4322441
Romania,ROU,1975,549.8309065
Romania,ROU,1976,598.3707287
Romania,ROU,1977,632.3079572
Romania,ROU,1978,679.3689743
Romania,ROU,1979,691.2876194
Romania,ROU,1980,694.4796634
Romania,ROU,1981,695.9245598
Romania,ROU,1982,692.2221127
Romania,ROU,1983,692.5219874
Romania,ROU,1984,683.5081685
Romania,ROU,1985,677.312318
Romania,ROU,1986,698.1183352
Romania,ROU,1987,723.9726661
Romania,ROU,1988,727.4434661
Romania,ROU,1989,732.0321584
Romania,ROU,1990,701.4676578
Romania,ROU,1991,581.3081128
Romania,ROU,1992,516.0711151
Romania,ROU,1993,497.4642288
Romania,ROU,1994,466.274348
Romania,ROU,1995,505.4420413
Romania,ROU,1996,500.8818004
Romania,ROU,1997,456.1940466
Romania,ROU,1998,407.9266875
Romania,ROU,1999,352.3385024
Romania,ROU,2000,361.15234
Romania,ROU,2001,365.9119763
Romania,ROU,2002,379.0205538
Romania,ROU,2003,389.1293466
Romania,ROU,2004,394.3858827
Romania,ROU,2005,385.1524398
Romania,ROU,2006,399.9992803
Romania,ROU,2007,384.5302854
Romania,ROU,2008,372.5274222
Romania,ROU,2009,318.5350676
Romania,ROU,2010,310.2554601
Romania,ROU,2011,330.3234076
Romania,ROU,2012,319.7487191
Romania,ROU,2013,279.8703822
Romania,ROU,2014,280.512203
Romania,ROU,2015,279.7270018
