Entity,Code,Year,Fossil fuels per capita (kWh)
Slovenia,SVN,1998,28038.67227
Slovenia,SVN,1999,27589.2586
Slovenia,SVN,2000,26939.81406
Slovenia,SVN,2001,28179.07653
Slovenia,SVN,2002,28332.39154
Slovenia,SVN,2003,28549.82778
Slovenia,SVN,2004,29094.63481
Slovenia,SVN,2005,29452.62367
Slovenia,SVN,2006,30080.20042
Slovenia,SVN,2007,29963.19246
Slovenia,SVN,2008,31743.75857
Slovenia,SVN,2009,28014.37604
Slovenia,SVN,2010,28287.4348
Slovenia,SVN,2011,27525.72398
Slovenia,SVN,2012,26544.90745
Slovenia,SVN,2013,25346.29566
Slovenia,SVN,2014,23161.96338
Slovenia,SVN,2015,23189.78946
Slovenia,SVN,2016,24778.81857
Slovenia,SVN,2017,25290.17451
Slovenia,SVN,2018,25478.82305
Slovenia,SVN,2019,24082.50323
South Africa,ZAF,1965,18267.70098
South Africa,ZAF,1966,17916.47095
South Africa,ZAF,1967,18183.87158
South Africa,ZAF,1968,18701.04483
South Africa,ZAF,1969,18759.44342
South Africa,ZAF,1970,19093.98733
South Africa,ZAF,1971,20017.45399
South Africa,ZAF,1972,20039.66822
South Africa,ZAF,1973,20979.90981
South Africa,ZAF,1974,21005.48595
South Africa,ZAF,1975,21833.54931
South Africa,ZAF,1976,22140.92292
South Africa,ZAF,1977,22129.53393
South Africa,ZAF,1978,21385.03677
South Africa,ZAF,1979,21623.44709
South Africa,ZAF,1980,22513.96866
South Africa,ZAF,1981,25467.52443
South Africa,ZAF,1982,26723.44389
South Africa,ZAF,1983,26382.34496
South Africa,ZAF,1984,27722.16489
South Africa,ZAF,1985,27468.10831
South Africa,ZAF,1986,26926.31981
South Africa,ZAF,1987,26945.34006
South Africa,ZAF,1988,28579.71015
South Africa,ZAF,1989,26609.25432
South Africa,ZAF,1990,27246.78596
South Africa,ZAF,1991,26258.59239
South Africa,ZAF,1992,25818.02532
South Africa,ZAF,1993,25337.86459
South Africa,ZAF,1994,25604.44314
South Africa,ZAF,1995,26158.08153
South Africa,ZAF,1996,26094.55199
South Africa,ZAF,1997,26124.30479
South Africa,ZAF,1998,25204.41966
South Africa,ZAF,1999,25813.50059
South Africa,ZAF,2000,25432.76591
South Africa,ZAF,2001,25342.45912
South Africa,ZAF,2002,24256.47816
South Africa,ZAF,2003,26079.65897
South Africa,ZAF,2004,28147.321
South Africa,ZAF,2005,26390.78947
South Africa,ZAF,2006,26586.18696
South Africa,ZAF,2007,26901.95459
South Africa,ZAF,2008,28516.27434
South Africa,ZAF,2009,28046.81499
South Africa,ZAF,2010,27911.99583
South Africa,ZAF,2011,27032.38808
South Africa,ZAF,2012,26294.42999
South Africa,ZAF,2013,25907.2024
South Africa,ZAF,2014,25730.3174
South Africa,ZAF,2015,24419.39384
South Africa,ZAF,2016,25075.61697
South Africa,ZAF,2017,24383.75196
South Africa,ZAF,2018,24400.02092
South Africa,ZAF,2019,24436.72202
South Korea,KOR,1965,2516.486811
South Korea,KOR,1966,2970.778169
South Korea,KOR,1967,3355.693165
South Korea,KOR,1968,3779.984213
South Korea,KOR,1969,4441.655091
South Korea,KOR,1970,5089.339617
South Korea,KOR,1971,5396.705526
South Korea,KOR,1972,5485.649063
South Korea,KOR,1973,6691.437152
South Korea,KOR,1974,6783.424327
South Korea,KOR,1975,7366.553005
South Korea,KOR,1976,8119.797533
South Korea,KOR,1977,9248.207916
South Korea,KOR,1978,10022.85428
South Korea,KOR,1979,11341.17196
South Korea,KOR,1980,11525.18697
South Korea,KOR,1981,11901.90126
South Korea,KOR,1982,11736.03683
South Korea,KOR,1983,12197.41747
South Korea,KOR,1984,13037.12416
South Korea,KOR,1985,13901.50302
South Korea,KOR,1986,14805.3085
South Korea,KOR,1987,15669.33993
South Korea,KOR,1988,17749.93651
South Korea,KOR,1989,18805.36029
South Korea,KOR,1990,21019.56265
South Korea,KOR,1991,23874.80678
South Korea,KOR,1992,27142.55696
South Korea,KOR,1993,29629.04312
South Korea,KOR,1994,32008.18923
South Korea,KOR,1995,34393.41135
South Korea,KOR,1996,37643.11574
South Korea,KOR,1997,41211.59703
South Korea,KOR,1998,36491.01404
South Korea,KOR,1999,39121.40724
South Korea,KOR,2000,41221.36146
South Korea,KOR,2001,41975.36365
South Korea,KOR,2002,43539.75348
South Korea,KOR,2003,44277.37019
South Korea,KOR,2004,45026.92117
South Korea,KOR,2005,45693.89386
South Korea,KOR,2006,46336.6567
South Korea,KOR,2007,48242.68495
South Korea,KOR,2008,48749.59874
South Korea,KOR,2009,48990.9413
South Korea,KOR,2010,53050.82551
South Korea,KOR,2011,55235.25148
South Korea,KOR,2012,55798.09581
South Korea,KOR,2013,56073.18029
South Korea,KOR,2014,55396.08051
South Korea,KOR,2015,55921.72678
South Korea,KOR,2016,57338.18151
South Korea,KOR,2017,58835.89669
South Korea,KOR,2018,60159.87745
South Korea,KOR,2019,58322.53981
Spain,ESP,1965,8685.14245
Spain,ESP,1966,9270.013674
Spain,ESP,1967,10494.85173
Spain,ESP,1968,10873.67871
Spain,ESP,1969,11855.22908
Spain,ESP,1970,13099.70252
Spain,ESP,1971,14030.88816
Spain,ESP,1972,14741.68216
Spain,ESP,1973,16681.27087
Spain,ESP,1974,17091.0057
Spain,ESP,1975,17781.67282
Spain,ESP,1976,19389.39721
Spain,ESP,1977,18533.90097
Spain,ESP,1978,18301.70399
Spain,ESP,1979,19411.67667
Spain,ESP,1980,20790.67491
Spain,ESP,1981,21090.09033
Spain,ESP,1982,20662.06897
Spain,ESP,1983,20903.29157
Spain,ESP,1984,19934.82006
Spain,ESP,1985,19317.45934
Spain,ESP,1986,19439.60329
Spain,ESP,1987,19933.42961
Spain,ESP,1988,19729.43779
Spain,ESP,1989,21728.9789
Spain,ESP,1990,21375.29724
Spain,ESP,1991,22048.44793
Spain,ESP,1992,23936.79473
Spain,ESP,1993,22486.72513
Spain,ESP,1994,23511.12677
Spain,ESP,1995,24895.72716
Spain,ESP,1996,24723.50935
Spain,ESP,1997,26770.60357
Spain,ESP,1998,27984.27232
Spain,ESP,1999,29574.8394
Spain,ESP,2000,30487.66526
Spain,ESP,2001,30835.2753
Spain,ESP,2002,31875.62973
Spain,ESP,2003,32290.86402
Spain,ESP,2004,33631.5238
Spain,ESP,2005,34383.29438
Spain,ESP,2006,33684.90233
Spain,ESP,2007,33940.20989
Spain,ESP,2008,31904.95598
Spain,ESP,2009,28368.37082
Spain,ESP,2010,27033.96681
Spain,ESP,2011,27039.62693
Spain,ESP,2012,26562.99993
Spain,ESP,2013,24046.94764
Spain,ESP,2014,23533.92985
Spain,ESP,2015,24789.08534
Spain,ESP,2016,24662.23513
Spain,ESP,2017,26017.52288
Spain,ESP,2018,25657.30583
Spain,ESP,2019,25138.33374
Sri Lanka,LKA,1965,493.6001309
Sri Lanka,LKA,1966,493.5175872
Sri Lanka,LKA,1967,493.4582015
Sri Lanka,LKA,1968,493.4121657
Sri Lanka,LKA,1969,493.3941046
Sri Lanka,LKA,1970,965.2242447
Sri Lanka,LKA,1971,860.9578106
Sri Lanka,LKA,1972,922.1742495
Sri Lanka,LKA,1973,942.8152351
Sri Lanka,LKA,1974,733.041494
Sri Lanka,LKA,1975,696.2773453
Sri Lanka,LKA,1976,678.570577
Sri Lanka,LKA,1977,708.6250482
Sri Lanka,LKA,1978,809.26041
Sri Lanka,LKA,1979,817.4455736
Sri Lanka,LKA,1980,810.9917461
Sri Lanka,LKA,1981,941.3568172
Sri Lanka,LKA,1982,1051.862137
Sri Lanka,LKA,1983,1133.307407
Sri Lanka,LKA,1984,955.6926749
Sri Lanka,LKA,1985,857.9318807
Sri Lanka,LKA,1986,838.4281936
Sri Lanka,LKA,1987,940.8232546
Sri Lanka,LKA,1988,898.5510671
Sri Lanka,LKA,1989,842.7582653
Sri Lanka,LKA,1990,888.6175616
Sri Lanka,LKA,1991,927.4802952
Sri Lanka,LKA,1992,1078.695716
Sri Lanka,LKA,1993,1037.467898
Sri Lanka,LKA,1994,1138.432532
Sri Lanka,LKA,1995,1223.293675
Sri Lanka,LKA,1996,1482.53894
Sri Lanka,LKA,1997,1598.564688
Sri Lanka,LKA,1998,1698.63524
Sri Lanka,LKA,1999,1843.876522
Sri Lanka,LKA,2000,2170.75172
Sri Lanka,LKA,2001,2118.317002
Sri Lanka,LKA,2002,2221.09648
Sri Lanka,LKA,2003,2218.445849
Sri Lanka,LKA,2004,2162.220298
Sri Lanka,LKA,2005,2459.155218
Sri Lanka,LKA,2006,2536.163728
Sri Lanka,LKA,2007,2670.868649
Sri Lanka,LKA,2008,2420.822482
Sri Lanka,LKA,2009,2531.892154
Sri Lanka,LKA,2010,2500.152076
Sri Lanka,LKA,2011,2780.113632
Sri Lanka,LKA,2012,2946.115633
Sri Lanka,LKA,2013,2524.706537
Sri Lanka,LKA,2014,2457.605533
Sri Lanka,LKA,2015,3086.982453
Sri Lanka,LKA,2016,3529.575645
Sri Lanka,LKA,2017,3743.129559
Sri Lanka,LKA,2018,3721.786034
Sri Lanka,LKA,2019,4015.150021
Sweden,SWE,1965,33001.61389
Sweden,SWE,1966,36419.17275
Sweden,SWE,1967,35974.78281
Sweden,SWE,1968,39557.38191
Sweden,SWE,1969,41792.37992
Sweden,SWE,1970,45099.00973
Sweden,SWE,1971,42089.51575
Sweden,SWE,1972,42626.43112
Sweden,SWE,1973,43613.50698
Sweden,SWE,1974,39545.97174
Sweden,SWE,1975,39533.99839
Sweden,SWE,1976,43061.87394
Sweden,SWE,1977,41150.496
Sweden,SWE,1978,49137.1238
Sweden,SWE,1979,52975.11089
Sweden,SWE,1980,46836.87476
Sweden,SWE,1981,41987.18935
Sweden,SWE,1982,39389.82534
Sweden,SWE,1983,35103.42969
Sweden,SWE,1984,34227.00873
Sweden,SWE,1985,37063.59064
Sweden,SWE,1986,39583.07649
Sweden,SWE,1987,34666.04615
Sweden,SWE,1988,32577.00785
Sweden,SWE,1989,31185.15542
Sweden,SWE,1990,31307.0321
Sweden,SWE,1991,27394.79837
Sweden,SWE,1992,28232.73481
Sweden,SWE,1993,27773.06856
Sweden,SWE,1994,29025.81488
Sweden,SWE,1995,27705.76832
Sweden,SWE,1996,29693.53958
Sweden,SWE,1997,27543.52644
Sweden,SWE,1998,30519.59205
Sweden,SWE,1999,29340.65197
Sweden,SWE,2000,25898.12143
Sweden,SWE,2001,26619.90345
Sweden,SWE,2002,27176.68828
Sweden,SWE,2003,28591.6541
Sweden,SWE,2004,27564.10947
Sweden,SWE,2005,27082.82796
Sweden,SWE,2006,27492.73167
Sweden,SWE,2007,26527.48515
Sweden,SWE,2008,25013.00158
Sweden,SWE,2009,23355.19866
Sweden,SWE,2010,24452.4065
Sweden,SWE,2011,22156.62888
Sweden,SWE,2012,21141.61145
Sweden,SWE,2013,20773.26732
Sweden,SWE,2014,19918.42327
Sweden,SWE,2015,19541.1396
Sweden,SWE,2016,19987.64892
Sweden,SWE,2017,19685.24192
Sweden,SWE,2018,18930.93372
Sweden,SWE,2019,19303.84593
Switzerland,CHE,1965,19131.77214
Switzerland,CHE,1966,19449.40651
Switzerland,CHE,1967,20284.06474
Switzerland,CHE,1968,21979.22184
Switzerland,CHE,1969,23380.88403
Switzerland,CHE,1970,25653.00084
Switzerland,CHE,1971,26605.62619
Switzerland,CHE,1972,26956.60509
Switzerland,CHE,1973,28782.79471
Switzerland,CHE,1974,25786.46528
Switzerland,CHE,1975,24964.02243
Switzerland,CHE,1976,25911.2713
Switzerland,CHE,1977,26289.39047
Switzerland,CHE,1978,27059.95033
Switzerland,CHE,1979,26212.88698
Switzerland,CHE,1980,26585.33719
Switzerland,CHE,1981,25124.60379
Switzerland,CHE,1982,23760.47648
Switzerland,CHE,1983,25677.73077
Switzerland,CHE,1984,25192.10879
Switzerland,CHE,1985,25527.68048
Switzerland,CHE,1986,27417.26055
Switzerland,CHE,1987,25937.57472
Switzerland,CHE,1988,25756.54128
Switzerland,CHE,1989,24872.56735
Switzerland,CHE,1990,26380.80697
Switzerland,CHE,1991,26735.60249
Switzerland,CHE,1992,26751.29469
Switzerland,CHE,1993,25082.66427
Switzerland,CHE,1994,25514.29089
Switzerland,CHE,1995,24012.8814
Switzerland,CHE,1996,24787.54079
Switzerland,CHE,1997,25592.91747
Switzerland,CHE,1998,25849.35306
Switzerland,CHE,1999,25640.58985
Switzerland,CHE,2000,24942.49651
Switzerland,CHE,2001,26441.91506
Switzerland,CHE,2002,25052.01312
Switzerland,CHE,2003,24564.14512
Switzerland,CHE,2004,24400.21974
Switzerland,CHE,2005,24684.48517
Switzerland,CHE,2006,24842.50054
Switzerland,CHE,2007,22525.74853
Switzerland,CHE,2008,23692.83201
Switzerland,CHE,2009,23529.2542
Switzerland,CHE,2010,22345.94341
Switzerland,CHE,2011,21028.32662
Switzerland,CHE,2012,21429.19547
Switzerland,CHE,2013,22183.23858
Switzerland,CHE,2014,19543.58616
Switzerland,CHE,2015,19760.84405
Switzerland,CHE,2016,18902.77825
Switzerland,CHE,2017,19100.61982
Switzerland,CHE,2018,18191.12791
Switzerland,CHE,2019,18462.57601
Taiwan,TWN,1965,4860.937021
Taiwan,TWN,1966,5067.375465
Taiwan,TWN,1967,5419.414601
Taiwan,TWN,1968,5868.613451
Taiwan,TWN,1969,6177.278165
Taiwan,TWN,1970,6647.444417
Taiwan,TWN,1971,8257.871585
Taiwan,TWN,1972,8579.425466
Taiwan,TWN,1973,9995.827813
Taiwan,TWN,1974,9135.196804
Taiwan,TWN,1975,9873.296069
Taiwan,TWN,1976,12188.7702
Taiwan,TWN,1977,13250.44328
Taiwan,TWN,1978,14938.88928
Taiwan,TWN,1979,15154.49647
Taiwan,TWN,1980,15791.83657
Taiwan,TWN,1981,13755.09924
Taiwan,TWN,1982,13249.895
Taiwan,TWN,1983,14188.80297
Taiwan,TWN,1984,14277.07901
Taiwan,TWN,1985,16317.45981
Taiwan,TWN,1986,18128.16369
Taiwan,TWN,1987,18799.61989
Taiwan,TWN,1988,21358.5776
Taiwan,TWN,1989,22999.84718
Taiwan,TWN,1990,23624.45165
Taiwan,TWN,1991,25015.31365
Taiwan,TWN,1992,26250.90959
Taiwan,TWN,1993,28169.18898
Taiwan,TWN,1994,29681.19016
Taiwan,TWN,1995,31479.94291
Taiwan,TWN,1996,32549.54034
Taiwan,TWN,1997,34944.91119
Taiwan,TWN,1998,36834.84728
Taiwan,TWN,1999,40964.96784
Taiwan,TWN,2000,41673.71003
Taiwan,TWN,2001,43190.05474
Taiwan,TWN,2002,44659.3898
Taiwan,TWN,2003,46762.49758
Taiwan,TWN,2004,48926.66943
Taiwan,TWN,2005,49077.87319
Taiwan,TWN,2006,49968.16513
Taiwan,TWN,2007,51942.77604
Taiwan,TWN,2008,48679.79995
Taiwan,TWN,2009,47655.61786
Taiwan,TWN,2010,50365.86722
Taiwan,TWN,2011,49526.15632
Taiwan,TWN,2012,49429.96535
Taiwan,TWN,2013,50319.52728
Taiwan,TWN,2014,51523.74779
Taiwan,TWN,2015,51369.19406
Taiwan,TWN,2016,52476.70952
Taiwan,TWN,2017,53596.33357
Taiwan,TWN,2018,53689.49875
Taiwan,TWN,2019,51428.30385
Thailand,THA,1965,886.7712754
Thailand,THA,1966,1020.081178
Thailand,THA,1967,1114.102314
Thailand,THA,1968,1417.526524
Thailand,THA,1969,1489.977692
Thailand,THA,1970,1680.614331
Thailand,THA,1971,1803.365288
Thailand,THA,1972,2184.31594
Thailand,THA,1973,2249.221594
Thailand,THA,1974,2242.238924
Thailand,THA,1975,2364.186645
Thailand,THA,1976,2432.852286
Thailand,THA,1977,2663.338961
Thailand,THA,1978,2925.606854
Thailand,THA,1979,2954.863732
Thailand,THA,1980,3016.733526
Thailand,THA,1981,2896.638594
Thailand,THA,1982,2864.692143
Thailand,THA,1983,3141.777221
Thailand,THA,1984,3392.114037
Thailand,THA,1985,3522.030429
Thailand,THA,1986,3603.900738
Thailand,THA,1987,4178.720666
Thailand,THA,1988,4641.685379
Thailand,THA,1989,5190.276915
Thailand,THA,1990,6135.375963
Thailand,THA,1991,6739.552008
Thailand,THA,1992,7404.066843
Thailand,THA,1993,8408.317476
Thailand,THA,1994,9323.435295
Thailand,THA,1995,10033.52118
Thailand,THA,1996,11228.05921
Thailand,THA,1997,11716.32001
Thailand,THA,1998,10786.94927
Thailand,THA,1999,11483.03567
Thailand,THA,2000,11513.31635
Thailand,THA,2001,12025.23822
Thailand,THA,2002,13085.38866
Thailand,THA,2003,14082.4762
Thailand,THA,2004,15018.959
Thailand,THA,2005,15452.0257
Thailand,THA,2006,15498.01735
Thailand,THA,2007,16097.09809
Thailand,THA,2008,16199.6324
Thailand,THA,2009,16661.46778
Thailand,THA,2010,17675.9823
Thailand,THA,2011,18164.97999
Thailand,THA,2012,19268.54311
Thailand,THA,2013,19497.05654
Thailand,THA,2014,19864.57884
Thailand,THA,2015,20416.83898
Thailand,THA,2016,20715.06387
Thailand,THA,2017,20853.32152
Thailand,THA,2018,21153.47883
Thailand,THA,2019,21013.21589
Trinidad and Tobago,TTO,1965,36870.26402
Trinidad and Tobago,TTO,1966,38930.80765
Trinidad and Tobago,TTO,1967,41230.12428
Trinidad and Tobago,TTO,1968,42228.05473
Trinidad and Tobago,TTO,1969,43268.21676
Trinidad and Tobago,TTO,1970,47281.07692
Trinidad and Tobago,TTO,1971,47121.82785
Trinidad and Tobago,TTO,1972,64186.42388
Trinidad and Tobago,TTO,1973,62774.17757
Trinidad and Tobago,TTO,1974,59623.4541
Trinidad and Tobago,TTO,1975,47320.81267
Trinidad and Tobago,TTO,1976,52500.38021
Trinidad and Tobago,TTO,1977,53875.69971
Trinidad and Tobago,TTO,1978,53456.40161
Trinidad and Tobago,TTO,1979,46558.54546
Trinidad and Tobago,TTO,1980,44117.32075
Trinidad and Tobago,TTO,1981,45889.43377
Trinidad and Tobago,TTO,1982,53041.2525
Trinidad and Tobago,TTO,1983,50936.98031
Trinidad and Tobago,TTO,1984,49476.48162
Trinidad and Tobago,TTO,1985,50468.37798
Trinidad and Tobago,TTO,1986,51875.23991
Trinidad and Tobago,TTO,1987,48464.31446
Trinidad and Tobago,TTO,1988,52880.29586
Trinidad and Tobago,TTO,1989,51639.29935
Trinidad and Tobago,TTO,1990,56921.41645
Trinidad and Tobago,TTO,1991,56394.72439
Trinidad and Tobago,TTO,1992,59297.28336
Trinidad and Tobago,TTO,1993,62160.94201
Trinidad and Tobago,TTO,1994,65552.95333
Trinidad and Tobago,TTO,1995,70866.58115
Trinidad and Tobago,TTO,1996,80085.1069
Trinidad and Tobago,TTO,1997,79934.7628
Trinidad and Tobago,TTO,1998,81009.22597
Trinidad and Tobago,TTO,1999,89898.48744
Trinidad and Tobago,TTO,2000,93742.14221
Trinidad and Tobago,TTO,2001,100728.8594
Trinidad and Tobago,TTO,2002,108891.3057
Trinidad and Tobago,TTO,2003,121455.3922
Trinidad and Tobago,TTO,2004,132922.2879
Trinidad and Tobago,TTO,2005,141869.4969
Trinidad and Tobago,TTO,2006,164810.3843
Trinidad and Tobago,TTO,2007,169317.7533
Trinidad and Tobago,TTO,2008,166062.2449
Trinidad and Tobago,TTO,2009,163814.4298
Trinidad and Tobago,TTO,2010,176098.8815
Trinidad and Tobago,TTO,2011,171903.1914
Trinidad and Tobago,TTO,2012,168096.3796
Trinidad and Tobago,TTO,2013,170077.5427
Trinidad and Tobago,TTO,2014,168208.6563
Trinidad and Tobago,TTO,2015,162254.8835
Trinidad and Tobago,TTO,2016,143120.0312
Trinidad and Tobago,TTO,2017,151208.2606
Trinidad and Tobago,TTO,2018,142567.3794
Trinidad and Tobago,TTO,2019,142110.5303
Turkey,TUR,1965,2733.700713
Turkey,TUR,1966,3077.530408
Turkey,TUR,1967,3108.21124
Turkey,TUR,1968,3502.148947
Turkey,TUR,1969,3737.255058
Turkey,TUR,1970,3933.509976
Turkey,TUR,1971,4315.339063
Turkey,TUR,1972,4684.522186
Turkey,TUR,1973,5264.620214
Turkey,TUR,1974,5188.760254
Turkey,TUR,1975,5487.359394
Turkey,TUR,1976,5919.805025
Turkey,TUR,1977,6374.42311
Turkey,TUR,1978,6576.68135
Turkey,TUR,1979,5963.04294
Turkey,TUR,1980,6014.810596
Turkey,TUR,1981,5857.847222
Turkey,TUR,1982,6231.19394
Turkey,TUR,1983,6504.204562
Turkey,TUR,1984,6608.056454
Turkey,TUR,1985,7132.722308
Turkey,TUR,1986,7689.60686
Turkey,TUR,1987,8304.670322
Turkey,TUR,1988,8483.253068
Turkey,TUR,1989,8763.363204
Turkey,TUR,1990,9148.844874
Turkey,TUR,1991,9232.023811
Turkey,TUR,1992,9406.288405
Turkey,TUR,1993,9794.238345
Turkey,TUR,1994,9452.416996
Turkey,TUR,1995,10336.29237
Turkey,TUR,1996,11016.35731
Turkey,TUR,1997,11460.01141
Turkey,TUR,1998,11504.48469
Turkey,TUR,1999,11340.33512
Turkey,TUR,2000,12215.82887
Turkey,TUR,2001,11124.00015
Turkey,TUR,2002,11673.4682
Turkey,TUR,2003,12213.11226
Turkey,TUR,2004,12554.896
Turkey,TUR,2005,13002.92264
Turkey,TUR,2006,14237.28885
Turkey,TUR,2007,15393.50107
Turkey,TUR,2008,15356.75303
Turkey,TUR,2009,15249.68819
Turkey,TUR,2010,15278.4349
Turkey,TUR,2011,16140.83898
Turkey,TUR,2012,16738.59888
Turkey,TUR,2013,16145.57242
Turkey,TUR,2014,17062.3323
Turkey,TUR,2015,17534.12831
Turkey,TUR,2016,18057.62663
Turkey,TUR,2017,19117.62158
Turkey,TUR,2018,18245.44308
Turkey,TUR,2019,17595.49885
Turkmenistan,TKM,1985,44110.76304
Turkmenistan,TKM,1986,53579.62695
Turkmenistan,TKM,1987,52003.07914
Turkmenistan,TKM,1988,51051.59994
Turkmenistan,TKM,1989,51110.35941
Turkmenistan,TKM,1990,41227.72744
Turkmenistan,TKM,1991,41167.08991
Turkmenistan,TKM,1992,38194.60321
Turkmenistan,TKM,1993,30485.76894
Turkmenistan,TKM,1994,31699.14133
Turkmenistan,TKM,1995,25515.28023
Turkmenistan,TKM,1996,36481.23341
Turkmenistan,TKM,1997,27498.21118
Turkmenistan,TKM,1998,33790.588
Turkmenistan,TKM,1999,31872.43015
Turkmenistan,TKM,2000,26530.37029
Turkmenistan,TKM,2001,33134.95146
Turkmenistan,TKM,2002,27669.46393
Turkmenistan,TKM,2003,37824.27299
Turkmenistan,TKM,2004,37082.22797
Turkmenistan,TKM,2005,37138.11284
Turkmenistan,TKM,2006,37100.62329
Turkmenistan,TKM,2007,35557.22226
Turkmenistan,TKM,2008,28777.73631
Turkmenistan,TKM,2009,46244.53069
Turkmenistan,TKM,2010,49057.85011
Turkmenistan,TKM,2011,53534.71142
Turkmenistan,TKM,2012,57318.61658
Turkmenistan,TKM,2013,49987.31703
Turkmenistan,TKM,2014,50863.83495
Turkmenistan,TKM,2015,59802.53836
Turkmenistan,TKM,2016,58197.62957
Turkmenistan,TKM,2017,56630.18858
Turkmenistan,TKM,2018,62390.33956
Turkmenistan,TKM,2019,67654.18788
Ukraine,UKR,1985,51016.82581
Ukraine,UKR,1986,51691.64155
Ukraine,UKR,1987,52343.51244
Ukraine,UKR,1988,50951.83145
Ukraine,UKR,1989,48877.24256
Ukraine,UKR,1990,56940.7209
Ukraine,UKR,1991,52364.35707
Ukraine,UKR,1992,45345.16342
Ukraine,UKR,1993,37539.3739
Ukraine,UKR,1994,31405.13149
Ukraine,UKR,1995,30275.10276
Ukraine,UKR,1996,28746.08
Ukraine,UKR,1997,27007.99992
Ukraine,UKR,1998,26454.33411
Ukraine,UKR,1999,27110.98709
Ukraine,UKR,2000,27341.29739
Ukraine,UKR,2001,27211.50056
Ukraine,UKR,2002,27232.54218
Ukraine,UKR,2003,28110.7965
Ukraine,UKR,2004,27924.93592
Ukraine,UKR,2005,28167.01464
Ukraine,UKR,2006,28727.09819
Ukraine,UKR,2007,28714.88557
Ukraine,UKR,2008,27840.55168
Ukraine,UKR,2009,23259.07348
Ukraine,UKR,2010,24964.41976
Ukraine,UKR,2011,26353.36697
Ukraine,UKR,2012,25679.80401
Ukraine,UKR,2013,24345.42282
Ukraine,UKR,2014,20838.40443
Ukraine,UKR,2015,16612.656
Ukraine,UKR,2016,18038.44368
Ukraine,UKR,2017,16149.58092
Ukraine,UKR,2018,16760.75076
Ukraine,UKR,2019,16150.0356
United Arab Emirates,ARE,1965,5696.891595
United Arab Emirates,ARE,1966,5700.261505
United Arab Emirates,ARE,1967,31804.47152
United Arab Emirates,ARE,1968,37949.28203
United Arab Emirates,ARE,1969,34329.70864
United Arab Emirates,ARE,1970,40874.88849
United Arab Emirates,ARE,1971,52844.91793
United Arab Emirates,ARE,1972,47281.45776
United Arab Emirates,ARE,1973,51375.00594
United Arab Emirates,ARE,1974,47742.03201
United Arab Emirates,ARE,1975,43538.73617
United Arab Emirates,ARE,1976,47320.15715
United Arab Emirates,ARE,1977,67525.90436
United Arab Emirates,ARE,1978,68635.99636
United Arab Emirates,ARE,1979,72286.09145
United Arab Emirates,ARE,1980,106156.1909
United Arab Emirates,ARE,1981,115353.2641
United Arab Emirates,ARE,1982,117485.3546
United Arab Emirates,ARE,1983,107237.5204
United Arab Emirates,ARE,1984,126815.1568
United Arab Emirates,ARE,1985,148924.7551
United Arab Emirates,ARE,1986,170406.8053
United Arab Emirates,ARE,1987,179304.7358
United Arab Emirates,ARE,1988,186732.7928
United Arab Emirates,ARE,1989,198214.9756
United Arab Emirates,ARE,1990,189835.0379
United Arab Emirates,ARE,1991,218369.3358
United Arab Emirates,ARE,1992,199153.4146
United Arab Emirates,ARE,1993,195854.5754
United Arab Emirates,ARE,1994,203563.4006
United Arab Emirates,ARE,1995,201773.4881
United Arab Emirates,ARE,1996,197816.5462
United Arab Emirates,ARE,1997,196315.8555
United Arab Emirates,ARE,1998,190797.9686
United Arab Emirates,ARE,1999,182424.0105
United Arab Emirates,ARE,2000,171943.7283
United Arab Emirates,ARE,2001,164947.4997
United Arab Emirates,ARE,2002,171136.5835
United Arab Emirates,ARE,2003,171027.9831
United Arab Emirates,ARE,2004,166837.8426
United Arab Emirates,ARE,2005,154367.4627
United Arab Emirates,ARE,2006,140584.9634
United Arab Emirates,ARE,2007,133221.4402
United Arab Emirates,ARE,2008,132858.6044
United Arab Emirates,ARE,2009,117453.7679
United Arab Emirates,ARE,2010,113961.6612
United Arab Emirates,ARE,2011,114860.8403
United Arab Emirates,ARE,2012,118047.9432
United Arab Emirates,ARE,2013,123632.3214
United Arab Emirates,ARE,2014,122799.4389
United Arab Emirates,ARE,2015,134406.9544
United Arab Emirates,ARE,2016,138132.1455
United Arab Emirates,ARE,2017,137865.6495
United Arab Emirates,ARE,2018,138117.2031
United Arab Emirates,ARE,2019,136259.3727
United Kingdom,GBR,1965,41659.31741
United Kingdom,GBR,1966,41355.39907
United Kingdom,GBR,1967,40966.74238
United Kingdom,GBR,1968,42190.8076
United Kingdom,GBR,1969,43463.04248
United Kingdom,GBR,1970,44334.88655
United Kingdom,GBR,1971,43331.89373
United Kingdom,GBR,1972,43787.41164
United Kingdom,GBR,1973,46000.32799
United Kingdom,GBR,1974,43245.99682
United Kingdom,GBR,1975,40796.72267
United Kingdom,GBR,1976,41314.10688
United Kingdom,GBR,1977,41948.94241
United Kingdom,GBR,1978,42335.92863
United Kingdom,GBR,1979,44348.67699
United Kingdom,GBR,1980,40285.0457
United Kingdom,GBR,1981,39031.48283
United Kingdom,GBR,1982,38174.76043
United Kingdom,GBR,1983,38014.22198
United Kingdom,GBR,1984,37754.70792
United Kingdom,GBR,1985,39098.00316
United Kingdom,GBR,1986,40254.71167
United Kingdom,GBR,1987,40308.8487
United Kingdom,GBR,1988,40328.53536
United Kingdom,GBR,1989,39860.66483
