Entity,Code,Year,Fossil fuels per capita (kWh)
United Kingdom,GBR,1990,40339.75586
United Kingdom,GBR,1991,40938.66914
United Kingdom,GBR,1992,40185.37839
United Kingdom,GBR,1993,39998.54646
United Kingdom,GBR,1994,39338.80255
United Kingdom,GBR,1995,39355.711
United Kingdom,GBR,1996,41133.305
United Kingdom,GBR,1997,39957.52354
United Kingdom,GBR,1998,40158.45116
United Kingdom,GBR,1999,39949.31556
United Kingdom,GBR,2000,40652.01473
United Kingdom,GBR,2001,40822.23447
United Kingdom,GBR,2002,39725.24064
United Kingdom,GBR,2003,40201.99938
United Kingdom,GBR,2004,40494.97372
United Kingdom,GBR,2005,40519.38013
United Kingdom,GBR,2006,39846.21427
United Kingdom,GBR,2007,38606.6689
United Kingdom,GBR,2008,37713.54992
United Kingdom,GBR,2009,34442.674
United Kingdom,GBR,2010,35282.63877
United Kingdom,GBR,2011,32248.96064
United Kingdom,GBR,2012,32201.34049
United Kingdom,GBR,2013,31320.2134
United Kingdom,GBR,2014,28853.40247
United Kingdom,GBR,2015,28135.62812
United Kingdom,GBR,2016,27530.07567
United Kingdom,GBR,2017,26763.54956
United Kingdom,GBR,2018,26244.33646
United Kingdom,GBR,2019,25528.10819
United States,USA,1965,69915.59961
United States,USA,1966,73174.34485
United States,USA,1967,74678.42689
United States,USA,1968,78593.77715
United States,USA,1969,81838.88843
United States,USA,1970,83909.87873
United States,USA,1971,84499.33988
United States,USA,1972,87944.22589
United States,USA,1973,90524.34094
United States,USA,1974,86544.46341
United States,USA,1975,82777.76319
United States,USA,1976,86766.5195
United States,USA,1977,88398.2308
United States,USA,1978,86913.29747
United States,USA,1979,87471.50173
United States,USA,1980,83345.76379
United States,USA,1981,79850.21244
United States,USA,1982,74821.60251
United States,USA,1983,73312.72989
United States,USA,1984,76555.9324
United States,USA,1985,75409.33
United States,USA,1986,74706.42072
United States,USA,1987,76742.9204
United States,USA,1988,79362.22768
United States,USA,1989,80063.78443
United States,USA,1990,78587.18765
United States,USA,1991,77312.86306
United States,USA,1992,78147.18863
United States,USA,1993,78974.31739
United States,USA,1994,79674.36135
United States,USA,1995,79837.62285
United States,USA,1996,81551.18908
United States,USA,1997,81613.2702
United States,USA,1998,81045.68971
United States,USA,1999,81132.00688
United States,USA,2000,82440.03159
United States,USA,2001,79913.84475
United States,USA,2002,79857.7599
United States,USA,2003,79498.79448
United States,USA,2004,80378.48991
United States,USA,2005,79705.37929
United States,USA,2006,77867.28773
United States,USA,2007,78429.58661
United States,USA,2008,75092.86991
United States,USA,2009,69849.16349
United States,USA,2010,71759.24034
United States,USA,2011,69794.34994
United States,USA,2012,67499.79357
United States,USA,2013,68678.22556
United States,USA,2014,68848.06833
United States,USA,2015,67534.87109
United States,USA,2016,66340.21114
United States,USA,2017,65618.91169
United States,USA,2018,67859.20131
United States,USA,2019,66525.16224
Uzbekistan,UZB,1985,25833.97567
Uzbekistan,UZB,1986,24904.77404
Uzbekistan,UZB,1987,24486.91882
Uzbekistan,UZB,1988,25360.93964
Uzbekistan,UZB,1989,25389.46153
Uzbekistan,UZB,1990,23986.22075
Uzbekistan,UZB,1991,23816.77179
Uzbekistan,UZB,1992,22060.60525
Uzbekistan,UZB,1993,23143.42073
Uzbekistan,UZB,1994,22260.23136
Uzbekistan,UZB,1995,21504.26176
Uzbekistan,UZB,1996,21751.3188
Uzbekistan,UZB,1997,21231.1758
Uzbekistan,UZB,1998,20902.83684
Uzbekistan,UZB,1999,23345.52262
Uzbekistan,UZB,2000,23365.43594
Uzbekistan,UZB,2001,23098.28986
Uzbekistan,UZB,2002,23333.66187
Uzbekistan,UZB,2003,21267.60336
Uzbekistan,UZB,2004,21339.9713
Uzbekistan,UZB,2005,20430.9543
Uzbekistan,UZB,2006,18804.62946
Uzbekistan,UZB,2007,19640.71309
Uzbekistan,UZB,2008,18359.76263
Uzbekistan,UZB,2009,17953.25193
Uzbekistan,UZB,2010,17387.15468
Uzbekistan,UZB,2011,18191.88983
Uzbekistan,UZB,2012,17398.22057
Uzbekistan,UZB,2013,17198.32553
Uzbekistan,UZB,2014,17612.03413
Uzbekistan,UZB,2015,16482.49363
Uzbekistan,UZB,2016,15149.37561
Uzbekistan,UZB,2017,14882.57293
Uzbekistan,UZB,2018,15191.21935
Uzbekistan,UZB,2019,14534.12518
Venezuela,VEN,1965,19339.33275
Venezuela,VEN,1966,18874.77596
Venezuela,VEN,1967,19206.40672
Venezuela,VEN,1968,19791.37267
Venezuela,VEN,1969,19274.13077
Venezuela,VEN,1970,18632.86006
Venezuela,VEN,1971,18072.01448
Venezuela,VEN,1972,18469.24045
Venezuela,VEN,1973,20684.92639
Venezuela,VEN,1974,20498.90824
Venezuela,VEN,1975,20511.01291
Venezuela,VEN,1976,21618.92393
Venezuela,VEN,1977,23338.23412
Venezuela,VEN,1978,23221.63619
Venezuela,VEN,1979,24747.58426
Venezuela,VEN,1980,27207.44397
Venezuela,VEN,1981,27482.20184
Venezuela,VEN,1982,27213.94224
Venezuela,VEN,1983,26002.22473
Venezuela,VEN,1984,25511.40151
Venezuela,VEN,1985,25219.59366
Venezuela,VEN,1986,26268.95001
Venezuela,VEN,1987,24659.40567
Venezuela,VEN,1988,24717.18497
Venezuela,VEN,1989,24290.6568
Venezuela,VEN,1990,25171.74374
Venezuela,VEN,1991,23682.8956
Venezuela,VEN,1992,25188.98748
Venezuela,VEN,1993,24278.71533
Venezuela,VEN,1994,25829.22337
Venezuela,VEN,1995,26230.47438
Venezuela,VEN,1996,24552.75967
Venezuela,VEN,1997,25396.93388
Venezuela,VEN,1998,26770.27722
Venezuela,VEN,1999,24775.315
Venezuela,VEN,2000,24670.53026
Venezuela,VEN,2001,26412.95466
Venezuela,VEN,2002,26006.05262
Venezuela,VEN,2003,22221.0356
Venezuela,VEN,2004,24113.27988
Venezuela,VEN,2005,24390.80333
Venezuela,VEN,2006,27173.53079
Venezuela,VEN,2007,26878.36698
Venezuela,VEN,2008,27355.62107
Venezuela,VEN,2009,26950.632
Venezuela,VEN,2010,25483.6732
Venezuela,VEN,2011,26007.68028
Venezuela,VEN,2012,27107.57243
Venezuela,VEN,2013,25787.15775
Venezuela,VEN,2014,24901.76274
Venezuela,VEN,2015,24248.99585
Venezuela,VEN,2016,22619.23674
Venezuela,VEN,2017,21932.02865
Venezuela,VEN,2018,18694.60196
Venezuela,VEN,2019,16184.17941
Vietnam,VNM,1965,751.4622821
Vietnam,VNM,1966,1291.869805
Vietnam,VNM,1967,1738.5619
Vietnam,VNM,1968,1751.390641
Vietnam,VNM,1969,2016.060592
Vietnam,VNM,1970,2047.444982
Vietnam,VNM,1971,1776.1271
Vietnam,VNM,1972,1692.42697
Vietnam,VNM,1973,1747.385457
Vietnam,VNM,1974,1264.179906
Vietnam,VNM,1975,1372.639069
Vietnam,VNM,1976,761.6667683
Vietnam,VNM,1977,797.2888132
Vietnam,VNM,1978,799.4690185
Vietnam,VNM,1979,835.4825457
Vietnam,VNM,1980,916.5075863
Vietnam,VNM,1981,897.2550639
Vietnam,VNM,1982,939.1781646
Vietnam,VNM,1983,980.008991
Vietnam,VNM,1984,947.8522921
Vietnam,VNM,1985,925.987571
Vietnam,VNM,1986,1001.086317
Vietnam,VNM,1987,1112.147207
Vietnam,VNM,1988,1069.307012
Vietnam,VNM,1989,900.5670699
Vietnam,VNM,1990,896.1754617
Vietnam,VNM,1991,856.3923023
Vietnam,VNM,1992,902.9143813
Vietnam,VNM,1993,1021.736763
Vietnam,VNM,1994,1106.811716
Vietnam,VNM,1995,1268.553096
Vietnam,VNM,1996,1438.383873
Vietnam,VNM,1997,1719.910638
Vietnam,VNM,1998,1891.040417
Vietnam,VNM,1999,1845.966993
Vietnam,VNM,2000,2117.792834
Vietnam,VNM,2001,2309.874854
Vietnam,VNM,2002,2568.327757
Vietnam,VNM,2003,2772.391049
Vietnam,VNM,2004,3541.780457
Vietnam,VNM,2005,3791.66352
Vietnam,VNM,2006,3290.507486
Vietnam,VNM,2007,3536.174425
Vietnam,VNM,2008,4414.289193
Vietnam,VNM,2009,4346.93526
Vietnam,VNM,2010,5065.530699
Vietnam,VNM,2011,5461.810839
Vietnam,VNM,2012,5388.220507
Vietnam,VNM,2013,5670.819885
Vietnam,VNM,2014,6182.863816
Vietnam,VNM,2015,7111.322326
Vietnam,VNM,2016,7445.570583
Vietnam,VNM,2017,7386.004092
Vietnam,VNM,2018,8607.678182
Vietnam,VNM,2019,10056.81345
World,OWID_WRL,1965,12143.02095
World,OWID_WRL,1966,12526.50918
World,OWID_WRL,1967,12741.70162
World,OWID_WRL,1968,13239.37818
World,OWID_WRL,1969,13848.17371
World,OWID_WRL,1970,14425.72448
World,OWID_WRL,1971,14689.23322
World,OWID_WRL,1972,15160.68801
World,OWID_WRL,1973,15731.71478
World,OWID_WRL,1974,15388.09592
World,OWID_WRL,1975,15108.31486
World,OWID_WRL,1976,15662.69286
World,OWID_WRL,1977,15892.29841
World,OWID_WRL,1978,16071.22526
World,OWID_WRL,1979,16324.03264
World,OWID_WRL,1980,15853.02912
World,OWID_WRL,1981,15393.59534
World,OWID_WRL,1982,14954.59466
World,OWID_WRL,1983,14834.6709
World,OWID_WRL,1984,15183.8838
World,OWID_WRL,1985,15199.64172
World,OWID_WRL,1986,15215.73065
World,OWID_WRL,1987,15435.93081
World,OWID_WRL,1988,15694.58931
World,OWID_WRL,1989,15729.79553
World,OWID_WRL,1990,15593.52682
World,OWID_WRL,1991,15387.07397
World,OWID_WRL,1992,15268.65955
World,OWID_WRL,1993,15057.24636
World,OWID_WRL,1994,15027.3024
World,OWID_WRL,1995,15059.96068
World,OWID_WRL,1996,15299.18549
World,OWID_WRL,1997,15236.87489
World,OWID_WRL,1998,15108.61173
World,OWID_WRL,1999,15165.83961
World,OWID_WRL,2000,15351.91353
World,OWID_WRL,2001,15341.04644
World,OWID_WRL,2002,15493.53691
World,OWID_WRL,2003,15962.24467
World,OWID_WRL,2004,16507.19669
World,OWID_WRL,2005,16884.82501
World,OWID_WRL,2006,17152.99242
World,OWID_WRL,2007,17522.48199
World,OWID_WRL,2008,17433.92437
World,OWID_WRL,2009,16909.22545
World,OWID_WRL,2010,17492.34062
World,OWID_WRL,2011,17744.0144
World,OWID_WRL,2012,17761.03701
World,OWID_WRL,2013,17813.83479
World,OWID_WRL,2014,17677.48129
World,OWID_WRL,2015,17550.11282
World,OWID_WRL,2016,17511.44772
World,OWID_WRL,2017,17556.32577
World,OWID_WRL,2018,17796.56851
World,OWID_WRL,2019,17730.23609
