Country_or_place,Period_of_time,Year(a),Long_term _average_annual_precipitation_in_depth_(mm/year),Data_source(a),Observations(a),Year(b),Long-term_average_annual_precipitation_in_volume_(10^9 m3/year),Data_source(b),Observations(b),Year(c),National_Rainfall_Index_(NRI)_(mm/year),Data_source(c),Observations(c)
Rwanda,1998-2002,2002,1212,E,No_observation,2002,31.92,E,No_observation,2001,1052,E,No_observation
Rwanda,2003-2007,2007,1212,E,No_observation,2007,31.92,E,No_observation,,,,No_observation
Rwanda,2008-2012,2012,1212,E,No_observation,2012,31.92,E,No_observation,,,,No_observation
Rwanda,2013-2017,2017,1212,E,No_observation,2017,31.92,E,No_observation,,,,No_observation
Saint_Kitts_and_Nevis,1958-1962,1962,1427,E,No_observation,1962,0.4995,E,No_observation,,,,No_observation
Saint_Kitts_and_Nevis,1963-1967,1967,1427,E,No_observation,1967,0.4995,E,No_observation,,,,No_observation
Saint_Kitts_and_Nevis,1968-1972,1972,1427,E,No_observation,1972,0.4995,E,No_observation,,,,No_observation
Saint_Kitts_and_Nevis,1973-1977,1977,1427,E,No_observation,1977,0.4995,E,No_observation,,,,No_observation
Saint_Kitts_and_Nevis,1978-1982,1982,1427,E,No_observation,1982,0.371,E,No_observation,,,,No_observation
Saint_Kitts_and_Nevis,1983-1987,1987,1427,E,No_observation,1987,0.371,E,No_observation,,,,No_observation
Saint_Kitts_and_Nevis,1988-1992,1992,1427,E,No_observation,1992,0.371,E,No_observation,,,,No_observation
Saint_Kitts_and_Nevis,1993-1997,1997,1427,E,No_observation,1997,0.371,E,No_observation,,,,No_observation
Saint_Kitts_and_Nevis,1998-2002,2002,1427,E,No_observation,2002,0.371,E,No_observation,,,,No_observation
Saint_Kitts_and_Nevis,2003-2007,2007,1427,E,No_observation,2007,0.371,E,No_observation,,,,No_observation
Saint_Kitts_and_Nevis,2008-2012,2012,1427,E,No_observation,2012,0.371,E,No_observation,,,,No_observation
Saint_Kitts_and_Nevis,2013-2017,2017,1427,E,No_observation,2017,0.371,E,No_observation,,,,No_observation
Saint_Lucia,1958-1962,1962,2301,E,No_observation,1962,1.427,E,No_observation,,,,No_observation
Saint_Lucia,1963-1967,1967,2301,E,No_observation,1967,1.427,E,No_observation,,,,No_observation
Saint_Lucia,1968-1972,1972,2301,E,No_observation,1972,1.427,E,No_observation,,,,No_observation
Saint_Lucia,1973-1977,1977,2301,E,No_observation,1977,1.427,E,No_observation,,,,No_observation
Saint_Lucia,1978-1982,1982,2301,E,No_observation,1982,1.427,E,No_observation,,,,No_observation
Saint_Lucia,1983-1987,1987,2301,E,No_observation,1987,1.427,E,No_observation,,,,No_observation
Saint_Lucia,1988-1992,1992,2301,E,No_observation,1992,1.427,E,No_observation,,,,No_observation
Saint_Lucia,1993-1997,1997,2301,E,No_observation,1997,1.427,E,No_observation,,,,No_observation
Saint_Lucia,1998-2002,2002,2301,E,No_observation,2002,1.427,E,No_observation,,,,No_observation
Saint_Lucia,2003-2007,2007,2301,E,No_observation,2007,1.427,E,No_observation,,,,No_observation
Saint_Lucia,2008-2012,2012,2301,E,No_observation,2012,1.427,E,No_observation,,,,No_observation
Saint_Lucia,2013-2017,2017,2301,E,No_observation,2017,1.427,E,No_observation,,,,No_observation
Saint_Vincent_and_the_Grenadines,1958-1962,1962,1583,E,No_observation,1962,0.6174,E,No_observation,,,,No_observation
Saint_Vincent_and_the_Grenadines,1963-1967,1967,1583,E,No_observation,1967,0.6174,E,No_observation,,,,No_observation
Saint_Vincent_and_the_Grenadines,1968-1972,1972,1583,E,No_observation,1972,0.6174,E,No_observation,,,,No_observation
Saint_Vincent_and_the_Grenadines,1973-1977,1977,1583,E,No_observation,1977,0.6174,E,No_observation,,,,No_observation
Saint_Vincent_and_the_Grenadines,1978-1982,1982,1583,E,No_observation,1982,0.6174,E,No_observation,,,,No_observation
Saint_Vincent_and_the_Grenadines,1983-1987,1987,1583,E,No_observation,1987,0.6174,E,No_observation,,,,No_observation
Saint_Vincent_and_the_Grenadines,1988-1992,1992,1583,E,No_observation,1992,0.6174,E,No_observation,,,,No_observation
Saint_Vincent_and_the_Grenadines,1993-1997,1997,1583,E,No_observation,1997,0.6174,E,No_observation,,,,No_observation
Saint_Vincent_and_the_Grenadines,1998-2002,2002,1583,E,No_observation,2002,0.6174,E,No_observation,,,,No_observation
Saint_Vincent_and_the_Grenadines,2003-2007,2007,1583,E,No_observation,2007,0.6174,E,No_observation,,,,No_observation
Saint_Vincent_and_the_Grenadines,2008-2012,2012,1583,E,No_observation,2012,0.6174,E,No_observation,,,,No_observation
Saint_Vincent_and_the_Grenadines,2013-2017,2017,1583,E,No_observation,2017,0.6174,E,No_observation,,,,No_observation
Samoa,1958-1962,1962,2880,,No_observation,1962,8.179,K,No_observation,,,,No_observation
Samoa,1963-1967,1967,2880,,No_observation,1967,8.179,K,No_observation,,,,No_observation
Samoa,1968-1972,1972,2880,,No_observation,1972,8.179,K,No_observation,,,,No_observation
Samoa,1973-1977,1977,2880,,No_observation,1977,8.179,K,No_observation,,,,No_observation
Samoa,1978-1982,1982,2880,,No_observation,1982,8.179,K,No_observation,,,,No_observation
Samoa,1983-1987,1987,2880,,No_observation,1987,8.179,K,No_observation,,,,No_observation
Samoa,1988-1992,1992,2880,,No_observation,1992,8.179,K,No_observation,,,,No_observation
Samoa,1993-1997,1997,2880,,No_observation,1997,8.179,K,No_observation,,,,No_observation
Samoa,1998-2002,2002,2880,,No_observation,2002,8.179,K,No_observation,,,,No_observation
Samoa,2003-2007,2007,2880,,No_observation,2007,8.179,K,No_observation,,,,No_observation
Samoa,2008-2012,2012,2880,,No_observation,2012,8.179,K,No_observation,,,,No_observation
Samoa,2013-2017,2014,2880,,No_observation,2016,8.179,K,No_observation,,,,No_observation
San_Marino,1958-1962,,,,No_observation,,,,No_observation,,,,No_observation
San_Marino,1963-1967,,,,No_observation,,,,No_observation,,,,No_observation
San_Marino,1968-1972,,,,No_observation,,,,No_observation,,,,No_observation
San_Marino,1973-1977,,,,No_observation,,,,No_observation,,,,No_observation
San_Marino,1978-1982,,,,No_observation,,,,No_observation,,,,No_observation
San_Marino,1983-1987,,,,No_observation,,,,No_observation,,,,No_observation
San_Marino,1988-1992,,,,No_observation,,,,No_observation,,,,No_observation
San_Marino,1993-1997,,,,No_observation,,,,No_observation,,,,No_observation
San_Marino,1998-2002,,,,No_observation,,,,No_observation,,,,No_observation
San_Marino,2003-2007,,,,No_observation,,,,No_observation,,,,No_observation
San_Marino,2008-2012,,,,No_observation,,,,No_observation,,,,No_observation
San_Marino,2013-2017,,,,No_observation,,,,No_observation,,,,No_observation
Sao_Tome_and_Principe,1958-1962,1962,3200,E,No_observation,1962,3.072,E,No_observation,,,,No_observation
Sao_Tome_and_Principe,1963-1967,1967,3200,E,No_observation,1967,3.072,E,No_observation,,,,No_observation
Sao_Tome_and_Principe,1968-1972,1972,3200,E,No_observation,1972,3.072,E,No_observation,,,,No_observation
Sao_Tome_and_Principe,1973-1977,1977,3200,E,No_observation,1977,3.072,E,No_observation,,,,No_observation
Sao_Tome_and_Principe,1978-1982,1982,3200,E,No_observation,1982,3.072,E,No_observation,,,,No_observation
Sao_Tome_and_Principe,1983-1987,1987,3200,E,No_observation,1987,3.072,E,No_observation,,,,No_observation
Sao_Tome_and_Principe,1988-1992,1992,3200,E,No_observation,1992,3.072,E,No_observation,,,,No_observation
Sao_Tome_and_Principe,1993-1997,1997,3200,E,No_observation,1997,3.072,E,No_observation,,,,No_observation
Sao_Tome_and_Principe,1998-2002,2002,3200,E,No_observation,2002,3.072,E,No_observation,,,,No_observation
Sao_Tome_and_Principe,2003-2007,2007,3200,E,No_observation,2007,3.072,E,No_observation,,,,No_observation
Sao_Tome_and_Principe,2008-2012,2012,3200,E,No_observation,2012,3.072,E,No_observation,,,,No_observation
Sao_Tome_and_Principe,2013-2017,2017,3200,E,No_observation,2017,3.072,E,No_observation,,,,No_observation
Saudi_Arabia,1958-1962,1962,59,,[188],1962,126.8,K,No_observation,,,,No_observation
Saudi_Arabia,1963-1967,1967,59,,[189],1967,126.8,K,No_observation,1967,179.5,E,No_observation
Saudi_Arabia,1968-1972,1972,59,,[190],1972,126.8,K,No_observation,1968,157.8,E,No_observation
Saudi_Arabia,1973-1977,1977,59,,[191],1977,126.8,K,No_observation,1973,179,E,No_observation
Saudi_Arabia,1978-1982,1982,59,,[192],1982,126.8,K,No_observation,1981,192.2,E,No_observation
Saudi_Arabia,1983-1987,1987,59,,[193],1987,126.8,K,No_observation,1987,189.8,E,No_observation
Saudi_Arabia,1988-1992,1992,59,,[194],1992,126.8,K,No_observation,1988,175.5,E,No_observation
Saudi_Arabia,1993-1997,1997,59,,[195],1997,126.8,K,No_observation,1996,162.4,E,No_observation
Saudi_Arabia,1998-2002,2002,59,,[196],2002,126.8,K,No_observation,2001,128.6,E,No_observation
Saudi_Arabia,2003-2007,2007,59,,[197],2007,126.8,K,No_observation,,,,No_observation
Saudi_Arabia,2008-2012,2012,59,,[198],2012,126.8,K,No_observation,,,,No_observation
Saudi_Arabia,2013-2017,2017,59,,No_observation,2017,126.8,K,No_observation,,,,No_observation
Senegal,1958-1962,1962,686,E,No_observation,1962,134.9,E,No_observation,,,,No_observation
Senegal,1963-1967,1967,686,E,No_observation,1967,134.9,E,No_observation,1967,894.7,E,No_observation
Senegal,1968-1972,1972,686,E,No_observation,1972,134.9,E,No_observation,1970,631.4,E,No_observation
Senegal,1973-1977,1977,686,E,No_observation,1977,134.9,E,No_observation,1976,714.5,E,No_observation
Senegal,1978-1982,1982,686,E,No_observation,1982,134.9,E,No_observation,1979,677.7,E,No_observation
Senegal,1983-1987,1987,686,E,No_observation,1987,134.9,E,No_observation,1985,659.1,E,No_observation
Senegal,1988-1992,1992,686,E,No_observation,1992,134.9,E,No_observation,1992,646.5,E,No_observation
Senegal,1993-1997,1997,686,E,No_observation,1997,134.9,E,No_observation,1996,703.1,E,No_observation
Senegal,1998-2002,2002,686,E,No_observation,2002,134.9,E,No_observation,2002,576,E,No_observation
Senegal,2003-2007,2007,686,E,No_observation,2007,134.9,E,No_observation,,,,No_observation
Senegal,2008-2012,2012,686,E,No_observation,2012,134.9,E,No_observation,,,,No_observation
Senegal,2013-2017,2017,686,E,No_observation,2017,134.9,E,No_observation,,,,No_observation
Serbia,1958-1962,,,,No_observation,,,,No_observation,,,,No_observation
Serbia,1963-1967,,,,No_observation,,,,No_observation,,,,No_observation
Serbia,1968-1972,,,,No_observation,,,,No_observation,,,,No_observation
Serbia,1973-1977,,,,No_observation,,,,No_observation,,,,No_observation
Serbia,1978-1982,,,,No_observation,,,,No_observation,,,,No_observation
Serbia,1983-1987,,,,No_observation,,,,No_observation,,,,No_observation
Serbia,1988-1992,,,,No_observation,,,,No_observation,,,,No_observation
Serbia,1993-1997,,,,No_observation,,,,No_observation,,,,No_observation
Serbia,1998-2002,,,,No_observation,,,,No_observation,,,,No_observation
Serbia,2003-2007,,,,No_observation,2007,49.98,E,No_observation,,,,No_observation
Serbia,2008-2012,,,,No_observation,2012,49.98,E,No_observation,,,,No_observation
Serbia,2013-2017,,,,No_observation,2017,49.98,E,No_observation,,,,No_observation
Seychelles,1958-1962,1962,2330,E,[199],1962,1.072,E,No_observation,,,,No_observation
Seychelles,1963-1967,1967,2330,E,[200],1967,1.072,E,No_observation,,,,No_observation
Seychelles,1968-1972,1972,2330,E,[201],1972,1.072,E,No_observation,,,,No_observation
Seychelles,1973-1977,1977,2330,E,[202],1977,1.072,E,No_observation,,,,No_observation
Seychelles,1978-1982,1982,2330,E,[203],1982,1.072,E,No_observation,,,,No_observation
Seychelles,1983-1987,1987,2330,E,[204],1987,1.072,E,No_observation,,,,No_observation
Seychelles,1988-1992,1992,2330,E,[205],1992,1.072,E,No_observation,,,,No_observation
Seychelles,1993-1997,1997,2330,E,[206],1997,1.072,E,No_observation,,,,No_observation
Seychelles,1998-2002,2002,2330,E,[207],2002,1.072,E,No_observation,,,,No_observation
Seychelles,2003-2007,2007,2330,E,[208],2007,1.072,E,No_observation,,,,No_observation
Seychelles,2008-2012,2012,2330,E,[209],2012,1.072,E,No_observation,,,,No_observation
Seychelles,2013-2017,2017,2330,E,No_observation,2017,1.072,E,No_observation,,,,No_observation
Sierra_Leone,1958-1962,1962,2526,E,No_observation,1962,182.6,E,No_observation,,,,No_observation
Sierra_Leone,1963-1967,1967,2526,E,No_observation,1967,182.6,E,No_observation,1967,2681,E,No_observation
Sierra_Leone,1968-1972,1972,2526,E,No_observation,1972,182.6,E,No_observation,1970,2513,E,No_observation
Sierra_Leone,1973-1977,1977,2526,E,No_observation,1977,182.6,E,No_observation,1975,2435,E,No_observation
Sierra_Leone,1978-1982,1982,2526,E,No_observation,1982,182.6,E,No_observation,1982,2590,E,No_observation
Sierra_Leone,1983-1987,1987,2526,E,No_observation,1987,182.6,E,No_observation,1984,2307,E,No_observation
Sierra_Leone,1988-1992,1992,2526,E,No_observation,1992,182.6,E,No_observation,1990,2372,E,No_observation
Sierra_Leone,1993-1997,1997,2526,E,No_observation,1997,182.6,E,No_observation,1997,2540,E,No_observation
Sierra_Leone,1998-2002,2002,2526,E,No_observation,2002,182.6,E,No_observation,2002,2546,E,No_observation
Sierra_Leone,2003-2007,2007,2526,E,No_observation,2007,182.6,E,No_observation,,,,No_observation
Sierra_Leone,2008-2012,2012,2526,E,No_observation,2012,182.6,E,No_observation,,,,No_observation
Sierra_Leone,2013-2017,2017,2526,E,No_observation,2017,182.6,E,No_observation,,,,No_observation
Singapore,1958-1962,1962,2497,E,No_observation,1962,1.698,E,No_observation,,,,No_observation
Singapore,1963-1967,1967,2497,E,No_observation,1967,1.698,E,No_observation,,,,No_observation
Singapore,1968-1972,1972,2497,E,No_observation,1972,1.698,E,No_observation,,,,No_observation
Singapore,1973-1977,1977,2497,E,No_observation,1977,1.698,E,No_observation,,,,No_observation
Singapore,1978-1982,1982,2497,E,No_observation,1982,1.698,E,No_observation,,,,No_observation
Singapore,1983-1987,1987,2497,E,No_observation,1987,1.698,E,No_observation,,,,No_observation
Singapore,1988-1992,1992,2497,E,No_observation,1992,1.698,E,No_observation,,,,No_observation
Singapore,1993-1997,1997,2497,E,No_observation,1997,1.698,E,No_observation,,,,No_observation
Singapore,1998-2002,2002,2497,E,No_observation,2002,1.71,E,No_observation,,,,No_observation
Singapore,2003-2007,2007,2497,E,No_observation,2007,1.76,E,No_observation,,,,No_observation
Singapore,2008-2012,2012,2497,E,No_observation,2012,1.788,E,No_observation,,,,No_observation
Singapore,2013-2017,2017,2497,E,No_observation,2017,1.795,E,No_observation,,,,No_observation
Slovakia,1958-1962,,,,No_observation,,,,No_observation,,,,No_observation
Slovakia,1963-1967,,,,No_observation,,,,No_observation,,,,No_observation
Slovakia,1968-1972,,,,No_observation,,,,No_observation,,,,No_observation
Slovakia,1973-1977,,,,No_observation,,,,No_observation,,,,No_observation
Slovakia,1978-1982,,,,No_observation,,,,No_observation,,,,No_observation
Slovakia,1983-1987,,,,No_observation,,,,No_observation,,,,No_observation
Slovakia,1988-1992,,,,No_observation,,,,No_observation,,,,No_observation
Slovakia,1993-1997,1997,824,E,No_observation,1997,40.4,E,No_observation,1997,719.2,E,No_observation
Slovakia,1998-2002,2002,824,E,No_observation,2002,40.4,E,No_observation,1999,762.7,E,No_observation
Slovakia,2003-2007,2007,824,E,No_observation,2007,40.4,E,No_observation,,,,No_observation
Slovakia,2008-2012,2012,824,E,No_observation,2012,40.41,E,No_observation,,,,No_observation
Slovakia,2013-2017,2017,824,E,No_observation,2017,40.4,E,No_observation,,,,No_observation
Slovenia,1958-1962,,,,No_observation,,,,No_observation,,,,No_observation
Slovenia,1963-1967,,,,No_observation,,,,No_observation,,,,No_observation
Slovenia,1968-1972,,,,No_observation,,,,No_observation,,,,No_observation
Slovenia,1973-1977,,,,No_observation,,,,No_observation,,,,No_observation
Slovenia,1978-1982,,,,No_observation,,,,No_observation,,,,No_observation
Slovenia,1983-1987,,,,No_observation,,,,No_observation,,,,No_observation
Slovenia,1988-1992,1992,1162,E,[210],1992,23.55,E,No_observation,,,,No_observation
Slovenia,1993-1997,1997,1162,E,[211],1997,23.55,E,No_observation,1994,898.1,E,No_observation
Slovenia,1998-2002,2002,1162,E,[212],2002,23.55,E,No_observation,1998,949.3,E,No_observation
Slovenia,2003-2007,2007,1162,E,[213],2007,23.55,E,No_observation,,,,No_observation
Slovenia,2008-2012,2012,1162,E,[214],2012,23.55,E,No_observation,,,,No_observation
Slovenia,2013-2017,2017,1162,E,No_observation,2017,24.03,E,No_observation,,,,No_observation
Solomon_Islands,1958-1962,1962,3028,E,No_observation,1962,87.51,E,No_observation,,,,No_observation
Solomon_Islands,1963-1967,1967,3028,E,No_observation,1967,87.51,E,No_observation,1966,3365,E,No_observation
Solomon_Islands,1968-1972,1972,3028,E,No_observation,1972,87.51,E,No_observation,1970,3594,E,No_observation
Solomon_Islands,1973-1977,1977,3028,E,No_observation,1977,87.51,E,No_observation,1973,3110,E,No_observation
Solomon_Islands,1978-1982,1982,3028,E,No_observation,1982,87.51,E,No_observation,1980,3219,E,No_observation
Solomon_Islands,1983-1987,1987,3028,E,No_observation,1987,87.51,E,No_observation,1986,3030,E,No_observation
Solomon_Islands,1988-1992,1992,3028,E,No_observation,1992,87.51,E,No_observation,1990,3417,E,No_observation
Solomon_Islands,1993-1997,1997,3028,E,No_observation,1997,87.51,E,No_observation,1997,3073,E,No_observation
Solomon_Islands,1998-2002,2002,3028,E,No_observation,2002,87.51,E,No_observation,1999,2945,E,No_observation
Solomon_Islands,2003-2007,2007,3028,E,No_observation,2007,87.51,E,No_observation,,,,No_observation
Solomon_Islands,2008-2012,2012,3028,E,No_observation,2012,87.51,E,No_observation,,,,No_observation
Solomon_Islands,2013-2017,2017,3028,E,No_observation,2017,87.51,E,No_observation,,,,No_observation
Somalia,1958-1962,1962,282,E,No_observation,1962,179.8,E,No_observation,,,,No_observation
Somalia,1963-1967,1967,282,E,No_observation,1967,179.8,E,No_observation,1964,461.3,E,No_observation
Somalia,1968-1972,1972,282,E,No_observation,1972,179.8,E,No_observation,1969,385.4,E,No_observation
Somalia,1973-1977,1977,282,E,No_observation,1977,179.8,E,No_observation,1973,345.5,E,No_observation
Somalia,1978-1982,1982,282,E,No_observation,1982,179.8,E,No_observation,1978,508.6,E,No_observation
Somalia,1983-1987,1987,282,E,No_observation,1987,179.8,E,No_observation,1986,386.7,E,No_observation
Somalia,1988-1992,1992,282,E,No_observation,1992,179.8,E,No_observation,1991,400.8,E,No_observation
Somalia,1993-1997,1997,282,E,No_observation,1997,179.8,E,No_observation,1994,457.8,E,No_observation
Somalia,1998-2002,2002,282,E,No_observation,2002,179.8,E,No_observation,1999,408.3,E,No_observation
Somalia,2003-2007,2007,282,E,No_observation,2007,179.8,E,No_observation,,,,No_observation
Somalia,2008-2012,2012,282,E,No_observation,2012,179.8,E,No_observation,,,,No_observation
Somalia,2013-2017,2017,282,E,No_observation,2017,179.8,E,No_observation,,,,No_observation
South_Africa,1958-1962,1962,495,E,No_observation,1962,603.4,E,No_observation,,,,No_observation
South_Africa,1963-1967,1967,495,E,No_observation,1967,603.4,E,No_observation,1964,523.2,E,No_observation
South_Africa,1968-1972,1972,495,E,No_observation,1972,603.4,E,No_observation,1969,531.7,E,No_observation
South_Africa,1973-1977,1977,495,E,No_observation,1977,603.4,E,No_observation,1977,639.7,E,No_observation
South_Africa,1978-1982,1982,495,E,No_observation,1982,603.4,E,No_observation,1980,541.9,E,No_observation
South_Africa,1983-1987,1987,495,E,No_observation,1987,603.4,E,No_observation,1985,530.5,E,No_observation
South_Africa,1988-1992,1992,495,E,No_observation,1992,603.4,E,No_observation,1990,541.2,E,No_observation
South_Africa,1993-1997,1997,495,E,No_observation,1997,603.4,E,No_observation,1994,592.8,E,No_observation
South_Africa,1998-2002,2002,495,E,No_observation,2002,603.4,E,No_observation,1999,548.3,E,No_observation
South_Africa,2003-2007,2007,495,E,No_observation,2007,603.4,E,No_observation,,,,No_observation
South_Africa,2008-2012,2012,495,E,No_observation,2012,603.4,E,No_observation,,,,No_observation
South_Africa,2013-2017,2017,495,E,No_observation,2017,603.4,E,No_observation,,,,No_observation
South_Sudan,1958-1962,,,,No_observation,,,,No_observation,,,,No_observation
South_Sudan,1963-1967,,,,No_observation,,,,No_observation,,,,No_observation
South_Sudan,1968-1972,,,,No_observation,,,,No_observation,,,,No_observation
South_Sudan,1973-1977,,,,No_observation,,,,No_observation,,,,No_observation
South_Sudan,1978-1982,,,,No_observation,,,,No_observation,,,,No_observation
South_Sudan,1983-1987,,,,No_observation,,,,No_observation,,,,No_observation
South_Sudan,1988-1992,,,,No_observation,,,,No_observation,,,,No_observation
South_Sudan,1993-1997,,,,No_observation,,,,No_observation,,,,No_observation
South_Sudan,1998-2002,,,,No_observation,,,,No_observation,,,,No_observation
South_Sudan,2003-2007,,,,No_observation,,,,No_observation,,,,No_observation
South_Sudan,2008-2012,2012,900,,[215],2012,579.9,,No_observation,,,,No_observation
South_Sudan,2013-2017,2017,900,,No_observation,2017,579.9,,No_observation,,,,No_observation
Spain,1958-1962,1962,636,E,No_observation,1962,321.8,E,No_observation,,,,No_observation
Spain,1963-1967,1967,636,E,No_observation,1967,321.8,E,No_observation,1965,690.2,E,No_observation
Spain,1968-1972,1972,636,E,No_observation,1972,321.8,E,No_observation,1971,726.6,E,No_observation
Spain,1973-1977,1977,636,E,No_observation,1977,321.8,E,No_observation,1974,584.9,E,No_observation
Spain,1978-1982,1982,636,E,No_observation,1982,321.8,E,No_observation,1982,605.2,E,No_observation
Spain,1983-1987,1987,636,E,No_observation,1987,321.8,E,No_observation,1986,589.5,E,No_observation
Spain,1988-1992,1992,636,E,No_observation,1992,321.8,E,No_observation,1992,567.8,E,No_observation
Spain,1993-1997,1997,636,E,No_observation,1997,321.8,E,No_observation,1993,596.2,E,No_observation
Spain,1998-2002,2002,636,E,No_observation,2002,321.4,E,No_observation,2001,536,E,No_observation
Spain,2003-2007,2007,636,E,No_observation,2007,321.4,E,No_observation,,,,No_observation
Spain,2008-2012,2012,636,E,No_observation,2012,321.8,E,No_observation,,,,No_observation
Spain,2013-2017,2017,636,E,No_observation,2017,321.8,E,No_observation,,,,No_observation
Sri_Lanka,1958-1962,1962,1712,E,No_observation,1962,112.3,E,No_observation,,,,No_observation
Sri_Lanka,1963-1967,1967,1712,E,No_observation,1967,112.3,E,No_observation,1967,2074,E,No_observation
Sri_Lanka,1968-1972,1972,1712,E,No_observation,1972,112.3,E,No_observation,1969,1985,E,No_observation
Sri_Lanka,1973-1977,1977,1712,E,No_observation,1977,112.3,E,No_observation,1973,1636,E,No_observation
Sri_Lanka,1978-1982,1982,1712,E,No_observation,1982,112.3,E,No_observation,1981,1782,E,No_observation
Sri_Lanka,1983-1987,1987,1712,E,No_observation,1987,112.3,E,No_observation,1985,1759,E,No_observation
Sri_Lanka,1988-1992,1992,1712,E,No_observation,1992,112.3,E,No_observation,1991,1657,E,No_observation
Sri_Lanka,1993-1997,1997,1712,E,No_observation,1997,112.3,E,No_observation,1996,1731,E,No_observation
Sri_Lanka,1998-2002,2002,1712,E,No_observation,2002,112.3,E,No_observation,2001,1656,E,No_observation
Sri_Lanka,2003-2007,2007,1712,E,No_observation,2007,112.3,E,No_observation,,,,No_observation
Sri_Lanka,2008-2012,2012,1712,E,No_observation,2012,112.3,E,No_observation,,,,No_observation
Sri_Lanka,2013-2017,2017,1712,E,No_observation,2017,112.3,E,No_observation,,,,No_observation
Sudan,1958-1962,,,,No_observation,,,,No_observation,,,,No_observation
Sudan,1963-1967,,,,No_observation,,,,No_observation,,,,No_observation
Sudan,1968-1972,,,,No_observation,,,,No_observation,,,,No_observation
Sudan,1973-1977,,,,No_observation,,,,No_observation,,,,No_observation
Sudan,1978-1982,,,,No_observation,,,,No_observation,,,,No_observation
Sudan,1983-1987,,,,No_observation,,,,No_observation,,,,No_observation
Sudan,1988-1992,,,,No_observation,,,,No_observation,,,,No_observation
Sudan,1993-1997,,,,No_observation,,,,No_observation,,,,No_observation
Sudan,1998-2002,,,,No_observation,,,,No_observation,,,,No_observation
Sudan,2003-2007,,,,No_observation,,,,No_observation,,,,No_observation
Sudan,2008-2012,2012,250,,[216],2012,469.8,,No_observation,,,,No_observation
Sudan,2013-2017,2017,250,E,No_observation,2017,469.8,K,No_observation,,,,No_observation
Suriname,1958-1962,1962,2331,,[217],1962,381.9,,No_observation,,,,No_observation
Suriname,1963-1967,1967,2331,,[218],1967,381.9,,No_observation,1966,2238,E,No_observation
Suriname,1968-1972,1972,2331,,[219],1972,381.9,,No_observation,1970,2543,E,No_observation
Suriname,1973-1977,1977,2331,,[220],1977,381.9,,No_observation,1973,2293,E,No_observation
Suriname,1978-1982,1982,2331,,[221],1982,381.9,,No_observation,1980,2139,E,No_observation
Suriname,1983-1987,1987,2331,,[222],1987,381.9,,No_observation,1986,1824,E,No_observation
Suriname,1988-1992,1992,2331,,[223],1992,381.9,,No_observation,1988,2149,E,No_observation
Suriname,1993-1997,1997,2331,,[224],1997,381.9,,No_observation,1995,1930,E,No_observation
Suriname,1998-2002,2002,2331,,[225],2002,381.9,,No_observation,1998,1848,E,No_observation
Suriname,2003-2007,2007,2331,,[226],2007,381.9,,No_observation,,,,No_observation
Suriname,2008-2012,2012,2331,,[227],2012,381.9,,No_observation,,,,No_observation
Suriname,2013-2017,2017,2331,,No_observation,2017,381.9,,No_observation,,,,No_observation
Sweden,1958-1962,1962,624,E,No_observation,1962,281,E,No_observation,,,,No_observation
Sweden,1963-1967,1967,624,E,No_observation,1967,281,E,No_observation,1965,614.1,E,No_observation
Sweden,1968-1972,1972,624,E,No_observation,1972,281,E,No_observation,1972,581.7,E,No_observation
Sweden,1973-1977,1977,624,E,No_observation,1977,281,E,No_observation,1973,614.8,E,No_observation
Sweden,1978-1982,1982,624,E,No_observation,1982,281,E,No_observation,1982,615.9,E,No_observation
Sweden,1983-1987,1987,624,E,No_observation,1987,281,E,No_observation,1983,678.6,E,No_observation
Sweden,1988-1992,1992,624,E,No_observation,1992,281,E,No_observation,1988,676.5,E,No_observation
Sweden,1993-1997,1997,624,E,No_observation,1997,281,E,No_observation,1995,646.6,E,No_observation
Sweden,1998-2002,2002,624,E,No_observation,2002,281,E,No_observation,1998,700.4,E,No_observation
Sweden,2003-2007,2007,624,E,No_observation,2007,281,E,No_observation,,,,No_observation
Sweden,2008-2012,2012,624,E,No_observation,2012,279.2,E,No_observation,,,,No_observation
Sweden,2013-2017,2017,624,E,No_observation,2017,279.2,E,No_observation,,,,No_observation
Switzerland,1958-1962,1962,1537,E,No_observation,1962,63.46,E,No_observation,,,,No_observation
Switzerland,1963-1967,1967,1537,E,No_observation,1967,63.46,E,No_observation,1963,1179,E,No_observation
Switzerland,1968-1972,1972,1537,E,No_observation,1972,63.46,E,No_observation,1971,977.2,E,No_observation
Switzerland,1973-1977,1977,1537,E,No_observation,1977,63.46,E,No_observation,1974,1062,E,No_observation
Switzerland,1978-1982,1982,1537,E,No_observation,1982,63.46,E,No_observation,1982,1028,E,No_observation
Switzerland,1983-1987,1987,1537,E,No_observation,1987,63.46,E,No_observation,1984,1085,E,No_observation
Switzerland,1988-1992,1992,1537,E,No_observation,1992,63.46,E,No_observation,1990,1211,E,No_observation
Switzerland,1993-1997,1997,1537,E,No_observation,1997,63.46,E,No_observation,1993,1236,E,No_observation
Switzerland,1998-2002,2002,1537,E,No_observation,2002,63.46,E,No_observation,2001,1450,E,No_observation
Switzerland,2003-2007,2007,1537,E,No_observation,2007,63.46,E,No_observation,,,,No_observation
Switzerland,2008-2012,2012,1537,E,No_observation,2012,63.46,E,No_observation,,,,No_observation
