Country_or_place,Period_of_time,Year(a),Long_term _average_annual_precipitation_in_depth_(mm/year),Data_source(a),Observations(a),Year(b),Long-term_average_annual_precipitation_in_volume_(10^9 m3/year),Data_source(b),Observations(b),Year(c),National_Rainfall_Index_(NRI)_(mm/year),Data_source(c),Observations(c)
Côte_d'Ivoire,2003-2007,2007,1348,E,No_observation,2007,434.7,E,No_observation,,,,No_observation
Côte_d'Ivoire,2008-2012,2012,1348,E,No_observation,2012,434.7,E,No_observation,,,,No_observation
Côte_d'Ivoire,2013-2017,2017,1348,E,No_observation,2017,434.7,E,No_observation,,,,No_observation
Croatia,1958-1962,,,,No_observation,,,,No_observation,,,,No_observation
Croatia,1963-1967,,,,No_observation,,,,No_observation,,,,No_observation
Croatia,1968-1972,,,,No_observation,,,,No_observation,,,,No_observation
Croatia,1973-1977,,,,No_observation,,,,No_observation,,,,No_observation
Croatia,1978-1982,,,,No_observation,,,,No_observation,,,,No_observation
Croatia,1983-1987,,,,No_observation,,,,No_observation,,,,No_observation
Croatia,1988-1992,1992,1113,,No_observation,1992,62.93,K,No_observation,,,,No_observation
Croatia,1993-1997,1997,1113,,No_observation,1997,63.01,K,No_observation,1993,804.6,E,No_observation
Croatia,1998-2002,2002,1113,,No_observation,2002,62.93,K,No_observation,1999,824.2,E,No_observation
Croatia,2003-2007,2007,1113,,No_observation,2007,62.98,K,No_observation,,,,No_observation
Croatia,2008-2012,2012,1113,,No_observation,2012,62.98,K,No_observation,,,,No_observation
Croatia,2013-2017,2017,1113,,No_observation,2017,62.98,K,No_observation,,,,No_observation
Cuba,1958-1962,1962,1335,E,No_observation,1962,146.7,E,No_observation,,,,No_observation
Cuba,1963-1967,1967,1335,E,No_observation,1967,146.7,E,No_observation,1964,1325,E,No_observation
Cuba,1968-1972,1972,1335,E,No_observation,1972,146.7,E,No_observation,1972,1402,E,No_observation
Cuba,1973-1977,1977,1335,E,No_observation,1977,146.7,E,No_observation,1976,1229,E,No_observation
Cuba,1978-1982,1982,1335,E,No_observation,1982,146.7,E,No_observation,1979,1390,E,No_observation
Cuba,1983-1987,1987,1335,E,No_observation,1987,146.7,E,No_observation,1987,1208,E,No_observation
Cuba,1988-1992,1992,1335,E,No_observation,1992,146.7,E,No_observation,1990,1209,E,No_observation
Cuba,1993-1997,1997,1335,E,No_observation,1997,146.7,E,No_observation,1993,1285,E,No_observation
Cuba,1998-2002,2002,1335,E,No_observation,2002,146.7,E,No_observation,2002,1103,E,No_observation
Cuba,2003-2007,2007,1335,E,No_observation,2007,146.7,E,No_observation,,,,No_observation
Cuba,2008-2012,2012,1335,E,No_observation,2012,146.7,E,No_observation,,,,No_observation
Cuba,2013-2017,2017,1335,E,No_observation,2017,146.7,E,No_observation,,,,No_observation
Cyprus,1958-1962,1962,498,,No_observation,1962,4.606,K,No_observation,,,,No_observation
Cyprus,1963-1967,1967,498,,No_observation,1967,4.606,K,No_observation,1965,569.5,E,No_observation
Cyprus,1968-1972,1972,498,,No_observation,1972,4.606,K,No_observation,1971,522.5,E,No_observation
Cyprus,1973-1977,1977,498,,No_observation,1977,4.606,K,No_observation,1977,441.2,E,No_observation
Cyprus,1978-1982,1982,498,,No_observation,1982,4.606,K,No_observation,1979,522.5,E,No_observation
Cyprus,1983-1987,1987,498,,No_observation,1987,4.606,K,No_observation,1984,528.9,E,No_observation
Cyprus,1988-1992,1992,498,,No_observation,1992,4.606,K,No_observation,1989,333.2,E,No_observation
Cyprus,1993-1997,1997,498,,No_observation,1997,4.606,K,No_observation,1996,342.5,E,No_observation
Cyprus,1998-2002,2002,498,,No_observation,2002,4.606,K,No_observation,2002,344.3,E,No_observation
Cyprus,2003-2007,2007,498,,No_observation,2007,4.606,K,No_observation,,,,No_observation
Cyprus,2008-2012,2012,498,,No_observation,2012,4.606,K,No_observation,,,,No_observation
Cyprus,2013-2017,2017,498,,No_observation,2017,4.606,K,No_observation,,,,No_observation
Czechia,1958-1962,,,,No_observation,,,,No_observation,,,,No_observation
Czechia,1963-1967,,,,No_observation,,,,No_observation,,,,No_observation
Czechia,1968-1972,,,,No_observation,,,,No_observation,,,,No_observation
Czechia,1973-1977,,,,No_observation,,,,No_observation,,,,No_observation
Czechia,1978-1982,,,,No_observation,,,,No_observation,,,,No_observation
Czechia,1983-1987,,,,No_observation,,,,No_observation,,,,No_observation
Czechia,1988-1992,,,,No_observation,,,,No_observation,,,,No_observation
Czechia,1993-1997,1997,677,E,No_observation,1997,53.39,E,No_observation,1996,682.6,E,No_observation
Czechia,1998-2002,2002,677,E,No_observation,2002,53.39,E,No_observation,1998,707.1,E,No_observation
Czechia,2003-2007,2007,677,,No_observation,2007,53.39,K,No_observation,,,,No_observation
Czechia,2008-2012,2012,677,,No_observation,2012,53.39,K,No_observation,,,,No_observation
Czechia,2013-2017,2017,677,,No_observation,2017,53.39,K,No_observation,,,,No_observation
Democratic_People's_Republic_of_Korea,1958-1962,1962,1054,E,No_observation,1962,127,E,No_observation,,,,No_observation
Democratic_People's_Republic_of_Korea,1963-1967,1967,1054,E,No_observation,1967,127,E,No_observation,,,,No_observation
Democratic_People's_Republic_of_Korea,1968-1972,1972,1054,E,No_observation,1972,127,E,No_observation,,,,No_observation
Democratic_People's_Republic_of_Korea,1973-1977,1977,1054,E,No_observation,1977,127,E,No_observation,,,,No_observation
Democratic_People's_Republic_of_Korea,1978-1982,1982,1054,E,No_observation,1982,127,E,No_observation,,,,No_observation
Democratic_People's_Republic_of_Korea,1983-1987,1987,1054,E,No_observation,1987,127,E,No_observation,,,,No_observation
Democratic_People's_Republic_of_Korea,1988-1992,1992,1054,E,No_observation,1992,127,E,No_observation,,,,No_observation
Democratic_People's_Republic_of_Korea,1993-1997,1997,1054,E,No_observation,1997,127,E,No_observation,,,,No_observation
Democratic_People's_Republic_of_Korea,1998-2002,2002,1054,E,No_observation,2002,127,E,No_observation,,,,No_observation
Democratic_People's_Republic_of_Korea,2003-2007,2007,1054,E,No_observation,2007,127,E,No_observation,,,,No_observation
Democratic_People's_Republic_of_Korea,2008-2012,2012,1054,E,No_observation,2012,127,E,No_observation,,,,No_observation
Democratic_People's_Republic_of_Korea,2013-2017,2017,1054,E,No_observation,2017,127,E,No_observation,,,,No_observation
Democratic_Republic_of _the_Congo,1958-1962,1962,1543,E,No_observation,1962,3618,E,No_observation,,,,No_observation
Democratic_Republic_of _the_Congo,1963-1967,1967,1543,E,No_observation,1967,3618,E,No_observation,1964,1592,E,No_observation
Democratic_Republic_of _the_Congo,1968-1972,1972,1543,E,No_observation,1972,3618,E,No_observation,1970,1572,E,No_observation
Democratic_Republic_of _the_Congo,1973-1977,1977,1543,E,No_observation,1977,3618,E,No_observation,1974,1540,E,No_observation
Democratic_Republic_of _the_Congo,1978-1982,1982,1543,E,No_observation,1982,3618,E,No_observation,1980,1589,E,No_observation
Democratic_Republic_of _the_Congo,1983-1987,1987,1543,E,No_observation,1987,3618,E,No_observation,1986,1563,E,No_observation
Democratic_Republic_of _the_Congo,1988-1992,1992,1543,E,No_observation,1992,3618,E,No_observation,1991,1543,E,No_observation
Democratic_Republic_of _the_Congo,1993-1997,1997,1543,E,No_observation,1997,3618,E,No_observation,1997,1534,E,No_observation
Democratic_Republic_of _the_Congo,1998-2002,2002,1543,E,No_observation,2002,3618,E,No_observation,2000,1571,E,No_observation
Democratic_Republic_of _the_Congo,2003-2007,2007,1543,E,No_observation,2007,3618,E,No_observation,,,,No_observation
Democratic_Republic_of _the_Congo,2008-2012,2012,1543,E,No_observation,2012,3618,E,No_observation,,,,No_observation
Democratic_Republic_of _the_Congo,2013-2017,2017,1543,E,No_observation,2017,3618,E,No_observation,,,,No_observation
Denmark,1958-1962,1962,703,E,No_observation,1962,30.29,E,No_observation,,,,No_observation
Denmark,1963-1967,1967,703,E,No_observation,1967,30.29,E,No_observation,1965,672,E,No_observation
Denmark,1968-1972,1972,703,E,No_observation,1972,30.29,E,No_observation,1969,581,E,No_observation
Denmark,1973-1977,1977,703,E,No_observation,1977,30.29,E,No_observation,1977,595.7,E,No_observation
Denmark,1978-1982,1982,703,E,No_observation,1982,30.29,E,No_observation,1979,676.1,E,No_observation
Denmark,1983-1987,1987,703,E,No_observation,1987,30.29,E,No_observation,1984,659.3,E,No_observation
Denmark,1988-1992,1992,703,E,No_observation,1992,30.29,E,No_observation,1992,584.8,E,No_observation
Denmark,1993-1997,1997,703,E,No_observation,1997,30.29,E,No_observation,1997,558.6,E,No_observation
Denmark,1998-2002,2002,703,E,No_observation,2002,30.29,E,No_observation,1999,694,E,No_observation
Denmark,2003-2007,2007,703,E,No_observation,2007,30.29,E,No_observation,,,,No_observation
Denmark,2008-2012,2012,703,E,No_observation,2012,30.17,E,No_observation,,,,No_observation
Denmark,2013-2017,2017,703,E,No_observation,2017,30.17,E,No_observation,,,,No_observation
Djibouti,1958-1962,1962,220,E,No_observation,1962,5.104,E,No_observation,,,,No_observation
Djibouti,1963-1967,1967,220,E,No_observation,1967,5.104,E,No_observation,1963,95.37,E,No_observation
Djibouti,1968-1972,1972,220,E,No_observation,1972,5.104,E,No_observation,1970,82.11,E,No_observation
Djibouti,1973-1977,1977,220,E,No_observation,1977,5.104,E,No_observation,1976,97.89,E,No_observation
Djibouti,1978-1982,1982,220,E,No_observation,1982,5.104,E,No_observation,1981,115.6,E,No_observation
Djibouti,1983-1987,1987,220,E,No_observation,1987,5.104,E,No_observation,1985,84,E,No_observation
Djibouti,1988-1992,1992,220,E,No_observation,1992,5.104,E,No_observation,1989,112.4,E,No_observation
Djibouti,1993-1997,1997,220,E,No_observation,1997,5.104,E,No_observation,1994,358.7,E,No_observation
Djibouti,1998-2002,2002,220,E,No_observation,2002,5.104,E,No_observation,1999,107.4,E,No_observation
Djibouti,2003-2007,2007,220,E,No_observation,2007,5.104,E,No_observation,,,,No_observation
Djibouti,2008-2012,2012,220,E,No_observation,2012,5.104,E,No_observation,,,,No_observation
Djibouti,2013-2017,2017,220,E,No_observation,2017,5.104,E,No_observation,,,,No_observation
Dominica,1958-1962,1962,2083,E,No_observation,1962,1.562,E,No_observation,,,,No_observation
Dominica,1963-1967,1967,2083,E,No_observation,1967,1.562,E,No_observation,,,,No_observation
Dominica,1968-1972,1972,2083,E,No_observation,1972,1.562,E,No_observation,,,,No_observation
Dominica,1973-1977,1977,2083,E,No_observation,1977,1.562,E,No_observation,,,,No_observation
Dominica,1978-1982,1982,2083,E,No_observation,1982,1.562,E,No_observation,,,,No_observation
Dominica,1983-1987,1987,2083,E,No_observation,1987,1.562,E,No_observation,,,,No_observation
Dominica,1988-1992,1992,2083,E,No_observation,1992,1.562,E,No_observation,,,,No_observation
Dominica,1993-1997,1997,2083,E,No_observation,1997,1.562,E,No_observation,,,,No_observation
Dominica,1998-2002,2002,2083,E,No_observation,2002,1.562,E,No_observation,,,,No_observation
Dominica,2003-2007,2007,2083,E,No_observation,2007,1.562,E,No_observation,,,,No_observation
Dominica,2008-2012,2012,2083,E,No_observation,2012,1.562,E,No_observation,,,,No_observation
Dominica,2013-2017,2014,2083,E,No_observation,2016,1.562,E,No_observation,,,,No_observation
Dominican_Republic,1958-1962,1962,1410,E,No_observation,1962,68.62,E,No_observation,,,,No_observation
Dominican_Republic,1963-1967,1967,1410,E,No_observation,1967,68.62,E,No_observation,1965,1340,E,No_observation
Dominican_Republic,1968-1972,1972,1410,E,No_observation,1972,68.62,E,No_observation,1972,1373,E,No_observation
Dominican_Republic,1973-1977,1977,1410,E,No_observation,1977,68.62,E,No_observation,1973,1244,E,No_observation
Dominican_Republic,1978-1982,1982,1410,E,No_observation,1982,68.62,E,No_observation,1982,1305,E,No_observation
Dominican_Republic,1983-1987,1987,1410,E,No_observation,1987,68.62,E,No_observation,1984,1378,E,No_observation
Dominican_Republic,1988-1992,1992,1410,E,No_observation,1992,68.62,E,No_observation,1989,1222,E,No_observation
Dominican_Republic,1993-1997,1997,1410,E,No_observation,1997,68.62,E,No_observation,1994,1259,E,No_observation
Dominican_Republic,1998-2002,2002,1410,E,No_observation,2002,68.62,E,No_observation,2002,820.9,E,No_observation
Dominican_Republic,2003-2007,2007,1410,E,No_observation,2007,68.62,E,No_observation,,,,No_observation
Dominican_Republic,2008-2012,2012,1410,E,No_observation,2012,68.62,E,No_observation,,,,No_observation
Dominican_Republic,2013-2017,2017,1410,E,No_observation,2017,68.62,E,No_observation,,,,No_observation
Ecuador,1958-1962,1962,2274,,No_observation,1962,644.8,K,No_observation,,,,No_observation
Ecuador,1963-1967,1967,2274,,No_observation,1967,644.8,K,No_observation,1967,2236,E,No_observation
Ecuador,1968-1972,1972,2274,,No_observation,1972,644.8,K,No_observation,1969,2736,E,No_observation
Ecuador,1973-1977,1977,2274,,No_observation,1977,644.8,K,No_observation,1973,2636,E,No_observation
Ecuador,1978-1982,1982,2274,,No_observation,1982,644.8,K,No_observation,1978,2326,E,No_observation
Ecuador,1983-1987,1987,2274,,No_observation,1987,644.8,K,No_observation,1987,2403,E,No_observation
Ecuador,1988-1992,1992,2274,,No_observation,1992,644.8,K,No_observation,1990,2098,E,No_observation
Ecuador,1993-1997,1997,2274,,No_observation,1997,644.8,K,No_observation,1995,2333,E,No_observation
Ecuador,1998-2002,2002,2274,,No_observation,2002,583,K,No_observation,1999,2575,E,No_observation
Ecuador,2003-2007,2007,2274,,No_observation,2007,583,K,No_observation,,,,No_observation
Ecuador,2008-2012,2012,2274,,No_observation,2012,583,K,No_observation,,,,No_observation
Ecuador,2013-2017,2017,2274,,No_observation,2017,583,K,No_observation,,,,No_observation
Egypt,1958-1962,1962,18,,No_observation,1962,18.13,K,No_observation,,,,No_observation
Egypt,1963-1967,1967,18,,No_observation,1967,18.13,K,No_observation,1966,123.5,E,No_observation
Egypt,1968-1972,1972,18,,No_observation,1972,18.13,K,No_observation,1969,119.2,E,No_observation
Egypt,1973-1977,1977,18,,No_observation,1977,18.13,K,No_observation,1975,94.81,E,No_observation
Egypt,1978-1982,1982,18,,No_observation,1982,18.13,K,No_observation,1979,107.8,E,No_observation
Egypt,1983-1987,1987,18,,No_observation,1987,18.13,K,No_observation,1985,124.4,E,No_observation
Egypt,1988-1992,1992,18,,No_observation,1992,18.13,K,No_observation,1992,170.4,E,No_observation
Egypt,1993-1997,1997,18,,No_observation,1997,18.13,K,No_observation,1996,93.92,E,No_observation
Egypt,1998-2002,2002,18,,No_observation,2002,18.13,K,No_observation,2002,106.6,E,No_observation
Egypt,2003-2007,2007,18,,No_observation,2007,18.13,K,No_observation,,,,No_observation
Egypt,2008-2012,2012,18,,No_observation,2012,18.13,K,No_observation,,,,No_observation
Egypt,2013-2017,2017,18,,No_observation,2017,18.13,K,No_observation,,,,No_observation
El_Salvador,1958-1962,1962,1784,,[67],1962,37.54,K,No_observation,,,,No_observation
El_Salvador,1963-1967,1967,1784,,[68],1967,37.54,K,No_observation,1964,1766,E,No_observation
El_Salvador,1968-1972,1972,1784,,[69],1972,37.54,K,No_observation,1971,1841,E,No_observation
El_Salvador,1973-1977,1977,1784,,[70],1977,37.54,K,No_observation,1975,1606,E,No_observation
El_Salvador,1978-1982,1982,1784,,[71],1982,37.54,K,No_observation,1978,1679,E,No_observation
El_Salvador,1983-1987,1987,1784,,[72],1987,37.54,K,No_observation,1983,1598,E,No_observation
El_Salvador,1988-1992,1992,1784,,[73],1992,37.54,K,No_observation,1988,1667,E,No_observation
El_Salvador,1993-1997,1997,1784,,[74],1997,37.54,K,No_observation,1993,1803,E,No_observation
El_Salvador,1998-2002,2002,1784,,[75],2002,37.54,K,No_observation,1999,1434,E,No_observation
El_Salvador,2003-2007,2007,1784,,[76],2007,37.54,K,No_observation,,,,No_observation
El_Salvador,2008-2012,2012,1784,,[77],2012,37.54,K,No_observation,,,,No_observation
El_Salvador,2013-2017,2017,1784,,No_observation,2017,37.54,K,No_observation,,,,No_observation
Equatorial_Guinea,1958-1962,1962,2156,E,No_observation,1962,60.48,E,No_observation,,,,No_observation
Equatorial_Guinea,1963-1967,1967,2156,E,No_observation,1967,60.48,E,No_observation,1967,2803,E,No_observation
Equatorial_Guinea,1968-1972,1972,2156,E,No_observation,1972,60.48,E,No_observation,1971,2944,E,No_observation
Equatorial_Guinea,1973-1977,1977,2156,E,No_observation,1977,60.48,E,No_observation,1973,2343,E,No_observation
Equatorial_Guinea,1978-1982,1982,2156,E,No_observation,1982,60.48,E,No_observation,1979,2407,E,No_observation
Equatorial_Guinea,1983-1987,1987,2156,E,No_observation,1987,60.48,E,No_observation,1986,2609,E,No_observation
Equatorial_Guinea,1988-1992,1992,2156,E,No_observation,1992,60.48,E,No_observation,1990,2638,E,No_observation
Equatorial_Guinea,1993-1997,1997,2156,E,No_observation,1997,60.48,E,No_observation,1995,2667,E,No_observation
Equatorial_Guinea,1998-2002,2002,2156,E,No_observation,2002,60.48,E,No_observation,2000,2447,E,No_observation
Equatorial_Guinea,2003-2007,2007,2156,E,No_observation,2007,60.48,E,No_observation,,,,No_observation
Equatorial_Guinea,2008-2012,2012,2156,E,No_observation,2012,60.48,E,No_observation,,,,No_observation
Equatorial_Guinea,2013-2017,2017,2156,E,No_observation,2017,60.48,E,No_observation,,,,No_observation
Eritrea,1958-1962,,,,No_observation,,,,No_observation,,,,No_observation
Eritrea,1963-1967,,,,No_observation,,,,No_observation,,,,No_observation
Eritrea,1968-1972,,,,No_observation,,,,No_observation,,,,No_observation
Eritrea,1973-1977,,,,No_observation,,,,No_observation,,,,No_observation
Eritrea,1978-1982,,,,No_observation,,,,No_observation,,,,No_observation
Eritrea,1983-1987,,,,No_observation,,,,No_observation,,,,No_observation
Eritrea,1988-1992,,,,No_observation,,,,No_observation,,,,No_observation
Eritrea,1993-1997,1997,384,E,No_observation,1997,45.16,E,No_observation,1993,405,E,No_observation
Eritrea,1998-2002,2002,384,E,No_observation,2002,45.16,E,No_observation,2001,333,E,No_observation
Eritrea,2003-2007,2007,384,E,No_observation,2007,45.16,E,No_observation,,,,No_observation
Eritrea,2008-2012,2012,384,E,No_observation,2012,45.16,E,No_observation,,,,No_observation
Eritrea,2013-2017,2017,384,E,No_observation,2017,45.16,E,No_observation,,,,No_observation
Estonia,1958-1962,,,,No_observation,,,,No_observation,,,,No_observation
Estonia,1963-1967,,,,No_observation,,,,No_observation,,,,No_observation
Estonia,1968-1972,,,,No_observation,,,,No_observation,,,,No_observation
Estonia,1973-1977,,,,No_observation,,,,No_observation,,,,No_observation
Estonia,1978-1982,,,,No_observation,,,,No_observation,,,,No_observation
Estonia,1983-1987,,,,No_observation,,,,No_observation,,,,No_observation
Estonia,1988-1992,1992,626,E,No_observation,1992,28.31,E,No_observation,,,,No_observation
Estonia,1993-1997,1997,626,E,No_observation,1997,28.31,E,No_observation,1993,652.5,E,No_observation
Estonia,1998-2002,2002,626,E,No_observation,2002,28.31,E,No_observation,2000,621.4,E,No_observation
Estonia,2003-2007,2007,626,E,No_observation,2007,28.31,E,No_observation,,,,No_observation
Estonia,2008-2012,2012,626,E,No_observation,2012,28.31,E,No_observation,,,,No_observation
Estonia,2013-2017,2017,626,E,No_observation,2017,28.38,E,No_observation,,,,No_observation
Eswatini,1958-1962,1962,788,E,No_observation,1962,13.68,E,No_observation,,,,No_observation
Eswatini,1963-1967,1967,788,E,No_observation,1967,13.68,E,No_observation,1963,854.8,E,No_observation
Eswatini,1968-1972,1972,788,E,No_observation,1972,13.68,E,No_observation,1971,792.9,E,No_observation
Eswatini,1973-1977,1977,788,E,No_observation,1977,13.68,E,No_observation,1975,953.6,E,No_observation
Eswatini,1978-1982,1982,788,E,No_observation,1982,13.68,E,No_observation,1982,729.8,E,No_observation
Eswatini,1983-1987,1987,788,E,No_observation,1987,13.68,E,No_observation,1986,690.9,E,No_observation
Eswatini,1988-1992,1992,788,E,No_observation,1992,13.68,E,No_observation,1990,879.8,E,No_observation
Eswatini,1993-1997,1997,788,E,No_observation,1997,13.68,E,No_observation,1994,784.8,E,No_observation
Eswatini,1998-2002,2002,788,E,No_observation,2002,13.68,E,No_observation,2002,648,E,No_observation
Eswatini,2003-2007,2007,788,E,No_observation,2007,13.68,E,No_observation,,,,No_observation
Eswatini,2008-2012,2012,788,E,No_observation,2012,13.68,E,No_observation,,,,No_observation
Eswatini,2013-2017,2017,788,E,No_observation,2017,13.68,E,No_observation,,,,No_observation
Ethiopia,1958-1962,,,,No_observation,,,,No_observation,,,,No_observation
Ethiopia,1963-1967,,,,No_observation,,,,No_observation,,,,No_observation
Ethiopia,1968-1972,,,,No_observation,,,,No_observation,,,,No_observation
Ethiopia,1973-1977,,,,No_observation,,,,No_observation,,,,No_observation
Ethiopia,1978-1982,,,,No_observation,,,,No_observation,,,,No_observation
Ethiopia,1983-1987,,,,No_observation,,,,No_observation,,,,No_observation
Ethiopia,1988-1992,,,,No_observation,,,,No_observation,,,,No_observation
Ethiopia,1993-1997,1997,848,E,No_observation,1997,936.4,E,No_observation,1993,1132,E,No_observation
Ethiopia,1998-2002,2002,848,E,No_observation,2002,936.4,E,No_observation,1999,1073,E,No_observation
Ethiopia,2003-2007,2007,848,E,No_observation,2007,936.4,E,No_observation,,,,No_observation
Ethiopia,2008-2012,2012,848,E,No_observation,2012,936.4,E,No_observation,,,,No_observation
Ethiopia,2013-2017,2017,848,E,No_observation,2017,936.4,E,No_observation,,,,No_observation
Faroe_Islands,1958-1962,,,,No_observation,,,,No_observation,,,,No_observation
Faroe_Islands,1963-1967,,,,No_observation,,,,No_observation,,,,No_observation
Faroe_Islands,1968-1972,,,,No_observation,,,,No_observation,,,,No_observation
Faroe_Islands,1973-1977,,,,No_observation,,,,No_observation,,,,No_observation
Faroe_Islands,1978-1982,,,,No_observation,,,,No_observation,,,,No_observation
Faroe_Islands,1983-1987,,,,No_observation,,,,No_observation,,,,No_observation
Faroe_Islands,1988-1992,,,,No_observation,,,,No_observation,,,,No_observation
Faroe_Islands,1993-1997,,,,No_observation,,,,No_observation,,,,No_observation
Faroe_Islands,1998-2002,,,,No_observation,,,,No_observation,,,,No_observation
Faroe_Islands,2003-2007,,,,No_observation,,,,No_observation,,,,No_observation
Faroe_Islands,2008-2012,,,,No_observation,,,,No_observation,,,,No_observation
Faroe_Islands,2013-2017,,,,No_observation,,,,No_observation,,,,No_observation
Fiji,1958-1962,1962,2592,,No_observation,1962,47.36,K,No_observation,,,,No_observation
Fiji,1963-1967,1967,2592,,No_observation,1967,47.36,K,No_observation,1963,2360,E,No_observation
Fiji,1968-1972,1972,2592,,No_observation,1972,47.36,K,No_observation,1970,2252,E,No_observation
Fiji,1973-1977,1977,2592,,No_observation,1977,47.36,K,No_observation,1975,2993,E,No_observation
Fiji,1978-1982,1982,2592,,No_observation,1982,47.36,K,No_observation,1982,2536,E,No_observation
Fiji,1983-1987,1987,2592,,No_observation,1987,47.36,K,No_observation,1986,2256,E,No_observation
Fiji,1988-1992,1992,2592,,No_observation,1992,47.36,K,No_observation,1990,2397,E,No_observation
Fiji,1993-1997,1997,2592,,No_observation,1997,47.36,K,No_observation,1997,2364,E,No_observation
Fiji,1998-2002,2002,2592,,No_observation,2002,47.36,K,No_observation,2002,2376,E,No_observation
Fiji,2003-2007,2007,2592,,No_observation,2007,47.36,K,No_observation,,,,No_observation
Fiji,2008-2012,2012,2592,,No_observation,2012,47.36,K,No_observation,,,,No_observation
Fiji,2013-2017,2017,2592,,No_observation,2017,47.36,K,No_observation,,,,No_observation
Finland,1958-1962,1962,536,E,No_observation,1962,181.2,E,No_observation,,,,No_observation
Finland,1963-1967,1967,536,E,No_observation,1967,181.2,E,No_observation,1965,538.4,E,No_observation
Finland,1968-1972,1972,536,E,No_observation,1972,181.2,E,No_observation,1972,513.7,E,No_observation
Finland,1973-1977,1977,536,E,No_observation,1977,181.2,E,No_observation,1975,509.3,E,No_observation
Finland,1978-1982,1982,536,E,No_observation,1982,181.2,E,No_observation,1982,532.4,E,No_observation
Finland,1983-1987,1987,536,E,No_observation,1987,181.2,E,No_observation,1984,572.5,E,No_observation
Finland,1988-1992,1992,536,E,No_observation,1992,181.2,E,No_observation,1991,594.6,E,No_observation
Finland,1993-1997,1997,536,E,No_observation,1997,181.2,E,No_observation,1997,537.9,E,No_observation
Finland,1998-2002,2002,536,E,No_observation,2002,181.2,E,No_observation,1999,518.3,E,No_observation
Finland,2003-2007,2007,536,E,No_observation,2007,181.4,E,No_observation,,,,No_observation
Finland,2008-2012,2012,536,E,No_observation,2012,181.4,E,No_observation,,,,No_observation
Finland,2013-2017,2017,536,E,No_observation,2017,181.4,E,No_observation,,,,No_observation
France,1958-1962,1962,867,,No_observation,1962,476.1,K,No_observation,,,,No_observation
France,1963-1967,1967,867,,No_observation,1967,476.1,K,No_observation,1963,846.2,E,No_observation
France,1968-1972,1972,867,,No_observation,1972,476.1,K,No_observation,1970,788.9,E,No_observation
France,1973-1977,1977,867,,No_observation,1977,476.1,K,No_observation,1975,770.4,E,No_observation
France,1978-1982,1982,867,,No_observation,1982,476.1,K,No_observation,1982,899.9,E,No_observation
France,1983-1987,1987,867,,No_observation,1987,476.1,K,No_observation,1983,780.9,E,No_observation
France,1988-1992,1992,867,,No_observation,1992,476.1,K,No_observation,1989,606.8,E,No_observation
France,1993-1997,1997,867,,No_observation,1997,476.1,K,No_observation,1995,817.9,E,No_observation
France,1998-2002,2002,867,,No_observation,2002,476.1,K,No_observation,2002,818,E,No_observation
France,2003-2007,2007,867,,No_observation,2007,476.1,K,No_observation,,,,No_observation
France,2008-2012,2012,867,,No_observation,2012,476.1,K,No_observation,,,,No_observation
France,2013-2017,2017,867,,No_observation,2017,476.1,K,No_observation,,,,No_observation
Gabon,1958-1962,1962,1831,E,No_observation,1962,490.1,E,No_observation,,,,No_observation
Gabon,1963-1967,1967,1831,E,No_observation,1967,490.1,E,No_observation,1966,1838,E,No_observation
Gabon,1968-1972,1972,1831,E,No_observation,1972,490.1,E,No_observation,1971,1900,E,No_observation
Gabon,1973-1977,1977,1831,E,No_observation,1977,490.1,E,No_observation,1975,1924,E,No_observation
Gabon,1978-1982,1982,1831,E,No_observation,1982,490.1,E,No_observation,1981,1816,E,No_observation
Gabon,1983-1987,1987,1831,E,No_observation,1987,490.1,E,No_observation,1984,2013,E,No_observation
Gabon,1988-1992,1992,1831,E,No_observation,1992,490.1,E,No_observation,1990,2028,E,No_observation
Gabon,1993-1997,1997,1831,E,No_observation,1997,490.1,E,No_observation,1994,1695,E,No_observation
Gabon,1998-2002,2002,1831,E,No_observation,2002,490.1,E,No_observation,2001,1842,E,No_observation
Gabon,2003-2007,2007,1831,E,No_observation,2007,490.1,E,No_observation,,,,No_observation
Gabon,2008-2012,2012,1831,E,No_observation,2012,490.1,E,No_observation,,,,No_observation
Gabon,2013-2017,2017,1831,E,No_observation,2017,490.1,E,No_observation,,,,No_observation
Gambia,1958-1962,1962,836,E,No_observation,1962,9.447,E,No_observation,,,,No_observation
Gambia,1963-1967,1967,836,E,No_observation,1967,9.447,E,No_observation,1965,944.7,E,No_observation
Gambia,1968-1972,1972,836,E,No_observation,1972,9.447,E,No_observation,1970,668.6,E,No_observation
Gambia,1973-1977,1977,836,E,No_observation,1977,9.447,E,No_observation,1974,751.1,E,No_observation
Gambia,1978-1982,1982,836,E,No_observation,1982,9.447,E,No_observation,1981,728.4,E,No_observation
Gambia,1983-1987,1987,836,E,No_observation,1987,9.447,E,No_observation,1986,709.5,E,No_observation
Gambia,1988-1992,1992,836,E,No_observation,1992,9.447,E,No_observation,1992,805.6,E,No_observation
Gambia,1993-1997,1997,836,E,No_observation,1997,9.447,E,No_observation,1993,750.8,E,No_observation
Gambia,1998-2002,2002,836,E,No_observation,2002,9.447,E,No_observation,2002,598.4,E,No_observation
Gambia,2003-2007,2007,836,E,No_observation,2007,9.447,E,No_observation,,,,No_observation
