Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
uk,11/12/1998,51.2,44.9,48.5,40,,0,,16.1,,11.8,87.9,75.26,Overcast
uk,11/13/1998,49.4,44,46.7,38.5,,0,,13.8,,17.1,86.7,65.07,Overcast
uk,11/14/1998,48.5,37.5,43.7,31.1,,0.1,,15,,12.2,91,78.31,"Rain, Overcast"
uk,11/15/1998,46.7,39.8,43.2,33.8,,0,,15,,16.6,61.4,76.41,Partially cloudy
uk,11/16/1998,43.4,35.7,39.5,28.7,,0,,11.4,,17,25.4,73.38,Partially cloudy
uk,11/17/1998,47.6,29.6,40,32.3,,0,,5.8,,3.9,65.3,80.46,Partially cloudy
uk,11/18/1998,47,37.6,42.5,35.3,,0,,11.4,,8.5,76.9,70.76,Overcast
uk,11/19/1998,47,41,44.2,37.6,,0,,6.9,,7.9,87,68.62,Overcast
uk,11/20/1998,45.2,39.3,41.6,33.7,,0,,11.4,,5.2,57.4,74.02,Partially cloudy
uk,11/21/1998,46.5,37.5,40.6,32.8,,0,,12.8,,10.3,25,62.33,Clear
uk,11/22/1998,42.5,36.2,39.1,31.3,,0,,10.3,,15.2,73.6,59.89,Partially cloudy
uk,11/23/1998,44.7,33.9,39.5,34.4,,0,,5.8,,5.8,47.9,65.22,Partially cloudy
uk,11/24/1998,48.5,39.8,44.6,36.5,,0,,9.2,,4,95.1,78.03,Overcast
uk,11/25/1998,47.4,40.3,43.8,36.5,,0.02,,6.9,,2.8,88.6,88.85,"Rain, Overcast"
uk,11/26/1998,52.1,40.3,46.2,35.6,,0.01,,15.1,,6.6,71.2,85.17,"Rain, Partially cloudy"
uk,11/27/1998,51.2,46.1,49,42,,0,,8,,7.4,85.3,81.48,Overcast
uk,11/28/1998,54.8,43.4,50.3,39.8,,0.06,,13.3,,9.7,78.4,86.5,"Rain, Overcast"
uk,11/29/1998,46.5,39.8,42.9,34.5,,0,,11.4,,13.8,35.4,76.56,Partially cloudy
uk,11/30/1998,44.3,40.4,42,34.7,,0,,11.4,,8.9,78.2,76.35,Overcast
uk,12/01/1998,42,39.8,40.7,32.8,,0,,13.9,,7.2,94.8,74.91,Overcast
uk,12/02/1998,40.4,36.2,37.9,27.4,,0,,16.1,,6.8,85.3,74.51,Overcast
uk,12/03/1998,37.7,35.3,36.5,27.7,,0.02,,10.3,,6,93.8,76.06,"Rain, Overcast"
uk,12/04/1998,41.3,35,38.1,28.2,,0,,13.9,,11,59.9,77.62,Partially cloudy
uk,12/05/1998,41.6,32.6,35.5,24.5,,0,,13.9,,15.6,45.3,70.61,Partially cloudy
uk,12/06/1998,39.5,30.4,34,23.4,,0,,10.3,,12.8,16.3,71.78,Clear
uk,12/07/1998,44.9,33.2,40.2,28.7,,0,,8,,6.4,90.2,74.58,Overcast
uk,12/08/1998,51.9,44,48.5,40.6,,0,,14.2,,6,92.7,87.86,Overcast
uk,12/09/1998,54.7,49.7,51.4,49.1,,0.04,,8,,4.3,87.3,86.87,"Rain, Overcast"
uk,12/10/1998,51.5,46.5,50.1,45.3,,0,,11.4,,7.1,83.2,85.59,Overcast
uk,12/11/1998,50.3,42.1,46.9,37,,0.12,,11.4,,4.5,75.6,88.63,"Rain, Overcast"
uk,12/12/1998,56.9,50.6,55.4,,,0.02,,30,,11.6,90.8,85.29,"Rain, Overcast"
uk,12/13/1998,52.8,47.9,50.5,42.4,,0,,23,,18.2,77.5,70.86,Overcast
uk,12/14/1998,58.7,53,56.1,,,0,,20.1,,9.5,93.6,83.02,Overcast
uk,12/15/1998,56,50.1,54.5,,,0.09,,12.7,,8.2,87,88.54,"Rain, Overcast"
uk,12/16/1998,54.8,46.1,48.9,41.6,,0.08,,11.4,,10.6,72.4,81.38,"Rain, Partially cloudy"
uk,12/17/1998,50.3,44,46.1,38.9,,0,,14.4,,6.9,80,83.98,Overcast
uk,12/18/1998,51.5,45.6,49.5,39,,0,,15,,10.7,78.2,82.29,Overcast
uk,12/19/1998,46.7,42.5,44.3,35.1,,0.16,,17.2,,21.2,56.1,71.53,"Rain, Partially cloudy"
uk,12/20/1998,42.1,35,38.3,27.8,,0,,11.4,,13.4,50,77.2,Partially cloudy
uk,12/21/1998,41.3,28.4,35.2,23.3,,0,,10.3,,9.7,57.4,69.39,Partially cloudy
uk,12/22/1998,47.6,39.5,44.1,36.1,,0.04,,10.3,,3.6,80.4,90.02,"Rain, Overcast"
uk,12/23/1998,49.7,42.2,46.3,38.3,,0.04,,13.9,,8.9,98.2,85,"Rain, Overcast"
uk,12/24/1998,50.6,33,42.3,26.9,,0,,14,,12.3,58.2,81.73,Partially cloudy
uk,12/25/1998,54.2,46.7,51.6,39.6,,0,,19.5,,12.2,86.8,83.04,Overcast
uk,12/26/1998,56,44.3,49,37.4,,0.14,,25.3,,15.3,87.7,72.15,"Rain, Overcast"
uk,12/27/1998,51.2,45.4,48.6,40.1,,0.14,,23,,15.8,89.5,67.75,"Rain, Overcast"
uk,12/28/1998,48.5,41.1,45.3,36.5,,0,,16.1,,23.6,58.2,64.19,Partially cloudy
uk,12/29/1998,50.3,40.7,45.2,36.7,,0,,16.1,,14.9,83.1,78.48,Overcast
uk,12/30/1998,53.9,50.3,52,,,0,,16.1,,8.4,92.6,74.66,Overcast
uk,12/31/1998,50.6,47,49,41.7,,0,,15,,10.6,78,87.64,Overcast
uk,01/01/1999,51,45.5,48.7,40,,0,,13.9,,20.9,69.7,74.74,Partially cloudy
uk,01/02/1999,49.7,41.6,46.7,35.1,,0,,18.3,,15.3,63.1,70.45,Partially cloudy
uk,01/03/1999,50.3,41.1,45.1,33.1,,0,,30,,16.8,83.2,74.67,Overcast
uk,01/04/1999,56.9,47.6,53.9,42.9,,0,,21,,11.7,94.5,77.12,Overcast
uk,01/05/1999,57.5,52.4,54.3,,,0,,16.7,,11.4,72.3,78.69,Partially cloudy
uk,01/06/1999,60.2,45.2,54.4,40,,0,,15.9,,16.5,71.1,62.85,Partially cloudy
uk,01/07/1999,48.5,39.6,45,35,,0,,15,,12.3,73.7,81.54,Partially cloudy
uk,01/08/1999,46.7,40.2,42,32.7,,0,,13.9,,16.5,57.4,78.95,Partially cloudy
uk,01/09/1999,41.3,34.3,38.3,28.3,,0,,9.2,,10.1,68.8,82.29,Partially cloudy
uk,01/11/1999,37.5,33.9,35.5,27,,0,,10.3,,6.4,60.8,82.61,Partially cloudy
uk,01/12/1999,43.4,31.7,38.1,24.3,,0,,21.6,,8.9,74.2,83.34,Partially cloudy
uk,01/13/1999,48.8,38.6,42.7,31.3,,0,,13.9,,14,62.8,77.94,Partially cloudy
uk,01/14/1999,47.9,41.6,44.6,35.3,,0,,23,,11.1,52.2,70.02,Partially cloudy
uk,01/15/1999,51.5,47,49.6,41,,0,,24.2,,9.4,85.3,78.16,Overcast
uk,01/16/1999,52.8,43.8,47.2,38.2,,0,,26.4,,20.2,85.2,74.28,Overcast
uk,01/17/1999,47.4,42,44,37.2,,0,,12.7,,26.1,37.4,71.2,Partially cloudy
uk,01/18/1999,49.7,38.6,45.9,34.1,,0,,19.5,,16.2,59.7,79.28,Partially cloudy
uk,01/19/1999,55.1,48.8,52.9,43.7,,0,,20.4,,5.8,96.8,88.06,Overcast
uk,01/20/1999,54.8,49.9,53,47.5,,0,,19.5,,8,96.5,84.72,Overcast
uk,01/21/1999,51,34.1,44.5,39.6,,0,,6.9,,3.9,71,92.43,Partially cloudy
uk,01/22/1999,41.1,28.7,35.9,28.4,,0,,4.7,,1.5,37.5,91.8,Partially cloudy
uk,01/23/1999,49.7,33,44.5,30.2,,0,,13.9,,4.5,93.5,84.87,Overcast
uk,01/24/1999,53.3,45.2,48.7,40.9,,0,,13.9,,12.2,88.9,83.79,Overcast
uk,01/25/1999,56,43.8,52.2,38.9,,0,,21.9,,16.3,79.9,71.65,Overcast
uk,01/26/1999,48.5,40.7,44.1,31.3,,0,,20.8,,17.6,83.5,71.14,Overcast
uk,01/27/1999,48.3,38.6,42.8,31.5,,0,,18.3,,17.5,67,72.77,Partially cloudy
uk,01/28/1999,52.4,42.9,48.3,37.3,,0,,18.4,,18,79.8,73.24,Overcast
uk,01/29/1999,46.1,40.4,43.4,35.6,,0,,9.1,,11.2,86,76.65,Overcast
uk,01/30/1999,43.4,38.6,40.4,33.5,,0,,8,,4.1,98.5,79.55,Overcast
uk,01/31/1999,43.4,40.4,41.8,36.3,,0,,8,,9.9,91.8,66.19,Overcast
uk,02/01/1999,49.4,43.4,46.7,40,,0,,9.2,,4.4,94.9,80.4,Overcast
uk,02/02/1999,51.2,45.2,47.3,41.5,,0,,11.4,,8.8,86,64.61,Overcast
uk,02/03/1999,52.1,42.9,47.7,37.1,,0,,12.7,,7.8,85.8,80.45,Overcast
uk,02/04/1999,55.7,48.5,51.4,42.4,,0,,23,,11.1,85.3,76.62,Overcast
uk,02/05/1999,47.6,43.7,45.7,35.7,,0,,22.7,,17.4,68.1,65.8,Partially cloudy
uk,02/06/1999,47.9,42.9,45.5,36.2,,0,,17.2,,16.4,87.8,71.18,Overcast
uk,02/07/1999,43.4,34.4,38,26.1,,0,,21.9,,25.6,34.1,58.81,Partially cloudy
uk,02/08/1999,40.2,32.3,36,25.1,,0,,9.2,,16.3,92.4,75.46,Overcast
uk,02/09/1999,37.1,29.6,32.9,20.6,,0,,13.9,,15.4,41.7,75.66,Partially cloudy
uk,02/10/1999,39.3,31.2,34.7,22.7,,0,,13.9,,20.2,45.3,70.95,Partially cloudy
uk,02/11/1999,42.5,32.2,37.5,25.8,,0,,8,,10.2,57.4,65.73,Partially cloudy
uk,02/12/1999,46.1,37.7,42.1,34.4,,0,,6.9,,5.8,91.2,76.62,Overcast
uk,02/13/1999,46.7,35.7,40.8,31.7,,0,,8,,7.8,33.2,61.91,Partially cloudy
uk,02/14/1999,45.8,34,39.8,28.4,,0,,12.7,,7.4,62.4,74.35,Partially cloudy
uk,02/15/1999,47.9,37.5,43.7,35.4,,0,,16.1,,6.6,75.6,81.69,Overcast
uk,02/16/1999,47.6,41.1,45.3,31.5,,0,,21.9,,17.1,69.8,62.05,Partially cloudy
uk,02/17/1999,47.9,41.1,43.7,33.2,,0,,18.3,,16.5,67.7,70.68,Partially cloudy
uk,02/18/1999,52.8,47.9,50.7,43.8,,0,,16.1,,15.5,93.1,77.06,Overcast
uk,02/19/1999,56.9,48.8,52.6,44.6,,0,,18.3,,14.6,98.5,84.5,Overcast
uk,02/20/1999,49.7,44.7,47,38.1,,0,,15,,17.3,86,64.22,Overcast
uk,02/21/1999,53,41.6,47,33,,0,,21.9,,18.9,77.3,71.87,Overcast
uk,02/22/1999,45.8,38.4,41,28.8,,0,,26.4,,26.4,44.5,64.18,Partially cloudy
uk,02/23/1999,45.8,37.1,40.7,28.3,,0,,18.3,,24.2,48.7,63.49,Partially cloudy
uk,02/24/1999,43.8,38.6,40.7,33.4,,0,,15,,9.2,80.6,81.28,Overcast
uk,02/25/1999,48.3,37.1,43,34.3,,0,,15,,11.2,86.9,76.7,Overcast
uk,02/26/1999,51.2,47,48.7,41.3,,0,,16.1,,7.1,93.9,86.02,Overcast
uk,02/27/1999,51.2,44.3,47.8,37.7,,0,,15,,13,72.3,75.63,Partially cloudy
uk,02/28/1999,54.2,41.6,47.5,34.3,,0,,24.2,,14.3,63.2,76,Partially cloudy
uk,03/01/1999,56.6,51,53.9,,,0,,21.9,,17.3,92.3,86.11,Overcast
uk,03/02/1999,58.7,48.5,53.6,42.4,,0,,21.8,,11.8,89.5,86.95,Overcast
uk,03/03/1999,52.4,43.1,47.3,36.1,,0,,25.8,,13.4,71.6,73.08,Partially cloudy
uk,03/04/1999,46.1,38.4,42.7,35,,0,,9.2,,13.1,80.3,80.71,Overcast
uk,03/05/1999,41.3,37.7,39.8,29.7,,0,,17.2,,12.6,95,75.6,Overcast
uk,03/06/1999,42.5,35.8,38.7,28,,0,,13.9,,9.8,94.7,76.79,Overcast
uk,03/07/1999,40.7,38.9,40,32.6,,0,,13.9,,5.2,98.9,86.69,Overcast
uk,03/08/1999,45.8,40.4,42.4,34.4,,0,,13.8,,8.7,88.9,75.98,Overcast
uk,03/09/1999,46.7,39.5,42.5,34.3,,0,,8,,12.4,81.8,70.26,Overcast
uk,03/10/1999,46.1,33.5,40.5,29.1,,0,,8,,9.2,51.1,74.59,Partially cloudy
uk,03/11/1999,48.5,36.7,42.9,30.5,,0,,12.7,,6.2,71.2,73.83,Partially cloudy
uk,03/12/1999,61.1,45.7,53.2,43.1,,0,,6.9,,4.7,80.7,77.17,Overcast
uk,03/13/1999,56.6,49.4,52.7,46.5,,0,,11.4,,14.4,77.4,65.22,Overcast
uk,03/14/1999,56.9,35.3,49.6,40.6,,0,,9.2,,18.8,60.9,60.33,Partially cloudy
uk,03/15/1999,59.6,47,52.1,45.5,,0,,9.2,,9.9,65.3,55.99,Partially cloudy
uk,03/16/1999,59.6,44.8,52.6,42.4,,0,,6.9,,9.3,56.2,60.2,Partially cloudy
uk,03/17/1999,66.8,50.2,57.7,,,0,,6.9,,7.2,53.8,66.78,Partially cloudy
uk,03/18/1999,55.5,44.9,52,39.6,,0,,16.1,,10.1,56.1,63.14,Partially cloudy
uk,03/19/1999,50.6,41,46.6,35.4,,0,,15,,13.5,76.3,63.51,Overcast
uk,03/20/1999,51.5,42.5,47.5,38.2,,0,,12.7,,13.7,78.1,60.53,Overcast
uk,03/21/1999,51.5,45.2,47.5,38.8,,0,,20.8,,15.2,86.8,68.85,Overcast
uk,03/22/1999,48.5,41.6,45.9,34.6,,0,,17.2,,16.9,84.4,60.02,Overcast
uk,03/23/1999,59.3,48.5,53.2,43.7,,0,,15,,13.7,84.8,65.13,Overcast
uk,03/24/1999,53.9,48.8,50.9,44.8,,0,,13.9,,16.1,84.5,64.17,Overcast
uk,03/25/1999,57.3,42,51,43.5,,0,,9.2,,5.3,80.5,72.42,Overcast
uk,03/26/1999,52.4,43.1,46.6,38.2,,0,,10.3,,10.6,81.1,66.19,Overcast
uk,03/27/1999,57.3,36.8,49.3,40.8,,0,,6.9,,21.6,30.3,51.68,Partially cloudy
uk,03/28/1999,60.5,34.9,51.1,40.7,,0,,15,,16.5,40.5,51.68,Partially cloudy
uk,03/29/1999,58.4,50.3,53.9,,,0,,16.1,,11.3,91,74.85,Overcast
uk,03/30/1999,56,51.9,54,,,0,,8.1,,10.4,96.8,81.59,Overcast
uk,03/31/1999,67.4,53,58.8,,,0,,13.8,,14.8,61.2,66.16,Partially cloudy
uk,04/01/1999,66.3,48.3,57,43.5,,0,,15,,4.4,66.9,66.29,Partially cloudy
uk,04/02/1999,65,52.4,57.2,,,0,,12.7,,13,75.6,62.63,Overcast
uk,04/03/1999,56.6,48.3,52.3,46.4,,0,,8,,4.6,81.9,86.35,Overcast
uk,04/04/1999,64.1,51.5,57,,,0,,11.4,,10.9,89.3,74.96,Overcast
uk,04/05/1999,60,53.3,57.1,,,0,,15,,10.5,90.5,79.79,Overcast
uk,04/06/1999,62.3,52.1,56.2,,,0,,19.5,,17.7,82.6,67,Overcast
uk,04/07/1999,55.5,45.7,51.4,40.8,,0,,18.3,,23,70.9,64.95,Partially cloudy
uk,04/08/1999,61.4,46.1,54,42.4,,0,,10.3,,15.9,68.1,67.31,Partially cloudy
uk,04/09/1999,61.1,52.4,56.6,,,0,,12.7,,7.4,71.9,76.41,Partially cloudy
uk,04/10/1999,58.7,45,52.3,40.6,,0,,16.1,,11.3,68.6,74.87,Partially cloudy
uk,04/11/1999,57.5,39.7,49.6,35.2,,0,,16.1,,21.3,50.9,62.61,Partially cloudy
uk,04/12/1999,55.6,47,49.7,39.8,,0,,19.4,,13.7,81.9,77.42,Overcast
uk,04/13/1999,47.6,38.6,43.6,30.5,,0,,23,,19.7,59.4,71.56,Partially cloudy
uk,04/14/1999,47,35.8,41.5,31.1,,0,,12.7,,20.1,54.5,61.55,Partially cloudy
uk,04/15/1999,51.9,38.5,44.6,37.3,,0,,11.4,,14.6,67.3,60.82,Partially cloudy
uk,04/16/1999,53.7,37.6,44.8,34,,0,,10.3,,11.5,60.3,73.22,Partially cloudy
uk,04/17/1999,52.4,38.5,44.5,34.6,,0,,13.8,,8.5,54,73.03,Partially cloudy
uk,04/18/1999,53,41.6,45.8,37.6,,0,,12.7,,10.9,81.4,67.43,Overcast
uk,04/19/1999,53.9,39.3,46.4,35,,0,,13.8,,11.1,69.4,66.54,Partially cloudy
uk,04/20/1999,54.8,44.3,49.7,39.8,,0,,14.6,,7.1,97.3,84.52,Overcast
uk,04/21/1999,58.7,51.2,53.6,,,0,,23,,10.3,78.1,74.25,Overcast
uk,04/22/1999,56.6,49.7,52.5,45.6,,0,,16.1,,13.8,74.8,72.65,Partially cloudy
uk,04/23/1999,56.9,47.9,52.2,45.4,,0,,11.4,,11.5,88.9,79.87,Overcast
uk,04/24/1999,61.1,49.7,54,46,,0.03,,11.4,,9.2,78.5,72.81,"Rain, Overcast"
uk,04/25/1999,62.9,47.5,55.1,45.5,,0,,13.9,,21.1,77.7,60.44,Overcast
uk,04/26/1999,64.1,51.2,56.6,,,0,,17.2,,6,94.7,74.28,Overcast
uk,04/27/1999,64.1,51.2,56.8,,,0,,20.8,,10.2,64.7,66.41,Partially cloudy
uk,04/28/1999,63.2,47,55.2,42.2,,0,,18.3,,12.8,14.2,60.66,Clear
uk,04/29/1999,61.1,46.5,52.5,40.4,,0,,15,,16.4,62.5,62.85,Partially cloudy
uk,04/30/1999,69.9,44.7,55.7,40.9,,0,,9.1,,13.4,33.2,53.48,Partially cloudy
uk,05/01/1999,71,50.2,60.5,,,0,,12.7,,8.6,37.4,56.55,Partially cloudy
uk,05/02/1999,70.4,52.8,59.9,,,0,,11.4,,6.4,53.6,59.87,Partially cloudy
uk,05/03/1999,71.3,50.6,60.3,,,0,,12.7,,8,34.1,57.22,Partially cloudy
uk,05/04/1999,62.3,51.2,56.1,,,0,,20.8,,10.8,93.5,58.4,Overcast
uk,05/05/1999,64.7,51,55.7,,,0,,16.1,,9.3,89.3,67.85,Overcast
uk,05/06/1999,65.6,53,58.9,,,0,,13.9,,13.6,64,69.7,Partially cloudy
uk,05/07/1999,64.5,45.5,57.3,,,0,,8.1,,11.4,70.4,78.15,Partially cloudy
uk,05/08/1999,61.4,50.3,56.3,,,0,,16.1,,14.2,79.4,72.33,Overcast
uk,05/09/1999,69.2,56,61.7,,,0,,15,,17.6,88.5,61.42,Overcast
uk,05/10/1999,63.6,56,60.2,,,0,,18.3,,15.9,65.2,66.42,Partially cloudy
uk,05/11/1999,65.9,54.2,59.3,,,0,,18.3,,15.1,60.3,64.91,Partially cloudy
uk,05/12/1999,62,52.4,57,,,0,,14.8,,12.2,77.4,70.53,Overcast
uk,05/13/1999,63.8,50.9,56.2,,,0,,13.9,,13.4,85.9,72.43,Overcast
uk,05/14/1999,65,53,57.7,,,0,,8.1,,14.6,78.9,70.41,Overcast
uk,05/15/1999,59.6,50.1,54.7,,,0,,12.7,,15.3,83.1,71.44,Overcast
uk,05/16/1999,58.7,47.5,53.6,46.6,,0,,16.1,,25.9,52,63.12,Partially cloudy
uk,05/17/1999,59.1,45.7,52.8,40.9,,0,,23,,19.9,69.4,65.38,Partially cloudy
uk,05/18/1999,58.7,50.1,54.6,,,0,,16.1,,9,96.8,76.79,Overcast
uk,05/19/1999,74,52.1,61.9,,,0,,10.3,,6.4,72.7,70.01,Partially cloudy
uk,05/20/1999,72.6,55.7,62.2,,,0,,16.1,,5.4,86.6,67.05,Overcast
uk,05/21/1999,65,54.6,60.4,,,0,,19.4,,14.7,68.3,64.64,Partially cloudy
uk,05/22/1999,62.3,49.7,56.5,45.6,,0,,15,,18.7,69.1,54.12,Partially cloudy
uk,05/23/1999,67.7,52.8,58.8,,,0,,16.1,,19.2,89.9,67.23,Overcast
uk,05/24/1999,65.9,54.2,59.4,,,0,,11.4,,18.6,91.6,67.98,Overcast
uk,05/25/1999,65.6,50.6,57.7,,,0,,11.4,,25,63.3,57.93,Partially cloudy
uk,05/26/1999,71.9,48.4,60.5,,,0,,10.2,,21.3,53.8,61.88,Partially cloudy
uk,05/27/1999,75.5,58.2,66.9,,,0,,17.2,,12.7,42.4,54.86,Partially cloudy
uk,05/28/1999,71.3,60.7,64.9,,,0,,17.2,,15.7,64.9,64.53,Partially cloudy
uk,05/29/1999,75.3,58.7,66.3,,,0,,15,,15.2,55.4,61.98,Partially cloudy
uk,05/30/1999,62,51.5,56.4,,,0,,13.9,,9.9,90.2,81.97,Overcast
uk,05/31/1999,65,50.3,56.1,,,0,,9.2,,15,93.1,68.18,Overcast
uk,06/01/1999,72.6,53.3,62,,,0,,12.7,,15.4,50.7,62.84,Partially cloudy
uk,06/02/1999,66.5,56.6,60.7,,,0,,20.8,,7.6,94.9,80.65,Overcast
uk,06/03/1999,64.6,55.7,59.1,,,0,,17.2,,15.4,84,73.28,Overcast
uk,06/04/1999,63.6,54.2,58.1,,,0,,15,,15.7,83.9,68.05,Overcast
uk,06/05/1999,62.7,49.7,55.2,47.4,,0,,11.4,,21.4,75.2,68.1,Overcast
uk,06/06/1999,65.4,51.2,56.6,,,0,,11.4,,17.6,69,66.9,Partially cloudy
uk,06/07/1999,62.3,53,55.9,,,0,,10.3,,15.6,71.1,75.52,Partially cloudy
uk,06/08/1999,63.6,46.7,55.3,43.2,,0,,17.2,,22.8,41.9,55.92,Partially cloudy
uk,06/09/1999,66.3,45.8,58,44.5,,0,,11.4,,25.8,36.9,53.13,Partially cloudy
uk,06/10/1999,62.3,52,57.8,,,0,,8,,20.2,83,58.18,Overcast
uk,06/11/1999,62,54.6,58.3,,,0,,8,,11.7,91.4,66.12,Overcast
uk,06/12/1999,63.2,54.8,57.7,,,0,,8,,6.9,95.1,76.32,Overcast
uk,06/13/1999,69.2,50.1,59.7,,,0,,6.9,,11.8,66.5,65.45,Partially cloudy
uk,06/14/1999,73.1,57.4,65.8,,,0,,11.4,,15.1,67.7,58.1,Partially cloudy
uk,06/15/1999,78.5,59.1,69,,,0,,9.2,,14.7,58.6,56.45,Partially cloudy
uk,06/16/1999,80.7,61.8,71.3,,80.3,0,,9.2,,14.7,45.3,49.89,Partially cloudy
uk,06/17/1999,69.5,59.6,64.9,,,0,,11.4,,16.3,79.6,58.34,Overcast
uk,06/18/1999,74.4,55.1,65,,,0,,10.3,,19.7,48.6,52.27,Partially cloudy
uk,06/19/1999,71.7,57.8,64.4,,,0,,13.9,,18.1,72.3,64.07,Partially cloudy
uk,06/20/1999,65.6,56.9,61.6,,,0,,17.2,,23.2,79.8,67.37,Overcast
uk,06/21/1999,62,52.1,56.6,,,0,,16.1,,27.7,52.4,57.74,Partially cloudy
uk,06/22/1999,64.5,50.6,58.2,,,0,,9.1,,25.3,53.2,56.4,Partially cloudy
uk,06/23/1999,70.9,53,63.1,,,0,,6.9,,20.9,76.7,59.39,Overcast
uk,06/24/1999,70.1,57.3,64.1,,,0,,10.3,,11.8,63.6,63.44,Partially cloudy
uk,06/25/1999,71.3,54.6,62.5,,,0,,13.8,,23.6,10.8,61.87,Clear
uk,06/26/1999,77.1,55.7,66.3,,,0,,11.4,,11.2,44.5,62.68,Partially cloudy
uk,06/27/1999,64.5,59.3,62.1,,,0,,16.1,,14.5,81.1,69.08,Overcast
uk,06/28/1999,63.8,53.9,57.9,,,0,,18.5,,22.5,63.3,70.44,Partially cloudy
uk,06/29/1999,63.2,57.3,60.7,,,0,,12.7,,3.8,97.6,93.44,Overcast
uk,06/30/1999,68.1,56,62.5,,,0,,11.4,,19.1,82.7,65.42,Overcast
uk,07/01/1999,70.4,56.9,63.2,,,0,,13.9,,13.4,92.3,77.2,Overcast
uk,07/02/1999,83.5,60.2,70.5,,83.4,0,,10.3,,14.7,66.1,65.16,Partially cloudy
uk,07/03/1999,74.6,63.2,68.6,,,0,,17.2,,16,84.8,69.25,Overcast
uk,07/04/1999,71.8,59.6,65.9,,,0,,10.3,,16.9,88.9,68.08,Overcast
uk,07/05/1999,76.3,61.4,67.8,,,0,,10.3,,15.8,79.8,66.74,Overcast
uk,07/06/1999,78.2,62.8,70,,,0,,13.9,,16.8,64.4,62.51,Partially cloudy
uk,07/07/1999,77.1,62.7,70,,,0,,10.3,,15.4,86.9,60.13,Overcast
uk,07/08/1999,79.1,65.9,73.1,,,0,,11.4,,10.7,64.5,60.59,Partially cloudy
uk,07/09/1999,77.3,63.8,69.6,,,0,,13.8,,17.6,56.5,60.75,Partially cloudy
uk,07/10/1999,79.4,57.8,67.6,,,0,,13.9,,17.5,49.9,60.72,Partially cloudy
uk,07/11/1999,79.1,58.7,69,,,0,,13.9,,18.3,49,65.41,Partially cloudy
uk,07/12/1999,74.6,59.6,67,,,0,,11.4,,12.4,39.5,70.93,Partially cloudy
uk,07/13/1999,76.4,56,66,,,0,,15,,12,68.6,64.25,Partially cloudy
uk,07/14/1999,65.4,58.7,62.3,,,0,0,15,,20.9,64.1,62.06,Partially cloudy
uk,07/15/1999,69.5,54.8,62.3,,,0,,15,,20.2,49.5,60.18,Partially cloudy
uk,07/16/1999,70.8,53.5,64.3,,,0,,13.9,,21.9,76.9,67.36,Overcast
uk,07/17/1999,78.9,60.9,68.7,,,0,,10.3,,18.3,77.7,62.82,Overcast
uk,07/18/1999,84.3,61,72.4,,82.6,0,,8.1,,23.9,49.5,51.77,Partially cloudy
uk,07/19/1999,78.5,65.4,71.5,,,0,,16.1,,18.4,85.2,56.07,Overcast
uk,07/20/1999,74,62.9,67.7,,,0,,17.2,,16.8,80.2,69.86,Overcast
uk,07/21/1999,67.7,58.7,62.9,,,0,,21.9,,25.4,72.7,52.97,Partially cloudy
uk,07/22/1999,62.3,55.7,59.3,,,0,,13.9,,16.5,81.1,71.55,Overcast
uk,07/23/1999,77.6,53,65.4,,,0,,6.9,,18,24.5,59.21,Clear
uk,07/24/1999,83,62.8,73.6,,82,0,,9.2,,19.9,12.5,51.3,Clear
uk,07/25/1999,81.2,64.7,72.2,,81,0,,13.9,,15.8,45.7,58.11,Partially cloudy
uk,07/26/1999,71.3,58.4,63.3,,,0,,18.3,,25.8,68.1,56.17,Partially cloudy
uk,07/27/1999,69.2,55.7,62,,,0,,18.3,,25,49.9,55.9,Partially cloudy
uk,07/28/1999,74.9,57.5,65.3,,,0,,15,,19.9,79,57.69,Overcast
uk,07/29/1999,81.8,56.9,68.3,,80.3,0,,15,,14.8,64,59.87,Partially cloudy
uk,07/30/1999,85.7,60.5,72.3,,83.3,0,,9.1,,14.2,72.8,51.93,Partially cloudy
uk,07/31/1999,84.8,63.4,72.9,,83.4,0,,11.4,,8.2,64.3,55.32,Partially cloudy
uk,08/01/1999,89.3,65.5,77.1,,86.3,0,,13.9,,9.6,36.6,50.7,Partially cloudy
uk,08/02/1999,88.4,66.8,76.1,,85.4,0,,13.8,,12.5,69.4,48.91,Partially cloudy
uk,08/03/1999,74.9,67.4,70.3,,,0,,6.9,,11.3,84.4,69.93,Overcast
uk,08/04/1999,80.9,63.7,71,,80.1,0,,13.8,,17.4,77.6,60.17,Overcast
uk,08/05/1999,78.5,65,69.8,,,0,,12.7,,14.3,71.5,68.43,Partially cloudy
uk,08/06/1999,81.2,64.5,71.8,,80.7,0,,15,,19.4,79.4,58.39,Overcast
uk,08/07/1999,72.8,63.2,66.2,,,0,,9.2,,6.4,84.7,82.82,Overcast
uk,08/08/1999,72.8,62.9,66.3,,,0,,11.7,,10,79.8,81.25,Overcast
uk,08/09/1999,70.9,62.7,65.7,,,0,,8.1,,11.4,82.3,81.46,Overcast
uk,08/10/1999,64.1,58.7,60.7,,,0,,13.9,,13.3,95.2,81.19,Overcast
