Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
uk,01/01/1973,44.6,30.3,40.4,30.9,,0,,11.3,,1.6,65.2,87.83,Partially cloudy
uk,01/02/1973,46.5,31.3,41.8,33.1,,0.01,,11.4,,2,51.7,87.27,"Rain, Partially cloudy"
uk,01/03/1973,53.6,46.4,49.6,41.2,,0,,11.4,,5.4,90.5,84.87,Overcast
uk,01/04/1973,51.9,45.7,50.4,47.4,,0,0,5.6,,1.3,97.5,90.75,Overcast
uk,01/05/1973,48.3,39.3,43.7,33.3,,0,,14.9,,3.9,77.8,81.33,Overcast
uk,01/06/1973,44.7,37.5,41.9,31.2,,0,,18.3,,3.1,77.3,88.54,Overcast
uk,01/07/1973,42.9,41.1,42.6,34,,0,,13.6,,4.1,100,85.62,Overcast
uk,01/08/1973,42.9,39.3,41.2,35.2,,0,,8,,3.7,100,89.33,Overcast
uk,01/09/1973,41.1,37.5,39.4,32.3,,0,,8,,2.9,95.4,80.74,Overcast
uk,01/10/1973,42.9,39.3,40.6,34.4,,0,,11.4,,2.2,97.9,77.4,Overcast
uk,01/11/1973,41.1,37.5,40.2,29.5,,0,,17.1,,8.8,99.2,64.09,Overcast
uk,01/12/1973,37.5,33.9,35.3,25.4,,0,,11.4,,4.8,100,75.91,Overcast
uk,01/13/1973,39.3,33.1,36.1,22.3,,0,,20.5,,1.5,96,82.9,Overcast
uk,01/14/1973,50.1,37.5,46.2,29.5,,0.01,,21.7,,11.4,79.6,80.27,"Rain, Overcast"
uk,01/15/1973,46.5,39.2,44.2,33.1,,0,,28.6,,13.9,77.8,81.17,Overcast
uk,01/16/1973,46.5,34.3,40.6,30.9,,0,,10.2,,7.4,33.6,77.67,Partially cloudy
uk,01/17/1973,41.1,35.7,39.3,28,,0,,13.5,,3.3,89.5,83.02,Overcast
uk,01/18/1973,44.7,35.7,39.6,26.8,,0,,13.6,,3.2,83,78.6,Overcast
uk,01/19/1973,41,30.3,36.3,25.3,,0,0,18.3,,3,88.4,76.69,Overcast
uk,01/20/1973,44.7,35.7,39.4,26.8,,0.02,,20.6,,8.2,76.7,85.25,"Rain, Overcast"
uk,01/21/1973,44.6,34.7,39.3,29.3,,0,,11.4,,11.3,66.2,76.89,Partially cloudy
uk,01/22/1973,48.3,31.3,40.8,23.7,,0,,16.1,,6.4,50.3,75.14,Partially cloudy
uk,01/23/1973,51.9,42.9,48.4,35.9,,0,,17.2,,2.7,99.2,91.39,Overcast
uk,01/24/1973,53.7,48.3,51.1,47,,0,,11.4,,3.6,97.1,86.38,Overcast
uk,01/25/1973,51.9,44.7,49.5,44.9,,0,,14.9,,5.5,93.3,76.76,Overcast
uk,01/26/1973,50.1,43.9,47.6,37.8,,0,,21.7,,10.9,86.5,83.22,Overcast
uk,01/27/1973,50.1,44.7,47.5,39.9,,0.01,,16.1,,13.4,85.5,76.75,"Rain, Overcast"
uk,01/28/1973,50.1,36.5,45.7,38.7,,0,,12.5,,4.6,74.4,85.28,Partially cloudy
uk,01/29/1973,53.7,48.3,51.5,43.1,,0,,12.5,,7.4,95.7,82.05,Overcast
uk,01/30/1973,51.9,42.8,47.7,37.5,,0,0,19.3,,9.9,82.4,79.05,Overcast
uk,01/31/1973,48.3,37.5,42.9,30.9,,0,0,12.5,,8,44.3,74.89,Partially cloudy
uk,02/01/1973,48.3,41.1,44.5,37.3,,0,,8,,4.4,73,83.8,Partially cloudy
uk,02/02/1973,50.1,41,46.6,39.2,,0,,8,,1.4,85.4,80.11,Overcast
uk,02/03/1973,46.5,37.5,42.4,32.6,,0,,10.3,,1.7,48.7,88.62,Partially cloudy
uk,02/04/1973,39.3,28.5,35.5,22.9,,0,0,8,,1.3,41.4,90.83,Partially cloudy
uk,02/05/1973,48.3,37.5,43.8,33.1,,0,,12.5,,4,88.4,78.79,Overcast
uk,02/06/1973,51.9,41.1,47.7,36.6,,0,0,18.3,,9,80.9,82.87,Overcast
uk,02/07/1973,51.9,48.3,50.1,42.2,,0,0,20.5,,15.3,96.6,78.65,Overcast
uk,02/08/1973,50.1,46.5,48.2,39.9,,0.01,0,25.2,,7.6,99.6,87.14,"Rain, Overcast"
uk,02/09/1973,50,41.1,45.2,33.6,,0.08,,17.2,,12.1,56.9,74.28,"Rain, Partially cloudy"
uk,02/10/1973,46.5,35.8,41.4,28,,0,,20.5,,15.8,46.9,75.71,Partially cloudy
uk,02/11/1973,50.1,31.9,42.8,28.1,,0,,17.2,,11,56.4,76.52,Partially cloudy
uk,02/12/1973,51.9,35.7,45.2,25.3,,0,,34.4,,13.7,78.4,79.13,Overcast
uk,02/13/1973,42.9,32.1,37.8,21.5,,0,,22.9,,15,51.7,70.42,Partially cloudy
uk,02/14/1973,42.9,32.1,37.6,24.5,,0,0.39,22.9,,8.4,67.1,72.95,"Snow, Partially cloudy"
uk,02/15/1973,42.9,33.8,37.6,25.4,,0,,13.6,,5.5,73.6,65.13,Partially cloudy
uk,02/16/1973,44.7,35.6,39.5,27.2,,0,,13.6,,3.1,51.2,74.11,Partially cloudy
uk,02/17/1973,44.7,25.7,38.7,31.8,,0,,11.4,,5.7,36.9,68.69,Partially cloudy
uk,02/18/1973,50.1,33.9,42.2,28,,0,0,17.2,,3.8,59.8,69.77,Partially cloudy
uk,02/19/1973,51.9,42.9,47.7,37.1,,0,,11.4,,3.5,97.9,79.35,Overcast
uk,02/20/1973,55.5,47.5,51.8,45.8,,0,,12.4,,5.8,96.3,75.34,Overcast
uk,02/21/1973,51.9,46.5,50,41.2,,0,,17.1,,9.4,85.2,77.13,Overcast
uk,02/22/1973,50.1,42.1,45.6,34.1,,0,,20.5,,14.8,63.3,64.77,Partially cloudy
uk,02/23/1973,46.5,37.5,42.1,27.3,,0,,28.5,,17.2,61.2,65.45,Partially cloudy
uk,02/24/1973,44.7,35.7,41.7,27.2,,0,,20.6,,17.2,39,56.28,Partially cloudy
uk,02/25/1973,44.6,31.1,38.4,23.9,,0,,13.6,,11,63.1,66.24,Partially cloudy
uk,02/26/1973,44.7,33.9,39.4,29.8,,0,,11.3,,6.7,69.6,64.6,Partially cloudy
uk,02/27/1973,46.5,28.3,39,24.6,,0,,9.1,,4.8,17.7,64.82,Clear
uk,02/28/1973,46.5,39.2,42.8,32.2,,0,,14.9,,6.4,85.5,72.43,Overcast
uk,03/01/1973,46.5,42.9,44.2,35.2,,0,,20.5,,6.6,98.7,70.97,Overcast
uk,03/02/1973,51.9,33.7,44.6,28.9,,0.04,0,17.2,,11.3,44.1,67.93,"Rain, Partially cloudy"
uk,03/03/1973,55.5,46.5,50.1,39.1,,0,0,21.6,,14.2,94.2,70.93,Overcast
uk,03/04/1973,53.7,46.5,49.3,39.6,,0,,20.5,,14.5,85.6,73.73,Overcast
uk,03/05/1973,55.5,46.4,49.1,40.8,,0,,16.1,,10.5,94.2,79.75,Overcast
uk,03/06/1973,48.3,39.3,43.2,31.8,,0.02,,19.5,,11.1,51.5,75.25,"Rain, Partially cloudy"
uk,03/07/1973,51.9,39.2,45,31.7,,0,,12.5,,9.9,36.2,66.33,Partially cloudy
uk,03/08/1973,53.7,40.9,47.7,45.7,,0,,5.6,,3.7,32.3,60.6,Partially cloudy
uk,03/09/1973,51.9,33.1,45.8,36.6,,0,,12.5,,4.8,86.3,66.46,Overcast
uk,03/10/1973,50.1,39.3,44,35.2,,0,,10.3,,4,57.8,74.09,Partially cloudy
uk,03/11/1973,46.5,25.7,41.7,33.7,,0,0,14.9,,2.2,49.2,80.08,Partially cloudy
uk,03/12/1973,48.3,39.2,42.8,31.4,,0,,18.3,,8.3,77.6,67.81,Overcast
uk,03/13/1973,44.7,41.1,42.6,32.9,,0,,17.1,,11.3,94.6,61.22,Overcast
uk,03/14/1973,48.3,42.1,44.1,35.2,,0,,16.1,,7.3,95.8,71.61,Overcast
uk,03/15/1973,50.1,39.3,44.2,32.2,,0,,20.5,,9.6,52.1,60.04,Partially cloudy
uk,03/16/1973,48.3,35.7,43,29.3,,0,,12.5,,6.6,62.3,71.08,Partially cloudy
uk,03/17/1973,53.7,41,47.2,37.3,,0,,12.5,,3.8,62.7,63.03,Partially cloudy
uk,03/18/1973,55.5,42.1,49.2,38.9,,0,,12.5,,4.3,89,67.68,Overcast
uk,03/19/1973,55.5,42.7,49.9,41.2,,0,,11.4,,5.9,86.6,70.22,Overcast
uk,03/20/1973,59.1,48.2,52.8,44.2,,0,,13.6,,4.7,72.8,63.27,Partially cloudy
uk,03/21/1973,59.1,44.5,51.6,45.3,,0,,11.4,,4.8,3.5,55.18,Clear
uk,03/22/1973,60.9,44.6,52.7,,,0,,11.3,,6.1,1.7,51.86,Clear
uk,03/23/1973,64.5,46.2,54.4,42.3,,0,,13.6,,5.4,0.4,47.42,Clear
uk,03/24/1973,51.8,40.7,49.2,36.5,,0,0,20.5,,7,63.2,72.02,Partially cloudy
uk,03/25/1973,51.9,42.9,47.5,38.6,,0,,17.2,,14.7,70.7,77.72,Partially cloudy
uk,03/26/1973,51.9,32.1,45.9,35.1,,0.02,,11.4,,7,32.6,70.99,"Rain, Partially cloudy"
uk,03/27/1973,53.7,39.1,48,39.4,,0,,12.5,,10.4,34.7,61.69,Partially cloudy
uk,03/28/1973,53.7,44.6,48.7,40.3,,0,,17.2,,7.6,76,65.16,Overcast
uk,03/29/1973,59,42.8,49.6,38,,0,,11.4,,10.8,17,55.39,Clear
uk,03/30/1973,51.9,41,46.1,34,,0,,19.4,,11.9,46.4,72.68,Partially cloudy
uk,03/31/1973,53.6,37.4,46.2,32.2,,0,,17.2,,13.4,50.7,57.97,Partially cloudy
uk,04/01/1973,53.7,46.5,49,39.3,,0,,20.5,,13.8,95.8,70.72,Overcast
uk,04/02/1973,51.9,39.3,45.4,30.3,,0.08,,32.2,,10.3,82,77.56,"Rain, Overcast"
uk,04/03/1973,48.3,37.5,43.3,28.6,,0,,18.3,,15.6,37.3,54.03,Partially cloudy
uk,04/04/1973,51.9,41.1,46.7,30.8,,0,,25.3,,10.1,100,75.51,Overcast
uk,04/05/1973,59.1,48.3,53.3,43.8,,0,,23,,12.8,80.9,71.15,Overcast
uk,04/06/1973,53.6,42.8,47.9,34.9,,0,,27.4,,14.8,51.5,58.13,Partially cloudy
uk,04/07/1973,53.7,39.3,46.5,31.8,,0,,18.3,,19.6,47.8,55.85,Partially cloudy
uk,04/08/1973,46.5,35.7,40.7,27.7,,0,,18.3,,15.3,72.4,72.12,Partially cloudy
uk,04/09/1973,46.5,33.9,38.8,23,,0.04,,22.9,,10.2,54.3,69.52,"Rain, Partially cloudy"
uk,04/10/1973,53.7,33.9,44.4,25.6,,0.01,,17.2,,11.4,32.7,57.13,"Rain, Partially cloudy"
uk,04/11/1973,46.5,42.9,45.4,35.5,,0,,15,,7.8,88,69.15,Overcast
uk,04/12/1973,48.3,41.1,44.9,35.9,,0,,17.2,,8.8,87.2,62.14,Overcast
uk,04/13/1973,53.6,42.9,47.7,39.5,,0,,10.3,,9.9,82.5,59.68,Overcast
uk,04/14/1973,59.1,42.9,51.2,46.5,,0,,13.6,,6.1,94.8,66.61,Overcast
uk,04/15/1973,60.9,40.1,53.1,44.6,,0,0,15,,4.8,83.1,68.72,Overcast
uk,04/16/1973,59.1,46.5,53.7,42.5,,0,,9.1,,3.6,90.1,75.45,Overcast
uk,04/17/1973,60.9,46.4,54.3,47.4,,0,,11.4,,4.3,81,69.09,Overcast
uk,04/18/1973,55.5,48.3,52.1,44.2,,0,,16.1,,4.5,86,75.03,Overcast
uk,04/19/1973,50.1,41.1,45.4,32,,0.02,,23,,18.1,63.8,69.63,"Rain, Partially cloudy"
uk,04/20/1973,48.3,39.3,44.5,30.9,,0,0,19.4,,15.2,65.5,61.61,Partially cloudy
uk,04/21/1973,48.3,37.5,44.3,35.2,,0.04,0,13.6,,10.5,91.6,74.36,"Rain, Overcast"
uk,04/22/1973,48.3,37.5,43.5,28.3,,0.24,0,23,,6.3,95.8,84.2,"Rain, Overcast"
uk,04/23/1973,51.9,39.3,44.1,33.1,,0,0,15,,5.6,87.2,84.05,Overcast
uk,04/24/1973,59.1,39.3,49.5,34.5,,0.2,,20.6,,4.5,61.2,75.81,"Rain, Partially cloudy"
uk,04/25/1973,59.1,42.9,50.7,35.6,,0,,19.4,,7.2,37.3,63.85,Partially cloudy
uk,04/26/1973,64.5,34.7,53.3,44.4,,0,,17.1,,7.9,25.5,54.46,Partially cloudy
uk,04/27/1973,64.4,48.1,55.9,,,0,,13.6,,7.3,32.4,54.7,Partially cloudy
uk,04/28/1973,59.1,50,52.9,,,0,,9.1,,3.3,96.1,74.12,Overcast
uk,04/29/1973,55.5,44.7,49.6,38.6,,0,,13.6,,6.1,70.3,73.66,Partially cloudy
uk,04/30/1973,59.1,44.7,51.2,39.8,,0,,34.2,,7.7,81.6,85.73,Overcast
uk,05/01/1973,55.5,42.9,49.9,36.7,,0,,23,,14.5,81.2,62.42,Overcast
uk,05/02/1973,55.5,44.6,50.2,43.3,,0,,23,,9.6,49.5,61.85,Partially cloudy
uk,05/03/1973,55.5,48.3,50.3,42.2,,0,,16.1,,2.4,94.1,89.34,Overcast
uk,05/04/1973,59.9,50.1,55.3,,,0.01,,25.2,,14.7,50.2,72.96,"Rain, Partially cloudy"
uk,05/05/1973,55.5,48.3,51.6,44.2,,3.54,,19.4,,11.3,79.2,80.48,"Rain, Overcast"
uk,05/06/1973,53.7,48.3,50.7,41.7,,0.08,,20.6,,12.2,72.5,86.41,"Rain, Partially cloudy"
uk,05/07/1973,53.7,44.6,49.9,39.3,,0,,14.9,,13.2,64.4,75.76,Partially cloudy
uk,05/08/1973,55.5,46.5,51.9,42,,0.02,,16.6,,11.6,94.2,71.42,"Rain, Overcast"
uk,05/09/1973,59.1,51.9,55,,,0,,19.4,,9.5,95,76.33,Overcast
uk,05/10/1973,59.1,50.1,53.6,,,0,,28.5,,17.5,62.1,62.92,Partially cloudy
uk,05/11/1973,60.9,44.7,52.7,38.9,,0,,16.1,,18.2,55.1,59.24,Partially cloudy
uk,05/12/1973,62.7,40.1,53.6,43.1,,0.02,,15,,14.3,53.9,66.44,"Rain, Partially cloudy"
uk,05/13/1973,59.1,50.1,53.8,,,0,,20.5,,17.3,92.1,67.21,Overcast
uk,05/14/1973,59.1,46.5,51.7,43.8,,0,,10.3,,8.3,79.3,72.79,Overcast
uk,05/15/1973,60.9,39.3,52.4,42.4,,0,,11.4,,7.3,26.6,68.04,Partially cloudy
uk,05/16/1973,58.1,44.7,51.7,40.3,,0,0,24.1,,14,30.5,67.76,Partially cloudy
uk,05/17/1973,59.1,48.3,54.9,41.9,,0,,27.4,,7.5,70.6,66.71,Partially cloudy
uk,05/18/1973,69.9,53.6,60.4,,,0.01,,17.2,,3.8,53.3,72.97,"Rain, Partially cloudy"
uk,05/19/1973,64.5,51.9,56.6,,,0,,18.3,,4,92.1,75.32,Overcast
uk,05/20/1973,64.5,53.7,58.6,,,0.08,,13.6,,11.7,85.4,76.45,"Rain, Overcast"
uk,05/21/1973,64.5,50.9,59,,,0,,11.4,,8.9,70.1,79.21,Partially cloudy
uk,05/22/1973,68.1,49.1,59.5,47,,0,,17.2,,11.2,67.3,70.71,Partially cloudy
uk,05/23/1973,60.9,53.7,55.7,,,0,,23,,11.5,96,81.65,Overcast
uk,05/24/1973,66.3,53.7,59.3,,,0.16,,13.6,,6.6,82.1,76.92,"Rain, Overcast"
uk,05/25/1973,69.9,49.1,61.9,,,0,0,9.2,,9.5,50.4,64.43,Partially cloudy
uk,05/26/1973,73.5,57.3,64.8,,,0,0,15,,6.9,48.4,60.24,Partially cloudy
uk,05/27/1973,73.5,55.5,64.1,,,0,0,18.3,,4,58.2,64.22,Partially cloudy
uk,05/28/1973,69.9,57.3,63.3,,,0,,15,,5.6,90.5,72,Overcast
uk,05/29/1973,62.7,53.7,57.2,,,0,,19.4,,8.1,83.7,80.55,Overcast
uk,05/30/1973,62.7,53.7,58.4,,,0.16,,16.1,,14.9,93.7,75.27,"Rain, Overcast"
uk,05/31/1973,64.5,53.7,57.7,,,0,,12.5,,6.4,98.3,78.26,Overcast
uk,06/01/1973,64.5,50.1,55.3,,,0.02,0,14.7,,8.8,75.3,64.63,"Rain, Overcast"
uk,06/02/1973,62.7,48.3,55.8,46.4,,0,,21.6,,14.4,66.2,64.74,Partially cloudy
uk,06/03/1973,62.7,51.9,57.6,,,0,,19.4,,18.5,70.3,66.99,Partially cloudy
uk,06/04/1973,66.3,51.9,58.6,,,0,,13.6,,12.6,75.1,62.51,Overcast
uk,06/05/1973,66.3,51.9,58.9,,,0,,13.6,,12.8,18.7,57.01,Clear
uk,06/06/1973,69.9,50.1,60.8,,,0,,16.1,,13.6,41.8,55.18,Partially cloudy
uk,06/07/1973,73.5,50.9,62.9,,,0,,14.7,,11.5,36.1,57.81,Partially cloudy
uk,06/08/1973,77.1,53.5,66.8,,,0,,8,,7.4,42.3,66.36,Partially cloudy
uk,06/09/1973,73.5,60.9,67.8,,,0,0,13.6,,10.3,66.5,66.61,Partially cloudy
uk,06/10/1973,64.5,55.5,61.3,,,0,,13.6,,11.5,80.3,75.87,Overcast
uk,06/11/1973,71.7,59.1,64.8,,,0,,14.7,,11.6,76.7,63.55,Overcast
uk,06/12/1973,68.1,55.5,61.6,,,0,,17.2,,10.4,44.3,71.33,Partially cloudy
uk,06/13/1973,69.9,53.7,61.8,,,0,0,17.2,,16.6,53.4,58.7,Partially cloudy
uk,06/14/1973,71.7,51.8,60.7,,,0,,12.5,,15.8,31.4,45.18,Partially cloudy
uk,06/15/1973,75.3,57.2,65.3,,,0,,9.9,,14.2,18.8,43.21,Clear
uk,06/16/1973,80.7,59.1,69.7,,80.1,0,,16.1,,11.5,42.9,49.61,Partially cloudy
uk,06/17/1973,75.3,60.9,68.2,,,0,,16.1,,13,73,61.68,Partially cloudy
uk,06/18/1973,78.9,53.5,68.8,,,0,,10.2,,14.7,28.4,58.48,Partially cloudy
uk,06/19/1973,69.9,60.7,64.9,,,0,,10.3,,9.4,68.7,76.49,Partially cloudy
uk,06/20/1973,60.9,55.5,57.6,,,0.83,,16.1,,3.4,100,91.49,"Rain, Overcast"
uk,06/21/1973,68.1,57.3,61.7,,,0,0,11.4,,2.4,88.5,86.57,Overcast
uk,06/22/1973,73.5,53.7,63.8,,,0,,13.6,,8.2,52.9,69.71,Partially cloudy
uk,06/23/1973,75.3,55.5,66.8,,,0,,12.5,,14.7,31.7,57.39,Partially cloudy
uk,06/24/1973,77.1,57.3,66.6,,,0,,14.7,,12.6,46.2,56.9,Partially cloudy
uk,06/25/1973,77.1,57.1,67.6,,,0,,13.6,,10,70.2,60.79,Partially cloudy
uk,06/26/1973,77.1,59.1,68.2,,,0,0,17.2,,5.2,82.2,67.67,Overcast
uk,06/27/1973,66.3,58.8,61.8,,,0.24,,14.7,,1.5,100,88.88,"Rain, Overcast"
uk,06/28/1973,66.3,60.9,63.4,,,0.12,,11.4,,3.4,89.9,84.48,"Rain, Overcast"
uk,06/29/1973,71.7,55.5,64,,,0,,13.6,,14.7,47.9,65.76,Partially cloudy
uk,06/30/1973,73.5,55.5,65.6,,,0,,13.6,,13.2,41.7,66.05,Partially cloudy
uk,07/01/1973,80.7,62.7,72.1,,80.1,0,,18.3,,7.5,41.7,58.8,Partially cloudy
uk,07/02/1973,75.2,62.7,69.9,,,0,,13.6,,12,56.5,63.25,Partially cloudy
uk,07/03/1973,77.1,59,67,,,0,,13.6,,11.8,21.9,61.56,Clear
uk,07/04/1973,78.9,57.1,69.5,,,0,,11.4,,19.6,23,56.26,Clear
uk,07/05/1973,80.7,62.5,70.3,,80.6,0,,12.5,,6.4,55.1,62.01,Partially cloudy
uk,07/06/1973,73.5,62.7,66.3,,,0,,16,,3.1,90.3,80.01,Overcast
uk,07/07/1973,68.1,57.3,62.5,,,0.08,0,12.5,,11,70,68.42,"Rain, Partially cloudy"
uk,07/08/1973,66.6,53.7,61,,,0,,13.6,,15.8,41.9,64.77,Partially cloudy
uk,07/09/1973,69.9,55.4,63.4,,,0,,11.4,,10.2,51.3,56.77,Partially cloudy
uk,07/10/1973,75.3,56.3,66.2,,,0,,13.6,,11.8,82.5,61.97,Overcast
uk,07/11/1973,75.2,62.7,66.6,,,0,,14.7,,7.4,84.1,71.12,Overcast
uk,07/12/1973,68.1,60.5,64.3,,,0,,9.2,,6.4,97.3,74.38,Overcast
uk,07/13/1973,69.9,62.7,66.5,,,0,,10.3,,5.5,86.5,70.47,Overcast
uk,07/14/1973,69.9,59,64.7,,,0,,11.4,,5.1,77.1,73.48,Overcast
uk,07/15/1973,66.3,60.9,63.7,,,0.24,,13.6,,7.9,94.2,78.26,"Rain, Overcast"
uk,07/16/1973,66.3,55.5,61.1,,,0,0,13.6,,15.6,72.4,72.85,Partially cloudy
uk,07/17/1973,66.3,57.3,61.5,,,0,,13.5,,12.7,87.5,74.59,Overcast
uk,07/18/1973,69.9,57.3,62.9,,,0,,13.6,,6.5,69.5,71.42,Partially cloudy
uk,07/19/1973,69.9,57.3,62.3,,,0.08,,20.5,,11.1,82.6,74.3,"Rain, Overcast"
uk,07/20/1973,66.3,57.3,60.2,,,0,,18.3,,14.2,85.9,73.49,Overcast
uk,07/21/1973,66.9,55.5,60.7,,,0.04,,18.3,,14.9,79.2,75.33,"Rain, Overcast"
uk,07/22/1973,64.5,57.3,60.6,,,0,,16.1,,14.7,76,65.33,Overcast
uk,07/23/1973,60.9,53.7,57.2,,,0,,12.5,,13.8,77.3,71.04,Overcast
uk,07/24/1973,64.5,44.5,58.9,,,0,,8,,6.3,60.1,71.32,Partially cloudy
uk,07/25/1973,69.9,59,62.4,,,0,,19.4,,5.6,90.4,65.87,Overcast
uk,07/26/1973,69.8,55.5,62.4,,,0,,12.5,,5.5,60.9,68.2,Partially cloudy
uk,07/27/1973,68.1,55.5,60.6,,,0,,14.8,,7.5,55.9,67.32,Partially cloudy
uk,07/28/1973,60.9,53.7,57.6,,,0,,14.7,,6.1,97.5,80.91,Overcast
uk,07/29/1973,73.5,55.5,61.5,,,0,0,14.8,,8.5,58.4,75.97,Partially cloudy
uk,07/30/1973,73.5,57.3,63.9,,,0,,11.3,,10.1,77.7,74.29,Overcast
uk,07/31/1973,73.5,54.7,63.3,,,0,,11.4,,5.3,35.5,70.24,Partially cloudy
uk,08/01/1973,77.9,57.2,67.1,,,0,0,16,,3,41,71.78,Partially cloudy
uk,08/02/1973,78.9,62.6,70.5,,,0,,14.7,,2.9,36.7,66.52,Partially cloudy
uk,08/03/1973,73.5,62.5,66.6,,,0,0,17.2,,11.1,89,74.8,Overcast
uk,08/04/1973,68.1,57.3,62.9,,,0,,21.6,,18.3,84.6,61.65,Overcast
uk,08/05/1973,64.5,59.1,62.4,,,0.08,0,27.5,,8.6,98.8,87.51,"Rain, Overcast"
uk,08/06/1973,64.5,59.1,62.6,,,0,,26.3,,14.4,82.4,77.46,Overcast
uk,08/07/1973,68.1,53.7,60.1,,,0.31,,32,,17.3,41.6,64.6,"Rain, Partially cloudy"
uk,08/08/1973,68.1,53.7,61.4,,,0,,16,,15.3,48.1,63.84,Partially cloudy
uk,08/09/1973,71.7,55.5,63,,,0,,20.5,,17.1,49.8,64.53,Partially cloudy
uk,08/10/1973,75.3,57.3,65.8,,,0,,13.6,,9.1,60.9,71.14,Partially cloudy
uk,08/11/1973,78.9,60.8,70.2,,,0,,14.8,,6.2,23.9,67.32,Clear
uk,08/12/1973,75.3,57.3,65.2,,,0,,18.3,,4.5,47.9,73.56,Partially cloudy
uk,08/13/1973,80.7,60.9,70.2,,81.2,0,,19.4,,5.5,17.2,66.03,Clear
uk,08/14/1973,86.1,62.7,72.1,,83.5,0,,13.6,,3.9,4.2,57.63,Clear
uk,08/15/1973,82.5,59.1,72.4,,82.2,0,,16.1,,4.3,3,55.63,Clear
uk,08/16/1973,87.9,62.7,75.6,,87.2,0,,10.3,,4.3,21.6,55.77,Clear
uk,08/17/1973,77.1,68.1,73.2,,,1.3,,16.1,,2.5,90.9,64.52,"Rain, Overcast"
uk,08/18/1973,73.5,59.1,66.3,,,0,0,11.4,,3.4,86.2,70.69,Overcast
uk,08/19/1973,77.1,60.7,69.6,,,0,,12.4,,2.4,63,70.16,Partially cloudy
uk,08/20/1973,78.9,64.5,69.9,,,0,,11.4,,5.5,81.9,64.1,Overcast
uk,08/21/1973,80.5,59.1,63.6,,81.1,0,,17.2,,5.7,79.6,77.33,Overcast
uk,08/22/1973,71.7,55.5,61.7,,,0,,16.1,,10.2,13.7,60.33,Clear
uk,08/23/1973,73.5,55.5,64.1,,,0,,13.6,,4.8,65,63.41,Partially cloudy
uk,08/24/1973,77.1,55.5,65.7,,,0,,11.3,,4.2,49,60.63,Partially cloudy
uk,08/25/1973,77.1,57.2,65.9,,,0,0,11.4,,5.6,19.9,66.25,Clear
uk,08/26/1973,73.5,57.3,64.8,,,0,0,12.5,,4.4,39.5,71.99,Partially cloudy
uk,08/27/1973,73.5,57.3,64.9,,,0,0,12.4,,3.8,75.4,78.16,Overcast
uk,08/28/1973,69.9,60.9,66,,,0.71,,11.4,,2.7,91.2,77.79,"Rain, Overcast"
uk,08/29/1973,66.3,57.1,62.7,,,0,,14.7,,3.7,91.6,79.32,Overcast
uk,08/30/1973,68,53.7,61.2,,,0,,17.2,,10,72.3,68.47,Partially cloudy
uk,08/31/1973,68.1,55.5,61,,,0,,17.2,,12.7,74.6,66.11,Partially cloudy
uk,09/01/1973,71.7,59.1,64,,,0,,19.4,,15,72.9,73.07,Partially cloudy
uk,09/02/1973,73.5,60.9,66.6,,,0,,20.5,,14.8,80.1,70.66,Overcast
uk,09/03/1973,75.3,62.7,68.9,,,0,,18.3,,11,70.7,72.33,Partially cloudy
uk,09/04/1973,78.9,60.9,68.9,,,0,,9.1,,7.2,59.6,70.27,Partially cloudy
uk,09/05/1973,84.3,66.2,73.3,,85.2,0,,14.7,,4.6,39.9,61.72,Partially cloudy
uk,09/06/1973,78.9,59.1,69.5,,,0,,12.6,,4.8,8,67.89,Clear
uk,09/07/1973,80.7,62.5,71.2,,80.9,0,,8,,4.1,0,61.59,Clear
uk,09/08/1973,80.7,62.6,70.3,,80.1,0,0,12.5,,2.1,4.6,63.79,Clear
uk,09/09/1973,78.9,57.2,68.7,,,0,,12.5,,3,19.6,67.68,Clear
uk,09/10/1973,66.3,57.3,61.2,,,0,,13.6,,7.3,84.7,69.05,Overcast
uk,09/11/1973,68.1,53.7,60.2,,,0,,12.4,,10.5,23.7,57.73,Clear
uk,09/12/1973,69,51.9,60.6,,,0,,16.1,,9.8,8.3,62.8,Clear
uk,09/13/1973,66.3,53.7,60.1,,,0,,21.7,,8.4,63.8,69.41,Partially cloudy
uk,09/14/1973,69.9,55.5,62.8,,,0,,22.8,,8.5,20.7,65.82,Clear
uk,09/15/1973,73.5,57.3,64.6,,,0,,16.1,,3.9,56.8,70.78,Partially cloudy
uk,09/16/1973,71.7,62.6,66.1,,,0,,17.2,,8.2,72.9,81.23,Partially cloudy
uk,09/17/1973,66.3,59,62.5,,,0,,14.7,,8.7,71.3,81.8,Partially cloudy
uk,09/18/1973,66.3,53.6,59,,,0,,20.6,,10.5,54.1,72.9,Partially cloudy
uk,09/19/1973,60.9,55.5,57.6,,,0.08,,27.4,,6.6,89.6,82.76,"Rain, Overcast"
uk,09/20/1973,64.8,50.9,58.4,,,0,,13.6,,4.5,84.9,78.18,Overcast
uk,09/21/1973,59.1,51.9,54.7,,,0.35,,18.3,,6.6,85,77.4,"Rain, Overcast"
uk,09/22/1973,59.1,48.3,54,43.4,,0,,11.4,,15.2,47,67.91,Partially cloudy
